COG_ID	input_prob	input_present	candidate	truth	known_fp	true_input	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus
COG0748	1	1	1	0	1	0	0.975269	0	0.887518	0	0.612877	0	0.0877507	0.362391	1.63905	0.62556	0.65625
COG0749	1	1	1	0	1	0	0.987079	0	0.932255	0	0.691893	0	0.0548239	0.295186	1.9117	0.618568	0.5625
COG0752	1	1	1	1	0	1	0.973263	0	0.903621	0	0.590246	0	0.0696412	0.383016	0.698449	0.758979	0.8125
COG0763	1	1	1	1	0	1	0.997863	0	0.993147	0	0.978028	0	0.00471556	0.019835	4.06042	0.941937	0.96875
COG0768	1	1	1	1	0	1	0.999569	0	0.999473	0	0.999361	0	9.60231e-05	0.000208199	4.78993	0.998006	1
COG0778	1	1	1	1	0	1	0.989618	0	0.964819	0	0.880861	0	0.0247991	0.108757	0.277553	0.920727	1
COG0804	1	1	1	0	1	0	0.92933	0	0.731127	0	0.366716	0	0.198202	0.562614	0.749478	0.482662	0.4375
COG0809	1	1	1	1	0	1	0.992184	0	0.980112	0	0.954478	0	0.0120715	0.0377058	1.89666	0.947968	0.96875
COG0818	1	1	1	1	0	1	0.4946	0	0.17421	0	0.0366622	0	0.32039	0.457938	-2.63844	0.405629	0.40625
COG0832	1	1	1	0	1	0	0.560245	0	0.186333	0	0.0763594	0	0.373912	0.483886	-1.00283	0.331058	0.375
COG0860	1	1	1	1	0	1	0.996685	0	0.989048	0	0.967619	0	0.00763726	0.0290658	2.27909	0.971857	1
COG1007	1	1	1	1	0	1	0.995646	0	0.99065	0	0.979492	0	0.00499648	0.0161543	3.81487	0.917765	0.9375
COG1013	1	1	1	0	1	0	0.981525	0	0.927558	0	0.711846	0	0.0539667	0.269679	0.950526	0.819768	0.84375
COG1020	1	1	1	1	0	1	0.997508	0	0.988441	0	0.946026	0	0.00906682	0.0514816	3.19996	0.71666	0.75
COG1034	1	1	1	1	0	1	0.998649	0	0.995967	0	0.986777	0	0.00268191	0.0118716	4.59546	0.79321	0.84375
COG1052	1	1	1	1	0	1	0.976886	0	0.899056	0	0.664567	0	0.07783	0.312319	-0.151753	0.89409	0.9375
COG1054	1	1	1	1	0	1	0.0120636	0	0.00233844	0	0.000499129	0	0.00972515	0.0115645	-6.67091	0.141311	0.0625
COG1063	1	1	1	1	0	1	0.999659	0	0.998815	0	0.99627	0	0.000844121	0.00338966	4.80644	0.978738	1
COG1064	1	1	1	1	0	1	0.997065	0	0.988033	0	0.953375	0	0.00903153	0.0436893	3.45953	0.891926	1
COG1067	1	1	1	1	0	1	0.908396	0	0.651292	0	0.238257	0	0.257103	0.670139	0.321169	0.400094	0.40625
COG1075	1	1	1	0	1	0	0.998528	0	0.994194	0	0.978893	0	0.00433421	0.0196347	4.06853	0.866386	0.96875
COG1078	1	1	1	0	1	0	0.976502	0	0.891574	0	0.596009	0	0.0849283	0.380494	1.80122	0.644408	0.625
COG1085	1	1	1	1	0	1	0.951705	0	0.807519	0	0.434722	0	0.144185	0.516982	0.678561	0.737452	0.71875
COG1086	1	1	1	0	1	0	0.970742	0	0.886848	0	0.663602	0	0.0838934	0.30714	0.196536	0.874453	1
COG1113	1	1	1	1	0	1	0.738128	0	0.29179	0	0.0778156	0	0.446338	0.660312	-1.00379	0.51519	0.5625
COG1120	1	1	1	1	0	1	0.997987	0	0.992266	0	0.972218	0	0.00572163	0.0257698	3.27539	0.943249	1
COG1131	1	1	1	1	0	1	0.999921	0	0.999822	0	0.999617	0	9.84073e-05	0.000303149	5.1696	0.998058	1
COG1135	1	1	1	1	0	1	0.744143	0	0.329278	0	0.0992408	0	0.414865	0.644902	-1.70425	0.614332	0.625
COG1136	1	1	1	1	0	1	0.998514	0	0.997624	0	0.996154	0	0.00088954	0.00235939	2.60271	0.990859	1
COG1140	1	1	1	1	0	1	0.949642	0	0.840204	0	0.536052	0	0.109438	0.413589	1.91171	0.527351	0.53125
COG1141	1	1	1	0	1	0	0.987128	0	0.94535	0	0.744821	0	0.0417785	0.242307	1.98487	0.741559	0.75
COG1146	1	1	1	0	1	0	0.999012	0	0.996068	0	0.985504	0	0.00294369	0.0135079	3.72627	0.939189	1
COG1194	1	1	1	1	0	1	0.992132	0	0.96899	0	0.899016	0	0.0231419	0.0931156	1.56387	0.891406	1
COG1209	1	1	1	1	0	1	0.993355	0	0.982778	0	0.957162	0	0.0105769	0.0361926	2.49258	0.899523	1
COG1221	1	1	1	1	0	1	0.0148452	0	0.00513008	0	0.00191316	0	0.00971511	0.012932	-2.78346	0.0057232	0
COG1228	1	1	1	0	1	0	0.998426	0	0.993651	0	0.97599	0	0.00477499	0.0224366	3.55811	0.897346	0.9375
COG1254	1	1	1	1	0	1	0.995897	0	0.983109	0	0.9366	0	0.0127889	0.0592976	2.8935	0.918942	1
COG1263	1	1	1	1	0	1	0.571492	0	0.216404	0	0.0560882	0	0.355088	0.515404	-1.54263	0.384712	0.4375
COG1273	1	1	1	0	1	0	0.997641	0	0.990241	0	0.961708	0	0.00740016	0.0359324	4.19602	0.778942	0.8125
COG1285	1	1	1	1	0	1	0.947498	0	0.794349	0	0.496736	0	0.153149	0.450761	0.16112	0.706605	0.6875
COG1287	1	1	1	0	1	0	0.995653	0	0.979262	0	0.900179	0	0.0163902	0.0954739	3.21922	0.664285	0.625
COG1288	1	1	1	1	0	1	0.417885	0	0.121625	0	0.0259906	0	0.29626	0.391894	-1.82087	0.364329	0.4375
COG1292	1	1	1	1	0	1	0.107507	0	0.017718	0	0.00358078	0	0.0897888	0.103926	-4.40197	0.189307	0.125
COG1295	1	1	1	1	0	1	0.998017	0	0.992149	0	0.970511	0	0.00586849	0.0275066	2.97358	0.965322	1
COG1298	1	1	1	1	0	1	0.984361	0	0.948859	0	0.827752	0	0.0355017	0.156609	2.02518	0.696538	0.75
COG1305	1	1	1	0	1	0	0.99387	0	0.976878	0	0.911052	0	0.0169923	0.0828176	1.58898	0.876536	0.90625
COG1313	1	1	1	0	1	0	0.158123	0	0.0454035	0	0.0120181	0	0.11272	0.146105	-3.21593	0.147704	0.03125
COG1316	1	1	1	0	1	0	0.091938	0	0.023301	0	0.00533688	0	0.068637	0.0866011	-4.96706	0.374177	0.375
COG1317	1	1	1	1	0	1	0.988342	0	0.952869	0	0.828501	0	0.0354726	0.15984	2.18354	0.706182	0.75
COG1324	1	1	1	1	0	1	0.998129	0	0.991417	0	0.958304	0	0.00671232	0.0398253	4.08943	0.899584	0.96875
COG1334	1	1	1	0	1	0	0.0990276	0	0.0270546	0	0.00810039	0	0.071973	0.0909272	-3.1199	0.133375	0.03125
COG1335	1	1	1	1	0	1	0.998552	0	0.99492	0	0.983256	0	0.00363255	0.0152959	3.32656	0.941773	1
COG1352	1	1	1	1	0	1	0.997215	0	0.989456	0	0.963621	0	0.0077585	0.0335937	3.61841	0.878031	1
COG1366	1	1	1	0	1	0	0.991662	0	0.966336	0	0.866095	0	0.0253261	0.125567	1.46233	0.858414	0.90625
COG1377	1	1	1	1	0	1	0.990904	0	0.967604	0	0.888419	0	0.0233003	0.102486	2.50531	0.739474	0.78125
COG1384	1	1	1	0	1	0	0.506584	0	0.207025	0	0.0703105	0	0.299559	0.436274	-1.17936	0.1996	0.125
COG1386	1	1	1	0	1	0	0.995122	0	0.987236	0	0.968156	0	0.00788587	0.0269668	1.97814	0.974455	1
COG1388	1	1	1	1	0	1	0.992729	0	0.970997	0	0.897349	0	0.0217314	0.0953801	1.65021	0.813275	0.90625
COG1420	1	1	1	0	1	0	0.999284	0	0.998178	0	0.995218	0	0.0011059	0.00406611	4.5205	0.943587	0.96875
COG1423	1	1	1	1	0	1	0.22361	0	0.0942753	0	0.0405324	0	0.129335	0.183078	0.198261	0.0463006	0
COG1455	1	1	1	1	0	1	0.268519	0	0.0785034	0	0.0210828	0	0.190015	0.247436	-1.40869	0.165307	0.125
COG1477	1	1	1	1	0	1	0.97669	0	0.900819	0	0.689672	0	0.0758711	0.287018	0.567687	0.715812	0.65625
COG1490	1	1	1	1	0	1	0.995081	0	0.981986	0	0.936454	0	0.0130955	0.0586277	2.19214	0.899992	0.96875
COG1492	1	1	1	0	1	0	0.901104	0	0.662058	0	0.311813	0	0.239047	0.589291	-0.0525119	0.593376	0.59375
COG1495	1	1	1	1	0	1	0.153495	0	0.0389673	0	0.00987291	0	0.114528	0.143622	-3.93113	0.106058	0.03125
COG1501	1	1	1	1	0	1	0.697774	0	0.264192	0	0.0615717	0	0.433582	0.636202	-1.91533	0.341992	0.34375
COG1507	1	1	1	0	1	0	0.0524097	0	0.00910851	0	0.00231171	0	0.0433012	0.050098	-4.0261	0.0541902	0
COG1533	1	1	1	0	1	0	0.989826	0	0.960811	0	0.847167	0	0.0290147	0.142658	1.7355	0.667333	0.78125
COG1534	1	1	1	1	0	1	0.990505	0	0.940804	0	0.693556	0	0.0497005	0.296949	1.20993	0.543954	0.5
COG1539	1	1	1	1	0	1	0.936711	0	0.780996	0	0.45249	0	0.155715	0.484221	-0.231071	0.678237	0.65625
COG1541	1	1	1	0	1	0	0.989684	0	0.956441	0	0.821312	0	0.0332435	0.168373	1.61528	0.782911	0.8125
COG1550	1	1	1	0	1	0	0.997626	0	0.98715	0	0.941428	0	0.0104762	0.0561987	4.15959	0.663981	0.6875
COG1562	1	1	1	0	1	0	0.982286	0	0.90855	0	0.656525	0	0.073736	0.325761	1.043	0.813867	0.90625
COG1573	1	1	1	0	1	0	0.999711	0	0.998983	0	0.996755	0	0.00072813	0.00295597	4.6787	0.991823	1
COG1597	1	1	1	1	0	1	0.998794	0	0.995194	0	0.982195	0	0.00360042	0.0165988	3.47284	0.919463	1
COG1664	1	1	1	0	1	0	0.98903	0	0.953384	0	0.824267	0	0.0356462	0.164763	1.95227	0.799703	0.875
COG1666	1	1	1	1	0	1	0.991808	0	0.962264	0	0.849381	0	0.0295436	0.142427	2.29135	0.868626	0.9375
COG1674	1	1	1	0	1	0	0.99332	0	0.988575	0	0.980943	0	0.00474536	0.0123775	1.66329	0.971302	1
COG1677	1	1	1	1	0	1	0.972695	0	0.865916	0	0.511627	0	0.106778	0.461068	0.569751	0.689265	0.75
COG1682	1	1	1	0	1	0	0.989625	0	0.964629	0	0.895095	0	0.0249962	0.0945303	2.07648	0.80817	0.875
COG1691	1	1	1	0	1	0	0.996467	0	0.986129	0	0.937652	0	0.0103383	0.0588156	3.833	0.715856	0.71875
COG1719	1	1	1	0	1	0	0.910772	0	0.678522	0	0.327391	0	0.23225	0.583381	1.08818	0.357367	0.34375
COG1728	1	1	1	0	1	0	0.0116146	0	0.00259227	0	0.000629872	0	0.00902233	0.0109847	-4.84035	0.0260006	0
COG1744	1	1	1	0	1	0	0.98498	0	0.942805	0	0.768201	0	0.0421752	0.216779	1.39545	0.694033	0.75
COG1746	1	1	1	0	1	0	0.393785	0	0.164404	0	0.0570772	0	0.22938	0.336707	-0.458903	0.117309	0
COG1780	1	1	1	1	0	1	0.00370935	0	0.000665784	0	0.000117838	0	0.00304356	0.00359151	-6.6793	0.0461483	0.03125
COG1814	1	1	1	0	1	0	0.986235	0	0.930757	0	0.735111	0	0.0554783	0.251124	1.7476	0.773273	0.875
COG1839	1	1	1	0	1	0	0.522995	0	0.241651	0	0.0966374	0	0.281344	0.426357	0.578586	0.230986	0.15625
COG1869	1	1	1	1	0	1	0.069447	0	0.0162022	0	0.00459787	0	0.0532448	0.0648491	-3.13044	0.10957	0.0625
COG1879	1	1	1	1	0	1	0.936945	0	0.72181	0	0.261976	0	0.215135	0.674969	-0.839477	0.568205	0.53125
COG1899	1	1	1	0	1	0	0.997585	0	0.988374	0	0.944202	0	0.00921148	0.0533835	4.41023	0.788417	0.8125
COG1918	1	1	1	1	0	1	0.861834	0	0.531114	0	0.129577	0	0.33072	0.732256	-1.65487	0.603941	0.59375
COG1922	1	1	1	1	0	1	0.976444	0	0.884839	0	0.567004	0	0.0916054	0.40944	0.981926	0.695795	0.75
COG1925	1	1	1	1	0	1	0.999448	0	0.997594	0	0.990327	0	0.00185347	0.00912046	3.98089	0.887036	0.9375
COG1943	1	1	1	1	0	1	0.916207	0	0.705907	0	0.336987	0	0.2103	0.57922	-0.557871	0.610032	0.5625
COG1948	1	1	1	0	1	0	0.990213	0	0.95668	0	0.822334	0	0.0335328	0.167879	3.27696	0.458704	0.46875
COG1949	1	1	1	1	0	1	0.936698	0	0.684878	0	0.300957	0	0.25182	0.635741	0.0592926	0.246473	0.1875
COG1950	1	1	1	0	1	0	0.986676	0	0.941441	0	0.788875	0	0.0452346	0.197801	2.12808	0.910915	1
COG1982	1	1	1	1	0	1	0.2826	0	0.0779755	0	0.0170522	0	0.204625	0.265548	-3.33557	0.347393	0.3125
COG1984	1	1	1	1	0	1	0.99123	0	0.963374	0	0.867966	0	0.0278554	0.123264	2.82218	0.790318	0.84375
COG1988	1	1	1	1	0	1	0.959306	0	0.809242	0	0.463315	0	0.150064	0.495991	0.941877	0.733474	0.71875
COG1994	1	1	1	0	1	0	0.999896	0	0.999638	0	0.998836	0	0.000258565	0.00106001	6.0786	0.985522	1
COG2018	1	1	1	0	1	0	0.99914	0	0.996209	0	0.981281	0	0.00293034	0.017859	5.82493	0.720563	0.78125
COG2025	1	1	1	1	0	1	0.999032	0	0.99639	0	0.986821	0	0.00264132	0.0122111	3.89534	0.942004	0.96875
COG2038	1	1	1	1	0	1	0.901399	0	0.552085	0	0.194969	0	0.349313	0.70643	-0.814527	0.554461	0.53125
COG2068	1	1	1	1	0	1	0.993127	0	0.971785	0	0.893827	0	0.0213425	0.0993003	2.54258	0.811095	0.96875
COG2094	1	1	1	0	1	0	0.98961	0	0.953596	0	0.81189	0	0.036014	0.17772	2.2921	0.827287	0.875
COG2114	1	1	1	0	1	0	0.999462	0	0.997734	0	0.990563	0	0.00172782	0.00889874	4.89192	0.92532	1
COG2131	1	1	1	0	1	0	0.983813	0	0.936211	0	0.72971	0	0.0476024	0.254103	1.32693	0.727095	0.71875
COG2137	1	1	1	1	0	1	0.964636	0	0.871579	0	0.609375	0	0.0930572	0.355261	-0.27397	0.779974	0.84375
COG2149	1	1	1	1	0	1	0.677005	0	0.319231	0	0.103095	0	0.357774	0.57391	-0.177458	0.377461	0.40625
COG2152	1	1	1	0	1	0	0.617688	0	0.267838	0	0.0764925	0	0.34985	0.541195	-1.02774	0.42496	0.5
COG2154	1	1	1	0	1	0	0.999313	0	0.997031	0	0.987808	0	0.00228173	0.0115055	4.57865	0.920198	0.96875
COG2186	1	1	1	1	0	1	0.977518	0	0.908231	0	0.700558	0	0.0692875	0.27696	1.16717	0.639719	0.65625
COG2239	1	1	1	0	1	0	0.996931	0	0.986646	0	0.948222	0	0.0102844	0.0487089	2.25211	0.919607	1
COG2253	1	1	1	0	1	0	0.978727	0	0.896623	0	0.700266	0	0.0821041	0.278461	1.75788	0.675273	0.65625
COG2273	1	1	1	0	1	0	0.74445	0	0.370408	0	0.119216	0	0.374042	0.625234	-0.994227	0.324772	0.3125
COG2317	1	1	1	0	1	0	0.717886	0	0.315582	0	0.075665	0	0.402304	0.642221	-1.36729	0.296479	0.28125
COG2321	1	1	1	1	0	1	0.990846	0	0.950289	0	0.794676	0	0.0405571	0.19617	2.46321	0.670517	0.6875
COG2351	1	1	1	1	0	1	0.936617	0	0.814383	0	0.540857	0	0.122233	0.39576	1.45306	0.580173	0.59375
COG2355	1	1	1	0	1	0	0.987297	0	0.945945	0	0.796846	0	0.0413523	0.190451	1.57254	0.735178	0.78125
COG2360	1	1	1	1	0	1	0.991043	0	0.959481	0	0.824828	0	0.0315622	0.166215	2.13147	0.534102	0.46875
COG2365	1	1	1	0	1	0	0.934675	0	0.729093	0	0.367035	0	0.205583	0.56764	0.322877	0.51212	0.53125
COG2378	1	1	1	0	1	0	0.989306	0	0.963413	0	0.868949	0	0.025893	0.120357	1.52615	0.831531	0.84375
COG2433	1	1	1	1	0	1	0.900755	0	0.663527	0	0.303085	0	0.237228	0.59767	0.514145	0.474603	0.4375
COG2514	1	1	1	0	1	0	0.787204	0	0.355497	0	0.0757978	0	0.431707	0.711406	-0.772896	0.510634	0.46875
COG2710	1	1	1	0	1	0	0.659167	0	0.290168	0	0.099368	0	0.368999	0.559799	-0.165085	0.272549	0.1875
COG2723	1	1	1	1	0	1	0.99477	0	0.97703	0	0.89703	0	0.0177402	0.0977403	2.72558	0.73352	0.75
COG2755	1	1	1	1	0	1	0.998891	0	0.995876	0	0.985789	0	0.00301445	0.0131015	2.92685	0.965221	1
COG2759	1	1	1	0	1	0	0.958177	0	0.836478	0	0.425408	0	0.121699	0.532769	-0.256704	0.632079	0.625
COG2834	1	1	1	1	0	1	0.999188	0	0.996316	0	0.983644	0	0.00287229	0.015544	3.85582	0.840271	0.875
COG2860	1	1	1	1	0	1	0.789759	0	0.369479	0	0.115453	0	0.42028	0.674305	-1.41602	0.535293	0.53125
COG2866	1	1	1	1	0	1	0.988986	0	0.947092	0	0.782263	0	0.041894	0.206723	1.69939	0.711557	0.75
COG2893	1	1	1	1	0	1	0.99829	0	0.9937	0	0.977584	0	0.00459039	0.0207068	4.68342	0.734317	0.75
COG2895	1	1	1	1	0	1	0.715542	0	0.322364	0	0.103175	0	0.393178	0.612367	-0.838767	0.350141	0.40625
COG2897	1	1	1	1	0	1	0.996704	0	0.985485	0	0.941754	0	0.011219	0.054949	2.91651	0.892016	1
COG2916	1	1	1	1	0	1	0.096864	0	0.0412605	0	0.0184563	0	0.0556036	0.0784078	-1.85444	0.0133788	0
COG2926	1	1	1	1	0	1	7.80821e-06	0	2.68221e-07	0	0	0	7.53999e-06	7.80821e-06	-9.72781	3.18326e-06	0
COG2943	1	1	1	1	0	1	0.919291	0	0.808154	0	0.649204	0	0.111137	0.270087	2.76402	0.175914	0.15625
COG2959	1	1	1	1	0	1	0.0276207	0	0.00554797	0	0.0011808	0	0.0220727	0.0264399	-5.53999	0.0214619	0
COG2973	1	1	1	1	0	1	0.0378827	0	0.0162499	0	0.00768772	0	0.0216328	0.030195	-1.35526	0.0057055	0
COG2999	1	1	1	1	0	1	0.122238	0	0.0382708	0	0.0134561	0	0.0839668	0.108781	-0.234621	0.0135195	0
COG3011	1	1	1	0	1	0	0.996278	0	0.98192	0	0.922334	0	0.0143574	0.0739442	3.26174	0.784899	0.84375
COG3029	1	1	1	1	0	1	0.385566	0	0.219282	0	0.137209	0	0.166284	0.248357	1.55398	0.0879398	0
COG3040	1	1	1	1	0	1	0.675607	0	0.274433	0	0.0692869	0	0.401175	0.606321	-0.892924	0.357371	0.3125
COG3051	1	1	1	1	0	1	0.0200892	0	0.00669047	0	0.00237003	0	0.0133987	0.0177192	-3.16747	0.0495342	0.03125
COG3058	1	1	1	1	0	1	0.620842	0	0.324512	0	0.163412	0	0.29633	0.45743	0.927896	0.233235	0.125
COG3065	1	1	1	1	0	1	0.0563791	0	0.0198985	0	0.00889105	0	0.0364806	0.0474881	-1.67515	0.0582127	0.03125
COG3068	1	1	1	1	0	1	0.0065462	0	0.00311363	0	0.00153148	0	0.00343257	0.00501472	-3.05416	0.000885731	0
COG3069	1	1	1	1	0	1	0.0950849	0	0.0234724	0	0.00624064	0	0.0716125	0.0888443	-2.35497	0.0623961	0
COG3080	1	1	1	1	0	1	0.41866	0	0.228538	0	0.142356	0	0.190122	0.276303	1.59226	0.104378	0
COG3092	1	1	1	1	0	1	1.51992e-05	0	2.98023e-08	0	0	0	1.51694e-05	1.51992e-05	-10.1131	4.51598e-06	0
COG3107	1	1	1	1	0	1	0.345722	0	0.171663	0	0.0888866	0	0.174059	0.256835	-0.462536	0.0245475	0
COG3113	1	1	1	1	0	1	0.0140788	0	0.00741637	0	0.00435045	0	0.00666246	0.00972837	-3.46753	0.00504272	0
COG3122	1	1	1	1	0	1	0.0237933	0	0.00910184	0	0.00384778	0	0.0146915	0.0199455	-3.02351	0.00296176	0
COG3128	1	1	1	1	0	1	0.898165	0	0.662352	0	0.348354	0	0.235813	0.549811	1.06329	0.210891	0.15625
COG3136	1	1	1	1	0	1	0.00492674	0	0.00156477	0	0.000494182	0	0.00336197	0.00443256	-3.61312	0.000696173	0
COG3145	1	1	1	1	0	1	0.995229	0	0.974175	0	0.863684	0	0.0210542	0.131545	3.00897	0.644752	0.625
COG3150	1	1	1	1	0	1	0.000686824	0	0.000292033	0	0.000118464	0	0.000394791	0.00056836	-6.94812	0.00144447	0
COG3166	1	1	1	1	0	1	0.995413	0	0.982009	0	0.937665	0	0.0134039	0.0577475	3.76025	0.814943	0.90625
COG3185	1	1	1	0	1	0	0.991525	0	0.958441	0	0.80882	0	0.033084	0.182705	2.28785	0.747092	0.75
COG3191	1	1	1	0	1	0	0.994291	0	0.976688	0	0.917212	0	0.0176035	0.0770797	3.23743	0.817213	0.8125
COG3221	1	1	1	1	0	1	0.985437	0	0.934412	0	0.772692	0	0.0510246	0.212745	1.97944	0.478761	0.34375
COG3226	1	1	1	1	0	1	0.851034	0	0.601192	0	0.285799	0	0.249843	0.565235	1.27	0.161991	0.09375
