COG_ID	input_prob	mean_actual	sd_actual	mean_>0	sd_>0	mean_>0.01	sd_>0.01	mean_>0.04	sd_>0.04	mean_>0.099	sd_>0.099
COG4748	0.0000	0.0497	0.0140	0.0279	0.0083	0.0402	0.0128	0.0294	0.0109	0.0311	0.0149
COG4749	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4750	0.0000	0.0017	0.0015	0.0021	0.0020	0.0030	0.0031	0.0029	0.0039	0.0070	0.0068
COG4752	0.0000	0.6805	0.2275	0.6995	0.2263	0.6069	0.2877	0.2674	0.2239	0.1572	0.1282
COG4753	0.0000	0.5911	0.1205	0.5311	0.1375	0.4327	0.1287	0.2491	0.0577	0.0578	0.0287
COG4754	0.0000	0.0368	0.0404	0.0474	0.0548	0.0421	0.0390	0.0229	0.0182	0.0048	0.0032
COG4755	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4756	0.0000	0.0834	0.0545	0.1081	0.0660	0.1261	0.0579	0.0616	0.0292	0.0156	0.0150
COG4757	0.0000	0.0009	0.0005	0.0007	0.0004	0.0006	0.0005	0.0006	0.0004	0.0004	0.0003
COG4758	0.0000	0.0462	0.0376	0.0228	0.0221	0.0155	0.0116	0.0181	0.0090	0.0137	0.0071
COG4759	0.0000	0.0003	0.0001	0.0002	0.0002	0.0002	0.0002	0.0002	0.0002	0.0003	0.0002
COG4760	0.0000	0.0108	0.0036	0.0123	0.0060	0.0085	0.0033	0.0133	0.0051	0.0483	0.0252
COG4762	0.0000	0.0005	0.0004	0.0006	0.0004	0.0003	0.0003	0.0004	0.0003	0.0005	0.0004
COG4763	0.0000	0.0006	0.0006	0.0005	0.0005	0.0005	0.0003	0.0005	0.0004	0.0008	0.0006
COG4764	0.0000	0.0016	0.0043	0.0014	0.0037	0.0025	0.0052	0.0050	0.0067	0.0080	0.0047
COG4765	0.0000	0.0155	0.0463	0.0202	0.0578	0.0139	0.0359	0.0247	0.0343	0.0127	0.0215
COG4766	0.0000	0.0395	0.0253	0.0422	0.0260	0.0073	0.0049	0.0023	0.0014	0.0018	0.0009
COG4767	0.0000	0.0111	0.0052	0.0102	0.0063	0.0043	0.0030	0.0035	0.0025	0.0025	0.0024
COG4768	0.0000	0.0031	0.0039	0.0028	0.0044	0.0037	0.0038	0.0046	0.0049	0.0019	0.0016
COG4769	0.0100	0.7473	0.0787	0.9102	0.0402	0.4348	0.1440	0.1829	0.0758	0.1841	0.0952
COG4770	0.0000	0.6781	0.1597	0.6213	0.1606	0.0866	0.0475	0.0927	0.0331	0.1369	0.0660
COG4772	0.0000	0.0068	0.0097	0.0091	0.0138	0.0063	0.0092	0.0129	0.0181	0.0192	0.0163
COG4773	0.0000	0.0934	0.0371	0.0899	0.0452	0.0732	0.0382	0.1036	0.0368	0.0484	0.0206
COG4774	0.0000	0.0036	0.0029	0.0030	0.0023	0.0036	0.0020	0.0054	0.0020	0.0071	0.0031
COG4775	0.0000	0.9978	0.0017	0.9985	0.0013	0.9979	0.0025	0.9958	0.0055	0.9952	0.0064
COG4776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	0.0001
COG4778	0.0000	0.0473	0.0222	0.0273	0.0112	0.0191	0.0125	0.0141	0.0089	0.0044	0.0020
COG4779	0.0000	0.0012	0.0019	0.0012	0.0021	0.0006	0.0009	0.0004	0.0006	0.0002	0.0002
COG4781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4782	0.0000	0.0106	0.0085	0.0112	0.0100	0.0064	0.0025	0.0127	0.0067	0.0087	0.0039
COG4783	0.0000	0.7215	0.0865	0.6870	0.1203	0.6560	0.1163	0.5416	0.1336	0.4667	0.1166
COG4784	0.0100	0.2021	0.1952	0.4936	0.2739	0.1220	0.0928	0.2378	0.1061	0.1142	0.0706
COG4785	0.0000	0.0106	0.0155	0.0131	0.0163	0.0106	0.0170	0.0056	0.0066	0.0073	0.0084
COG4786	0.0000	0.9991	0.0006	0.9997	0.0002	0.9984	0.0009	0.9891	0.0067	0.9292	0.0421
COG4787	0.0000	0.0064	0.0184	0.0065	0.0194	0.0067	0.0171	0.0100	0.0202	0.0132	0.0194
COG4789	0.0000	0.0072	0.0047	0.0080	0.0055	0.0103	0.0056	0.0157	0.0090	0.0262	0.0120
COG4790	0.0000	0.0035	0.0016	0.0040	0.0018	0.0058	0.0026	0.0081	0.0038	0.0164	0.0079
COG4791	0.0000	0.0018	0.0008	0.0018	0.0007	0.0036	0.0017	0.0059	0.0028	0.0150	0.0096
COG4792	0.0000	0.0018	0.0029	0.0016	0.0024	0.0030	0.0037	0.0039	0.0057	0.0080	0.0141
COG4794	0.0000	0.0013	0.0011	0.0012	0.0010	0.0031	0.0020	0.0052	0.0037	0.0177	0.0174
COG4795	0.0000	0.0566	0.0340	0.0739	0.0490	0.1141	0.0320	0.2322	0.0830	0.0342	0.0128
COG4796	0.0000	0.9431	0.0520	0.9506	0.0449	0.9302	0.0542	0.9098	0.0802	0.7741	0.1749
COG4797	0.0000	0.0078	0.0235	0.0098	0.0297	0.0105	0.0313	0.0144	0.0384	0.0192	0.0392
COG4798	0.0000	0.0112	0.0179	0.0103	0.0148	0.0198	0.0206	0.0230	0.0181	0.0104	0.0116
COG4799	0.0100	0.9117	0.0621	0.9452	0.0378	0.1516	0.1057	0.1583	0.0625	0.2447	0.0947
COG4800	0.0000	0.0001	0.0001	0.0001	0.0002	0.0002	0.0002	0.0002	0.0002	0.0001	0.0001
COG4801	0.0000	0.0011	0.0006	0.0014	0.0008	0.0010	0.0005	0.0010	0.0006	0.0011	0.0008
COG4802	0.0000	0.2516	0.1345	0.1149	0.0686	0.3277	0.1162	0.3088	0.1504	0.1151	0.0649
COG4803	0.0000	0.2017	0.1321	0.1659	0.0741	0.1268	0.0968	0.0206	0.0114	0.0031	0.0016
COG4804	0.0000	0.1181	0.0589	0.0977	0.0533	0.0868	0.0273	0.0670	0.0203	0.0999	0.0289
COG4805	0.0000	0.0493	0.0281	0.1081	0.0724	0.0795	0.0460	0.0526	0.0113	0.0362	0.0146
COG4806	0.0000	0.0950	0.0455	0.1484	0.0585	0.0465	0.0271	0.0231	0.0118	0.0186	0.0097
COG4807	0.0000	0.0125	0.0079	0.0084	0.0057	0.0082	0.0059	0.0155	0.0119	0.0080	0.0040
COG4808	0.0000	0.0030	0.0016	0.0043	0.0020	0.0032	0.0021	0.0015	0.0014	0.0010	0.0009
COG4809	0.0000	0.1460	0.0917	0.1950	0.1151	0.0692	0.0616	0.0068	0.0037	0.0039	0.0016
COG4810	0.0000	0.0349	0.0210	0.0293	0.0245	0.0032	0.0023	0.0018	0.0007	0.0026	0.0009
COG4811	0.0000	0.0001	0.0002	0.0001	0.0003	0.0001	0.0001	0.0000	0.0001	0.0000	0.0001
COG4812	0.0000	0.1058	0.0743	0.0974	0.0497	0.0367	0.0314	0.0134	0.0114	0.0092	0.0058
COG4813	0.0000	0.0249	0.0132	0.0244	0.0109	0.0401	0.0257	0.0174	0.0113	0.0087	0.0060
COG4814	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001
COG4815	0.0000	0.0001	0.0001	0.0000	0.0000	0.0001	0.0001	0.0001	0.0001	0.0004	0.0005
COG4816	0.0000	0.1760	0.0624	0.2186	0.0783	0.0136	0.0073	0.0057	0.0027	0.0029	0.0015
COG4817	0.0000	0.0035	0.0026	0.0029	0.0019	0.0024	0.0019	0.0008	0.0009	0.0004	0.0004
COG4818	0.0000	0.0447	0.0194	0.0469	0.0243	0.0951	0.0461	0.2597	0.1214	0.1615	0.0939
COG4819	0.0000	0.0591	0.0256	0.0626	0.0279	0.0065	0.0034	0.0022	0.0011	0.0015	0.0005
COG4820	0.0000	0.1575	0.0754	0.1611	0.0827	0.0289	0.0262	0.0087	0.0085	0.0046	0.0034
COG4821	0.0000	0.5209	0.1806	0.6948	0.1183	0.1884	0.0714	0.0359	0.0134	0.0154	0.0041
COG4822	0.0100	0.3057	0.2076	0.3895	0.2456	0.0725	0.1015	0.0599	0.0472	0.0410	0.0181
COG4823	0.0000	0.0135	0.0067	0.0094	0.0059	0.0090	0.0039	0.0076	0.0038	0.0156	0.0078
COG4824	0.0000	0.0113	0.0042	0.0075	0.0032	0.0101	0.0033	0.0065	0.0023	0.0069	0.0026
COG4825	0.0000	0.2868	0.2276	0.1605	0.1366	0.3257	0.2524	0.0370	0.0449	0.0039	0.0032
COG4826	0.0000	0.1842	0.0807	0.1612	0.0654	0.2146	0.0936	0.2008	0.0536	0.1751	0.0513
COG4827	0.0000	0.0398	0.0204	0.0317	0.0155	0.0577	0.0257	0.0333	0.0138	0.0078	0.0051
COG4828	0.0000	0.0394	0.0119	0.0332	0.0072	0.0239	0.0076	0.0278	0.0126	0.0196	0.0116
COG4829	0.0000	0.0159	0.0197	0.0137	0.0195	0.0104	0.0145	0.0064	0.0099	0.0018	0.0027
COG4830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0001	0.0002
COG4831	0.0000	0.0077	0.0060	0.0082	0.0056	0.0085	0.0041	0.0067	0.0046	0.0015	0.0010
COG4832	0.0000	0.0305	0.0136	0.0250	0.0118	0.0270	0.0153	0.0265	0.0169	0.0150	0.0105
COG4833	0.0000	0.0048	0.0025	0.0036	0.0016	0.0029	0.0016	0.0017	0.0011	0.0014	0.0009
COG4834	0.0000	0.0025	0.0009	0.0022	0.0009	0.0030	0.0010	0.0032	0.0010	0.0034	0.0011
COG4835	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4836	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0001	0.0001
COG4837	0.0000	0.0002	0.0005	0.0002	0.0005	0.0001	0.0002	0.0000	0.0001	0.0000	0.0000
COG4838	0.0000	0.0001	0.0001	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4839	0.0000	0.0083	0.0174	0.0048	0.0079	0.0034	0.0068	0.0016	0.0015	0.0012	0.0011
COG4840	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4841	0.0000	0.0001	0.0002	0.0001	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4842	0.0000	0.0067	0.0033	0.0100	0.0065	0.0035	0.0015	0.0032	0.0014	0.0034	0.0015
COG4843	0.0000	0.6282	0.1753	0.5211	0.1610	0.2986	0.1436	0.1442	0.0466	0.1022	0.0504
COG4844	0.0000	0.0014	0.0016	0.0014	0.0015	0.0004	0.0005	0.0001	0.0001	0.0001	0.0001
COG4845	0.0000	0.0059	0.0035	0.0037	0.0016	0.0027	0.0014	0.0041	0.0013	0.0122	0.0051
COG4846	0.0000	0.0004	0.0006	0.0006	0.0008	0.0002	0.0006	0.0001	0.0001	0.0000	0.0000
COG4847	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4848	0.0000	0.0018	0.0012	0.0020	0.0018	0.0015	0.0011	0.0014	0.0010	0.0014	0.0008
COG4849	0.0000	0.0235	0.0108	0.0172	0.0079	0.0144	0.0066	0.0105	0.0064	0.0063	0.0037
COG4850	0.0000	0.0176	0.0071	0.0244	0.0079	0.0144	0.0088	0.0091	0.0057	0.0045	0.0025
COG4851	0.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0001	0.0002	0.0001	0.0003
COG4852	0.0000	0.0952	0.0769	0.0787	0.0609	0.0326	0.0207	0.0157	0.0114	0.0191	0.0166
COG4853	0.0000	0.0053	0.0064	0.0023	0.0023	0.0047	0.0061	0.0019	0.0015	0.0012	0.0010
COG4854	0.0000	0.0003	0.0005	0.0003	0.0004	0.0009	0.0012	0.0014	0.0023	0.0008	0.0017
COG4855	0.0000	0.0067	0.0029	0.0059	0.0034	0.0056	0.0022	0.0036	0.0019	0.0011	0.0007
COG4856	0.0000	0.7678	0.1527	0.7230	0.1941	0.6580	0.2369	0.7616	0.1639	0.4304	0.1756
COG4857	0.0000	0.0943	0.0688	0.0835	0.0526	0.0168	0.0060	0.0060	0.0022	0.0051	0.0020
COG4858	0.0000	0.0001	0.0001	0.0001	0.0001	0.0000	0.0001	0.0000	0.0001	0.0001	0.0002
COG4859	0.0000	0.0042	0.0021	0.0048	0.0024	0.0026	0.0011	0.0032	0.0024	0.0050	0.0039
COG4860	0.0000	0.0002	0.0001	0.0002	0.0002	0.0003	0.0002	0.0003	0.0002	0.0003	0.0003
COG4861	0.0000	0.0582	0.0232	0.0603	0.0232	0.0373	0.0102	0.0372	0.0171	0.0170	0.0066
COG4862	0.0000	0.0006	0.0007	0.0008	0.0010	0.0011	0.0016	0.0009	0.0008	0.0020	0.0015
COG4863	0.0000	0.0027	0.0040	0.0012	0.0014	0.0020	0.0034	0.0009	0.0011	0.0007	0.0009
COG4864	0.0000	0.3591	0.1407	0.2833	0.1024	0.2464	0.1370	0.0726	0.0392	0.1145	0.0752
COG4865	0.0200	0.3554	0.1904	0.6730	0.1623	0.3050	0.1991	0.0172	0.0122	0.0125	0.0088
COG4866	0.0000	0.5861	0.1568	0.6317	0.1226	0.3612	0.1711	0.1852	0.0569	0.2851	0.1374
COG4867	0.0000	0.0034	0.0048	0.0039	0.0063	0.0052	0.0062	0.0082	0.0080	0.0088	0.0069
COG4868	0.0000	0.0243	0.0089	0.0206	0.0082	0.0548	0.0201	0.0958	0.0449	0.1261	0.0546
COG4869	0.0000	0.7046	0.1255	0.7634	0.1138	0.3628	0.1395	0.0736	0.0340	0.0696	0.0371
COG4870	0.0000	0.3042	0.0813	0.2361	0.0733	0.2502	0.0681	0.1928	0.0502	0.1281	0.0369
COG4871	0.0000	0.5285	0.1354	0.5188	0.1116	0.4496	0.1337	0.2781	0.1199	0.0117	0.0076
COG4872	0.0000	0.2131	0.0928	0.1895	0.0791	0.0981	0.0256	0.0416	0.0211	0.0351	0.0192
COG4873	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4874	0.0000	0.0048	0.0041	0.0049	0.0047	0.0028	0.0017	0.0030	0.0019	0.0084	0.0091
COG4875	0.0000	0.0144	0.0090	0.0198	0.0158	0.0109	0.0059	0.0116	0.0039	0.0133	0.0039
COG4876	0.0000	0.0052	0.0034	0.0050	0.0044	0.0030	0.0017	0.0024	0.0013	0.0021	0.0009
COG4877	0.0000	0.0162	0.0145	0.0156	0.0172	0.0128	0.0099	0.0089	0.0081	0.0063	0.0052
COG4878	0.0000	0.1096	0.0703	0.0869	0.0630	0.0578	0.0401	0.0153	0.0124	0.0055	0.0030
COG4879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4880	0.0000	0.0017	0.0027	0.0018	0.0028	0.0021	0.0029	0.0019	0.0025	0.0012	0.0017
COG4881	0.0000	0.0288	0.0175	0.0584	0.0310	0.0192	0.0124	0.0136	0.0075	0.0015	0.0006
COG4882	0.0000	0.0031	0.0052	0.0045	0.0060	0.0039	0.0058	0.0031	0.0059	0.0013	0.0024
COG4883	0.0000	0.0462	0.0336	0.0556	0.0383	0.0181	0.0103	0.0054	0.0039	0.0010	0.0008
COG4884	0.0000	0.0002	0.0001	0.0002	0.0001	0.0002	0.0001	0.0001	0.0001	0.0001	0.0001
COG4885	0.0000	0.0323	0.0198	0.0298	0.0253	0.0392	0.0178	0.0568	0.0361	0.0121	0.0070
COG4886	0.0000	0.0152	0.0088	0.0099	0.0068	0.0142	0.0061	0.0170	0.0062	0.0303	0.0076
COG4887	0.0000	0.3242	0.1503	0.3827	0.1495	0.2321	0.1107	0.0696	0.0281	0.0205	0.0108
COG4888	0.0000	0.0014	0.0008	0.0020	0.0009	0.0017	0.0012	0.0024	0.0014	0.0041	0.0020
COG4889	0.0000	0.0009	0.0010	0.0008	0.0009	0.0008	0.0008	0.0008	0.0009	0.0011	0.0010
COG4890	0.0000	0.0007	0.0005	0.0009	0.0006	0.0003	0.0001	0.0003	0.0002	0.0003	0.0002
COG4891	0.0000	0.0107	0.0056	0.0064	0.0041	0.0103	0.0045	0.0107	0.0079	0.0035	0.0027
COG4892	0.0000	0.2005	0.1195	0.1832	0.1461	0.1129	0.0722	0.0365	0.0271	0.0109	0.0070
COG4893	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4894	0.0000	0.0186	0.0161	0.0146	0.0141	0.0152	0.0061	0.0192	0.0084	0.0172	0.0065
COG4895	0.0000	0.1055	0.0710	0.0574	0.0332	0.0261	0.0122	0.0177	0.0148	0.0064	0.0048
COG4896	0.0000	0.0005	0.0012	0.0004	0.0008	0.0004	0.0007	0.0001	0.0003	0.0000	0.0001
COG4897	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4898	0.0000	0.0059	0.0019	0.0056	0.0020	0.0037	0.0021	0.0024	0.0019	0.0022	0.0015
COG4899	0.0000	0.0006	0.0006	0.0006	0.0005	0.0004	0.0002	0.0003	0.0001	0.0002	0.0001
COG4900	0.0000	0.0241	0.0352	0.0350	0.0315	0.0524	0.0617	0.0628	0.0558	0.0222	0.0251
COG4901	0.0000	0.0000	0.0001	0.0000	0.0001	0.0001	0.0001	0.0001	0.0002	0.0001	0.0002
COG4902	0.0000	0.3007	0.0963	0.2595	0.0897	0.1714	0.0739	0.0974	0.0404	0.0232	0.0062
COG4903	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0001	0.0002	0.0001	0.0003
COG4904	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4905	0.0000	0.0064	0.0047	0.0105	0.0077	0.0049	0.0043	0.0053	0.0050	0.0117	0.0104
COG4906	0.0000	0.0022	0.0016	0.0019	0.0012	0.0024	0.0015	0.0018	0.0014	0.0007	0.0004
COG4907	0.0000	0.4231	0.1454	0.5279	0.1355	0.4353	0.2152	0.2536	0.0971	0.0684	0.0321
COG4908	0.0000	0.0097	0.0114	0.0048	0.0039	0.0060	0.0055	0.0084	0.0042	0.0124	0.0046
COG4909	0.0000	0.1946	0.0973	0.2369	0.1287	0.0127	0.0057	0.0022	0.0010	0.0007	0.0003
COG4910	0.0000	0.1892	0.0878	0.2248	0.1099	0.0122	0.0055	0.0022	0.0009	0.0008	0.0004
COG4911	0.0000	0.0117	0.0057	0.0104	0.0047	0.0093	0.0055	0.0070	0.0046	0.0129	0.0101
COG4912	0.0000	0.0669	0.0214	0.0418	0.0206	0.0662	0.0237	0.1104	0.0515	0.1820	0.0588
COG4913	0.0000	0.0582	0.0264	0.0602	0.0314	0.0178	0.0063	0.0054	0.0018	0.0047	0.0016
COG4914	0.0000	0.1707	0.0625	0.2004	0.0708	0.2485	0.1142	0.2484	0.0870	0.0610	0.0186
COG4915	0.0000	0.0088	0.0074	0.0142	0.0116	0.0128	0.0134	0.0143	0.0147	0.0116	0.0130
COG4916	0.0000	0.0332	0.0059	0.0254	0.0042	0.0180	0.0044	0.0145	0.0063	0.0098	0.0038
COG4917	0.0000	0.0363	0.0248	0.0296	0.0271	0.0035	0.0027	0.0019	0.0007	0.0027	0.0010
COG4918	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4919	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4920	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4922	0.0000	0.0073	0.0032	0.0048	0.0018	0.0043	0.0011	0.0048	0.0019	0.0038	0.0024
COG4923	0.0000	0.0842	0.0515	0.0669	0.0504	0.0634	0.0423	0.0228	0.0096	0.0076	0.0034
COG4924	0.0000	0.1034	0.0434	0.0805	0.0300	0.0331	0.0185	0.0059	0.0024	0.0026	0.0006
COG4925	0.0000	0.0095	0.0036	0.0104	0.0043	0.0064	0.0021	0.0074	0.0027	0.0171	0.0099
COG4926	0.0000	0.0025	0.0018	0.0014	0.0013	0.0027	0.0017	0.0019	0.0013	0.0024	0.0016
COG4927	0.0000	0.2314	0.0802	0.2578	0.0916	0.1893	0.0753	0.1257	0.0386	0.0465	0.0143
COG4928	0.0000	0.0601	0.0157	0.0379	0.0090	0.0487	0.0110	0.0446	0.0117	0.0542	0.0159
COG4929	0.0000	0.2527	0.1209	0.3094	0.1232	0.1884	0.0596	0.0879	0.0239	0.0458	0.0171
COG4930	0.0300	0.4529	0.0657	0.7184	0.0821	0.5385	0.0762	0.0304	0.0095	0.0165	0.0050
COG4932	0.0000	0.1164	0.0368	0.1445	0.0563	0.1134	0.0525	0.0625	0.0272	0.0286	0.0133
COG4933	0.0000	0.0344	0.0136	0.0209	0.0127	0.0294	0.0100	0.0220	0.0055	0.0155	0.0018
COG4934	0.0000	0.0180	0.0067	0.0264	0.0100	0.0098	0.0028	0.0061	0.0015	0.0049	0.0014
COG4935	0.0000	0.0015	0.0013	0.0009	0.0007	0.0034	0.0022	0.0072	0.0029	0.0110	0.0034
COG4936	0.0000	0.1384	0.0860	0.1958	0.1095	0.1096	0.0566	0.0321	0.0146	0.0093	0.0032
COG4938	0.0000	0.0639	0.0291	0.0617	0.0373	0.0605	0.0203	0.0504	0.0195	0.0226	0.0087
COG4939	0.0000	0.0343	0.0111	0.0336	0.0154	0.0119	0.0046	0.0051	0.0029	0.0066	0.0040
COG4940	0.0000	0.0014	0.0014	0.0011	0.0012	0.0012	0.0016	0.0007	0.0007	0.0004	0.0004
COG4941	0.0000	0.0021	0.0008	0.0025	0.0011	0.0014	0.0004	0.0015	0.0004	0.0016	0.0005
COG4942	0.0000	0.8820	0.0558	0.9000	0.0350	0.7877	0.1125	0.6750	0.0977	0.3882	0.1035
COG4943	0.0000	0.0017	0.0016	0.0021	0.0016	0.0007	0.0004	0.0004	0.0002	0.0003	0.0001
COG4944	0.0000	0.0015	0.0022	0.0024	0.0025	0.0008	0.0013	0.0011	0.0014	0.0009	0.0010
COG4945	0.0000	0.3758	0.1381	0.4525	0.1783	0.2077	0.1043	0.0449	0.0243	0.0195	0.0125
COG4946	0.0000	0.0135	0.0070	0.0176	0.0088	0.0155	0.0105	0.0043	0.0015	0.0021	0.0006
COG4947	0.0100	0.0713	0.0300	0.4819	0.2029	0.0066	0.0038	0.0015	0.0006	0.0017	0.0006
COG4948	0.0000	0.8814	0.0534	0.9255	0.0349	0.5072	0.0810	0.1759	0.0508	0.0786	0.0324
COG4949	0.0000	0.0027	0.0038	0.0022	0.0032	0.0020	0.0034	0.0030	0.0035	0.0019	0.0020
COG4950	0.0000	0.0004	0.0008	0.0004	0.0009	0.0002	0.0004	0.0001	0.0003	0.0001	0.0003
COG4951	0.0000	0.0150	0.0082	0.0171	0.0105	0.0104	0.0052	0.0082	0.0024	0.0056	0.0019
COG4952	0.0000	0.4385	0.1782	0.4173	0.1199	0.4379	0.1443	0.1203	0.0608	0.0211	0.0130
COG4953	0.0600	0.6748	0.1167	0.9117	0.0546	0.7478	0.0985	0.6970	0.0874	0.2130	0.1120
COG4954	0.0000	0.0260	0.0167	0.0283	0.0212	0.0053	0.0037	0.0048	0.0053	0.0039	0.0035
COG4955	0.0000	0.0001	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001
COG4956	0.0900	0.9973	0.0036	0.9989	0.0014	0.9993	0.0007	0.9969	0.0020	0.7348	0.0427
COG4957	0.0000	0.0228	0.0580	0.0270	0.0616	0.0204	0.0369	0.0150	0.0234	0.0079	0.0098
COG4959	0.0000	0.0126	0.0037	0.0105	0.0034	0.0061	0.0012	0.0039	0.0007	0.0058	0.0013
COG4960	0.0000	0.2803	0.1747	0.3754	0.1932	0.3941	0.1989	0.1581	0.1640	0.0428	0.0780
COG4961	0.0000	0.8424	0.0829	0.9196	0.0515	0.7375	0.1358	0.2261	0.1427	0.0364	0.0314
COG4962	0.0500	0.9508	0.0260	0.9946	0.0028	0.9835	0.0106	0.8043	0.1423	0.2422	0.1367
COG4963	0.0300	0.4665	0.1909	0.7407	0.1528	0.5806	0.1443	0.0526	0.0482	0.0111	0.0109
COG4964	0.0400	0.7308	0.1702	0.9142	0.0584	0.9192	0.0463	0.5178	0.1590	0.2589	0.1270
COG4965	0.0300	0.9653	0.0236	0.9953	0.0027	0.9875	0.0082	0.6092	0.2031	0.2532	0.1270
COG4966	0.0000	0.1946	0.1881	0.1189	0.1598	0.1719	0.1557	0.0692	0.0305	0.0152	0.0076
COG4967	0.0000	0.1930	0.1727	0.1320	0.1346	0.2628	0.1974	0.2248	0.1072	0.0516	0.0276
COG4968	0.0000	0.7446	0.1184	0.7227	0.1243	0.8540	0.0935	0.8244	0.1053	0.6723	0.1454
COG4969	0.0000	0.1994	0.1105	0.1383	0.0700	0.2224	0.1130	0.1933	0.0930	0.1261	0.0687
COG4970	0.0000	0.2494	0.1475	0.1616	0.1272	0.2451	0.0981	0.1598	0.0479	0.0528	0.0241
COG4972	0.0000	0.8810	0.1149	0.9017	0.0942	0.8998	0.1106	0.9142	0.0893	0.7287	0.2337
COG4973	0.0000	0.0541	0.1360	0.0481	0.1178	0.0374	0.0955	0.0336	0.0813	0.0243	0.0573
COG4974	0.0000	0.9860	0.0096	0.9770	0.0146	0.9736	0.0127	0.9651	0.0156	0.9573	0.0162
COG4975	0.0000	0.0080	0.0050	0.0069	0.0049	0.0056	0.0041	0.0038	0.0022	0.0043	0.0025
COG4976	0.0000	0.0602	0.0393	0.0680	0.0340	0.0484	0.0265	0.0725	0.0294	0.0533	0.0212
COG4977	0.0000	0.1046	0.0282	0.0929	0.0358	0.0397	0.0109	0.0207	0.0047	0.0184	0.0088
COG4978	0.0000	0.0423	0.0128	0.0297	0.0059	0.0351	0.0176	0.0229	0.0098	0.0111	0.0059
COG4980	0.0000	0.0595	0.0790	0.0447	0.0838	0.0379	0.0428	0.0326	0.0465	0.0247	0.0414
COG4981	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
COG4983	0.0000	0.0277	0.0145	0.0242	0.0110	0.0082	0.0046	0.0041	0.0028	0.0036	0.0022
COG4984	0.0000	0.0055	0.0035	0.0074	0.0041	0.0051	0.0030	0.0045	0.0030	0.0033	0.0021
COG4986	0.0100	0.3430	0.1837	0.6227	0.2034	0.1131	0.0587	0.0449	0.0212	0.0140	0.0055
COG4987	0.0000	0.1278	0.0932	0.1046	0.0924	0.0165	0.0157	0.0052	0.0066	0.0026	0.0039
COG4988	0.0000	0.0303	0.0371	0.0266	0.0335	0.0104	0.0151	0.0061	0.0084	0.0058	0.0068
COG4989	0.0000	0.0255	0.0160	0.0213	0.0128	0.0076	0.0061	0.0032	0.0028	0.0052	0.0043
COG4990	0.0000	0.0441	0.0244	0.0585	0.0412	0.0274	0.0167	0.0207	0.0115	0.0099	0.0051
COG4992	0.0500	0.9941	0.0025	0.9953	0.0027	0.9950	0.0018	0.9885	0.0069	0.6093	0.2035
COG4993	0.0000	0.0037	0.0040	0.0042	0.0045	0.0018	0.0016	0.0024	0.0014	0.0024	0.0010
