COG_ID	input_prob	mean_actual	sd_actual	mean_>0	sd_>0	mean_>0.01	sd_>0.01	mean_>0.04	sd_>0.04	mean_>0.099	sd_>0.099
COG2519	0.9796	0.8954	0.1457	0.9764	0.0239	0.8837	0.1284	0.9027	0.0984	0.8829	0.1231
COG2520	0.0000	0.0502	0.0265	0.1743	0.0801	0.0624	0.0311	0.0232	0.0157	0.0227	0.0157
COG2521	0.0011	0.4082	0.2242	0.8620	0.1163	0.1622	0.0932	0.1209	0.0768	0.0971	0.0798
COG2522	0.0000	0.0012	0.0010	0.0032	0.0033	0.0015	0.0009	0.0011	0.0007	0.0012	0.0008
COG2524	0.0458	0.2782	0.0880	0.6345	0.1358	0.4100	0.1104	0.4848	0.1458	0.0401	0.0210
COG2602	0.0011	0.1895	0.2398	0.5213	0.2333	0.1428	0.2209	0.0765	0.1496	0.0850	0.1391
COG2603	0.0026	0.1908	0.2402	0.8443	0.1117	0.1397	0.2328	0.0597	0.1181	0.0550	0.0975
COG2604	0.9999	0.8472	0.1067	0.7997	0.1591	0.7878	0.1546	0.8142	0.1241	0.8955	0.0793
COG2605	0.9264	0.9291	0.1079	0.9904	0.0099	0.9538	0.0900	0.9317	0.1109	0.9003	0.1189
COG2606	0.9987	0.0799	0.1795	0.2152	0.2986	0.1493	0.2946	0.1405	0.2693	0.1166	0.2345
COG2607	0.0000	0.0195	0.0295	0.0101	0.0149	0.0282	0.0363	0.0231	0.0207	0.0228	0.0204
COG2608	1.0000	0.6824	0.1685	0.8257	0.2298	0.7939	0.1405	0.7792	0.1531	0.8023	0.1594
COG2609	0.0181	0.0092	0.0082	0.0745	0.0684	0.0240	0.0437	0.0052	0.0049	0.0046	0.0038
COG2610	0.0105	0.0927	0.2153	0.6550	0.2566	0.5318	0.2908	0.1015	0.2262	0.0544	0.1270
COG2703	1.0000	0.9894	0.0174	0.9988	0.0017	0.9897	0.0159	0.9859	0.0188	0.9884	0.0156
COG2704	0.0000	0.0006	0.0013	0.0024	0.0039	0.0005	0.0008	0.0004	0.0007	0.0006	0.0013
COG2706	0.9839	0.2129	0.2350	0.7694	0.2627	0.4053	0.2846	0.2225	0.2695	0.1591	0.2505
COG2707	0.0012	0.2903	0.2398	0.8107	0.2066	0.2526	0.1543	0.1197	0.1284	0.0715	0.0822
COG2710	0.2437	0.2253	0.2031	0.7726	0.2196	0.4662	0.2511	0.4232	0.2290	0.4198	0.2305
COG2715	0.0000	0.1608	0.1102	0.4143	0.2733	0.1541	0.1179	0.0995	0.0501	0.1046	0.0573
COG2716	0.8756	0.5125	0.2441	0.6371	0.2026	0.5342	0.2046	0.5334	0.2041	0.4982	0.2060
COG2717	0.0000	0.0017	0.0025	0.0206	0.0331	0.0034	0.0069	0.0011	0.0022	0.0014	0.0024
COG2718	0.0052	0.4570	0.2671	0.9995	0.0006	0.5017	0.2961	0.2597	0.2761	0.1647	0.2869
COG2719	0.0059	0.5451	0.2301	0.9996	0.0005	0.6073	0.2669	0.2863	0.2679	0.1935	0.2793
COG2720	0.9072	0.4845	0.3415	0.8073	0.1948	0.5965	0.3041	0.6366	0.2713	0.4688	0.2824
COG2721	0.0043	0.0642	0.1581	0.3819	0.3307	0.1826	0.2919	0.1362	0.2928	0.0494	0.1258
COG2723	0.9997	0.8687	0.1478	0.9747	0.0726	0.9183	0.1158	0.8729	0.1200	0.8249	0.1330
COG2730	1.0000	0.6407	0.2677	0.9672	0.0562	0.8259	0.2616	0.7412	0.2556	0.5177	0.2508
COG2731	0.0000	0.0450	0.0513	0.3003	0.3307	0.1012	0.1048	0.0359	0.0345	0.0381	0.0398
COG2732	0.0000	0.0118	0.0144	0.0224	0.0273	0.0465	0.0778	0.0275	0.0499	0.0174	0.0283
COG2733	0.0012	0.1214	0.1094	0.3692	0.3044	0.1094	0.0776	0.0309	0.0252	0.0203	0.0153
COG2738	0.9201	0.8343	0.2106	0.8654	0.1767	0.8660	0.2102	0.8738	0.1836	0.8761	0.1812
COG2739	0.0099	0.1796	0.2139	0.4365	0.3945	0.1300	0.1293	0.0601	0.0639	0.0227	0.0266
COG2740	0.6966	0.6219	0.2934	0.7974	0.2664	0.6978	0.3053	0.6666	0.2606	0.4985	0.2286
COG2746	0.0297	0.6074	0.1867	0.9547	0.0452	0.8202	0.1348	0.2235	0.1910	0.1602	0.1612
COG2747	0.9847	0.9325	0.0472	0.8284	0.1882	0.9543	0.0363	0.9740	0.0186	0.9286	0.0499
COG2755	1.0000	0.3211	0.2965	0.7828	0.2933	0.5708	0.3255	0.4028	0.3070	0.2697	0.2878
COG2759	1.0000	0.9558	0.0675	0.9954	0.0057	0.9724	0.0337	0.9570	0.0659	0.9253	0.0985
COG2761	0.0019	0.0215	0.0207	0.1630	0.0933	0.0140	0.0156	0.0134	0.0119	0.0072	0.0076
COG2764	0.0362	0.0477	0.0508	0.5091	0.2838	0.2248	0.2748	0.0278	0.0641	0.0111	0.0133
COG2766	0.0076	0.4508	0.2249	0.9996	0.0003	0.5437	0.2582	0.2424	0.2717	0.1722	0.2893
COG2768	1.0000	0.9981	0.0017	0.9984	0.0015	0.9975	0.0023	0.9971	0.0026	0.9965	0.0031
COG2770	1.0000	0.8187	0.1472	0.9175	0.0913	0.8196	0.1545	0.8182	0.1361	0.8369	0.1359
COG2771	0.0000	0.0704	0.1292	0.3895	0.2421	0.1294	0.2055	0.0673	0.1319	0.0658	0.1428
COG2801	0.0000	0.9549	0.0356	0.9995	0.0007	0.9755	0.0340	0.9562	0.0411	0.9258	0.0579
COG2802	0.8629	0.1106	0.2257	0.1780	0.2861	0.1945	0.2605	0.2218	0.2272	0.1444	0.2316
COG2804	1.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000
COG2805	1.0000	0.9995	0.0011	1.0000	0.0000	0.9999	0.0002	0.9994	0.0014	0.9993	0.0011
COG2807	0.0000	0.0040	0.0023	0.0308	0.0212	0.0134	0.0105	0.0087	0.0067	0.0047	0.0039
COG2808	0.0000	0.0011	0.0017	0.0067	0.0113	0.0049	0.0118	0.0026	0.0053	0.0014	0.0024
COG2810	0.0000	0.3255	0.1481	0.5796	0.2493	0.3789	0.1998	0.3210	0.1466	0.2606	0.1279
COG2811	0.0000	0.0848	0.0459	0.2349	0.1561	0.0640	0.0399	0.0603	0.0312	0.0603	0.0327
COG2812	1.0000	0.9999	0.0001	0.9999	0.0002	0.9998	0.0006	0.9999	0.0003	0.9999	0.0002
COG2813	0.3519	0.2837	0.2640	0.8210	0.1599	0.5384	0.3155	0.5612	0.3012	0.3757	0.3021
COG2814	0.0000	0.0004	0.0006	0.0011	0.0008	0.0005	0.0007	0.0004	0.0006	0.0004	0.0006
COG2815	1.0000	0.7139	0.1854	0.6731	0.2460	0.6689	0.2381	0.6702	0.2299	0.7728	0.1472
COG2816	0.0028	0.0468	0.0877	0.3002	0.2828	0.0756	0.1860	0.0313	0.0598	0.0219	0.0363
COG2818	0.9918	0.0679	0.0679	0.1879	0.2726	0.1584	0.2767	0.1257	0.1791	0.1338	0.0920
COG2819	0.5098	0.1609	0.2673	0.3510	0.2717	0.2626	0.2851	0.2440	0.2565	0.3318	0.2443
COG2820	0.9970	0.2909	0.2988	0.3490	0.2513	0.4484	0.3033	0.3461	0.2857	0.2919	0.2728
COG2821	0.0013	0.1222	0.1896	0.1917	0.3657	0.0342	0.0494	0.0177	0.0246	0.0258	0.0340
COG2822	0.0000	0.0006	0.0006	0.0071	0.0068	0.0041	0.0090	0.0012	0.0023	0.0008	0.0013
COG2823	0.9999	0.7376	0.1822	0.8505	0.1090	0.7753	0.1760	0.6473	0.2335	0.6000	0.2403
COG2824	0.0000	0.0006	0.0012	0.0010	0.0014	0.0006	0.0012	0.0003	0.0005	0.0004	0.0006
COG2825	0.9998	0.9962	0.0047	0.9990	0.0013	0.9879	0.0221	0.9969	0.0041	0.9989	0.0014
COG2826	0.0026	0.0288	0.0205	0.1582	0.1029	0.0108	0.0054	0.0109	0.0074	0.0094	0.0078
COG2827	1.0000	0.4522	0.2393	0.6019	0.2462	0.4019	0.2529	0.3188	0.2454	0.3717	0.2346
COG2828	0.0000	0.0079	0.0043	0.0990	0.1134	0.0242	0.0322	0.0129	0.0135	0.0084	0.0077
COG2829	0.0000	0.0075	0.0206	0.0050	0.0127	0.0071	0.0201	0.0052	0.0143	0.0065	0.0179
COG2830	0.0000	0.0032	0.0075	0.0076	0.0207	0.0023	0.0054	0.0022	0.0051	0.0029	0.0064
COG2831	0.0288	0.1020	0.1282	0.1452	0.1389	0.1665	0.1528	0.0300	0.0437	0.0446	0.0601
COG2832	0.0034	0.1511	0.1146	0.3094	0.2671	0.0290	0.0302	0.0289	0.0219	0.0331	0.0291
COG2833	0.0000	0.0086	0.0060	0.0172	0.0100	0.0069	0.0065	0.0048	0.0039	0.0045	0.0031
COG2834	1.0000	0.9934	0.0085	1.0000	0.0001	0.9965	0.0043	0.9894	0.0125	0.9908	0.0098
COG2835	0.9982	0.8364	0.1739	0.6793	0.2407	0.8075	0.1647	0.8424	0.1770	0.8527	0.1410
COG2836	0.9495	0.6552	0.1838	0.9161	0.1077	0.7339	0.1777	0.6145	0.1656	0.6379	0.1583
COG2837	0.0000	0.0003	0.0002	0.0067	0.0103	0.0015	0.0032	0.0004	0.0004	0.0003	0.0004
COG2838	0.2057	0.0126	0.0062	0.0951	0.1143	0.0223	0.0236	0.0204	0.0117	0.0291	0.0142
COG2839	0.0025	0.3413	0.1971	0.8620	0.2114	0.2085	0.1769	0.1878	0.2224	0.1865	0.2133
COG2840	0.0064	0.1754	0.2982	0.2419	0.3981	0.0583	0.0979	0.0413	0.0760	0.0512	0.0836
COG2841	0.0000	0.0022	0.0055	0.0029	0.0080	0.0018	0.0047	0.0009	0.0021	0.0010	0.0022
COG2842	0.0254	0.0956	0.1633	0.7108	0.1626	0.2501	0.2337	0.0359	0.0681	0.0226	0.0392
COG2843	0.9991	0.8802	0.1102	0.9721	0.0558	0.8928	0.1077	0.8569	0.1171	0.8532	0.1153
COG2844	0.9157	0.3517	0.3214	0.4153	0.3449	0.3212	0.3116	0.3398	0.3038	0.2953	0.3118
COG2845	0.0012	0.0280	0.0392	0.1847	0.1991	0.0089	0.0068	0.0064	0.0065	0.0071	0.0084
COG2846	0.9996	0.7945	0.1322	0.8798	0.1113	0.7883	0.1679	0.7326	0.1717	0.7104	0.1657
COG2847	0.0037	0.0126	0.0232	0.0609	0.1231	0.0054	0.0116	0.0040	0.0079	0.0060	0.0088
COG2848	0.6969	0.6570	0.2370	0.8629	0.1065	0.6231	0.3092	0.6933	0.2622	0.6680	0.2193
COG2849	0.0126	0.1839	0.2822	0.6750	0.3050	0.3067	0.3105	0.0702	0.1316	0.0810	0.1318
COG2850	0.0000	0.0008	0.0022	0.0013	0.0033	0.0030	0.0090	0.0015	0.0046	0.0017	0.0051
COG2851	0.0000	0.0080	0.0067	0.0213	0.0186	0.0288	0.0320	0.0131	0.0111	0.0131	0.0093
COG2852	0.9998	0.4771	0.2422	0.5487	0.2236	0.4021	0.2444	0.3913	0.2329	0.4437	0.2268
COG2853	0.0066	0.0050	0.0096	0.0436	0.1250	0.0019	0.0035	0.0007	0.0011	0.0006	0.0009
COG2854	0.0083	0.0451	0.0966	0.1232	0.2772	0.0078	0.0117	0.0033	0.0052	0.0046	0.0079
COG2855	0.9309	0.2668	0.0722	0.3000	0.1553	0.3290	0.1992	0.2234	0.1755	0.2557	0.1299
COG2856	1.0000	0.8646	0.1658	0.9874	0.0145	0.8868	0.1811	0.8651	0.1761	0.8274	0.1893
COG2857	0.0000	0.0009	0.0017	0.0009	0.0021	0.0008	0.0016	0.0005	0.0010	0.0006	0.0012
COG2859	0.0014	0.0519	0.0378	0.0319	0.0447	0.0263	0.0365	0.0195	0.0213	0.0282	0.0223
COG2860	0.0015	0.0068	0.0084	0.0254	0.0345	0.0043	0.0092	0.0033	0.0079	0.0048	0.0108
COG2861	0.9997	0.9551	0.0493	0.8441	0.1255	0.9391	0.0601	0.9354	0.0571	0.9691	0.0316
COG2862	0.0011	0.0184	0.0192	0.0367	0.0516	0.0069	0.0115	0.0053	0.0087	0.0052	0.0090
COG2863	0.0032	0.0077	0.0078	0.0141	0.0128	0.0032	0.0040	0.0014	0.0017	0.0018	0.0020
COG2864	0.9981	0.9223	0.0616	0.9843	0.0150	0.9480	0.0516	0.9240	0.0636	0.9032	0.0779
COG2865	1.0000	0.8461	0.1415	0.9844	0.0212	0.8948	0.1373	0.8650	0.1393	0.8073	0.1750
COG2866	1.0000	0.6764	0.2745	0.9373	0.0684	0.8366	0.2028	0.7428	0.2453	0.6702	0.2727
COG2867	0.2866	0.4429	0.2302	0.6662	0.2734	0.8057	0.1613	0.7971	0.1547	0.6082	0.2267
COG2868	0.9992	0.9444	0.0801	0.9581	0.1027	0.9808	0.0277	0.9682	0.0391	0.9564	0.0452
COG2869	0.0011	0.1674	0.2697	0.8209	0.2398	0.0553	0.1152	0.0221	0.0473	0.0254	0.0532
COG2870	1.0000	0.9960	0.0052	0.9992	0.0016	0.9968	0.0048	0.9937	0.0085	0.9939	0.0068
COG2871	0.9966	0.8212	0.1423	0.9943	0.0090	0.8748	0.0876	0.8254	0.1096	0.7200	0.1691
COG2872	0.0043	0.1545	0.1600	0.5627	0.2576	0.0906	0.0993	0.0510	0.0743	0.0649	0.0835
COG2873	0.9998	0.3781	0.2577	0.6388	0.2690	0.4819	0.2992	0.3287	0.2673	0.3951	0.2438
COG2874	0.0000	0.0056	0.0033	0.0075	0.0050	0.0070	0.0063	0.0054	0.0042	0.0042	0.0029
COG2875	0.3328	0.2482	0.2134	0.8338	0.2570	0.7665	0.2655	0.4985	0.2497	0.4700	0.2431
COG2876	1.0000	0.9997	0.0004	1.0000	0.0000	0.9994	0.0013	0.9987	0.0022	0.9976	0.0028
COG2877	0.9991	0.4659	0.3347	0.4580	0.3429	0.3679	0.3657	0.3581	0.3153	0.5364	0.2772
COG2878	1.0000	0.5455	0.1979	0.8297	0.1287	0.7156	0.1362	0.5932	0.1591	0.5864	0.1725
COG2879	0.0000	0.0007	0.0007	0.0016	0.0016	0.0024	0.0020	0.0013	0.0014	0.0012	0.0012
COG2880	0.0000	0.2386	0.0997	0.5111	0.2093	0.2805	0.1220	0.1964	0.0807	0.1496	0.0567
COG2881	0.0000	0.3459	0.2260	0.5566	0.2646	0.4197	0.2227	0.3278	0.1958	0.3160	0.1741
COG2882	1.0000	0.9736	0.0352	0.9048	0.0899	0.9692	0.0331	0.9873	0.0168	0.9752	0.0305
COG2884	1.0000	0.8749	0.1989	0.6145	0.3779	0.9588	0.0683	0.9818	0.0275	0.9336	0.0993
COG2885	1.0000	0.5320	0.3389	0.8442	0.2110	0.5980	0.2993	0.4711	0.3081	0.6020	0.3072
COG2886	0.0683	0.9366	0.0689	0.9955	0.0055	0.9850	0.0224	0.9769	0.0293	0.7777	0.1675
COG2887	0.9998	0.6046	0.2547	0.5668	0.2453	0.3528	0.1474	0.6194	0.2118	0.7529	0.1972
COG2888	0.0000	0.0066	0.0104	0.0044	0.0077	0.0055	0.0090	0.0052	0.0068	0.0071	0.0086
COG2890	1.0000	0.9959	0.0046	0.9964	0.0056	0.9970	0.0040	0.9974	0.0034	0.9969	0.0034
COG2891	0.9943	0.9264	0.0863	0.8755	0.2172	0.9527	0.0790	0.9468	0.0801	0.9333	0.0743
COG2892	0.0000	0.0007	0.0003	0.0008	0.0004	0.0007	0.0008	0.0007	0.0006	0.0006	0.0004
COG2893	0.9968	0.8787	0.0793	0.8585	0.1104	0.9230	0.0542	0.7946	0.1473	0.8288	0.1388
COG2894	0.7717	0.5197	0.2698	0.9057	0.0858	0.8578	0.1434	0.8407	0.1589	0.8483	0.1373
COG2895	0.9418	0.0320	0.0514	0.0180	0.0309	0.0580	0.1098	0.0615	0.0931	0.0881	0.1190
COG2896	1.0000	0.9994	0.0007	0.9999	0.0001	0.9996	0.0005	0.9980	0.0023	0.9983	0.0018
COG2897	0.9997	0.4320	0.2902	0.7718	0.2075	0.5361	0.2811	0.3362	0.2846	0.3664	0.2874
COG2898	0.0000	0.0322	0.0214	0.1261	0.1331	0.0781	0.0622	0.0514	0.0367	0.0321	0.0228
COG2899	0.0000	0.0044	0.0096	0.0009	0.0017	0.0048	0.0095	0.0029	0.0059	0.0017	0.0030
COG2900	0.0000	0.0124	0.0245	0.0209	0.0411	0.0097	0.0216	0.0099	0.0237	0.0131	0.0289
COG2901	0.0000	0.0099	0.0212	0.0223	0.0649	0.0068	0.0171	0.0052	0.0110	0.0052	0.0100
COG2902	0.2652	0.0104	0.0085	0.1265	0.1022	0.0989	0.1215	0.0546	0.0814	0.0564	0.0529
COG2905	1.0000	0.9737	0.0294	0.9992	0.0012	0.9750	0.0295	0.9367	0.0645	0.9383	0.0557
COG2906	0.0600	0.1938	0.2117	0.3969	0.2967	0.4395	0.2227	0.5271	0.2027	0.0791	0.1207
COG2907	0.0000	0.0010	0.0013	0.0063	0.0078	0.0072	0.0149	0.0015	0.0021	0.0011	0.0011
COG2908	0.8826	0.1197	0.2563	0.1386	0.2223	0.1609	0.2698	0.1193	0.2351	0.1362	0.2521
COG2909	0.9972	0.7292	0.1950	0.9595	0.0359	0.8652	0.1583	0.7955	0.1731	0.7484	0.1790
COG2910	0.0000	0.0031	0.0052	0.0057	0.0080	0.0026	0.0035	0.0019	0.0027	0.0026	0.0036
COG2911	1.0000	0.9704	0.0256	0.9970	0.0039	0.9895	0.0064	0.9858	0.0078	0.9892	0.0065
COG2912	0.0879	0.0400	0.0498	0.2654	0.2294	0.1403	0.1478	0.1062	0.1385	0.0100	0.0132
COG2913	0.0000	0.0065	0.0136	0.0060	0.0160	0.0064	0.0143	0.0047	0.0111	0.0052	0.0124
COG2914	0.0000	0.0003	0.0006	0.0010	0.0021	0.0007	0.0015	0.0005	0.0011	0.0004	0.0010
COG2915	0.0000	0.0001	0.0002	0.0001	0.0002	0.0001	0.0002	0.0001	0.0002	0.0001	0.0002
COG2916	0.0000	0.0051	0.0081	0.0197	0.0364	0.0067	0.0108	0.0041	0.0063	0.0042	0.0066
COG2917	0.0000	0.0008	0.0017	0.0028	0.0070	0.0009	0.0018	0.0005	0.0010	0.0005	0.0011
COG2918	0.0000	0.0003	0.0006	0.0008	0.0014	0.0004	0.0007	0.0005	0.0009	0.0004	0.0010
COG2919	1.0000	0.4477	0.3134	0.6953	0.2339	0.6054	0.3021	0.5629	0.3238	0.5036	0.3228
COG2920	0.0000	0.4406	0.2253	0.4821	0.2264	0.4508	0.2218	0.4481	0.1873	0.4643	0.1921
COG2921	0.0000	0.0034	0.0088	0.0052	0.0128	0.0021	0.0055	0.0020	0.0053	0.0029	0.0078
COG2922	0.0000	0.3218	0.2367	0.2945	0.2917	0.3619	0.1974	0.3536	0.1973	0.3361	0.1915
COG2923	0.0000	0.1815	0.2139	0.2168	0.2520	0.2966	0.2728	0.3112	0.2444	0.2199	0.2173
COG2924	0.0000	0.0011	0.0011	0.0045	0.0069	0.0008	0.0006	0.0008	0.0005	0.0007	0.0006
COG2925	0.0000	0.0007	0.0022	0.0037	0.0117	0.0007	0.0020	0.0004	0.0012	0.0005	0.0015
COG2926	0.0000	0.0006	0.0006	0.0036	0.0036	0.0008	0.0009	0.0006	0.0009	0.0006	0.0008
COG2927	0.0000	0.0342	0.0873	0.0514	0.1077	0.0290	0.0726	0.0270	0.0728	0.0299	0.0803
COG2928	0.9999	0.9728	0.0227	0.9965	0.0025	0.9735	0.0256	0.9643	0.0291	0.9764	0.0221
COG2929	0.9998	0.9825	0.0129	0.9923	0.0139	0.9831	0.0114	0.9798	0.0115	0.9740	0.0140
COG2930	0.0338	0.3576	0.2184	0.5721	0.1948	0.5985	0.2243	0.1679	0.1515	0.1731	0.1639
COG2931	0.0000	0.7935	0.1608	0.9957	0.0052	0.8258	0.1807	0.7610	0.2280	0.7079	0.2490
COG2932	0.5007	0.0093	0.0163	0.0280	0.0763	0.0160	0.0383	0.0175	0.0355	0.0191	0.0300
COG2933	0.0010	0.1118	0.1777	0.5068	0.2515	0.0528	0.0775	0.0385	0.0685	0.0434	0.0772
COG2935	0.0000	0.0392	0.1008	0.0751	0.1492	0.0416	0.1106	0.0186	0.0506	0.0217	0.0543
COG2936	0.0411	0.2374	0.1865	0.8388	0.1166	0.5726	0.2010	0.3771	0.2272	0.0518	0.1066
COG2937	0.0014	0.0946	0.0657	0.5720	0.1982	0.0314	0.0278	0.0240	0.0138	0.0226	0.0161
COG2938	0.0000	0.0301	0.0804	0.0569	0.1459	0.0335	0.0906	0.0241	0.0637	0.0244	0.0636
COG2939	0.0000	0.0062	0.0062	0.0415	0.0438	0.0170	0.0221	0.0119	0.0127	0.0098	0.0090
COG2940	0.2678	0.0654	0.0578	0.2393	0.1983	0.1736	0.1833	0.1611	0.1378	0.1861	0.1320
COG2941	0.0000	0.0295	0.0729	0.0492	0.1072	0.0239	0.0559	0.0235	0.0586	0.0229	0.0583
COG2942	0.2732	0.1817	0.2514	0.5752	0.2312	0.5028	0.2916	0.4144	0.2610	0.3423	0.2679
COG2943	0.0000	0.0070	0.0126	0.0152	0.0211	0.0120	0.0191	0.0102	0.0176	0.0095	0.0164
COG2944	0.2708	0.4852	0.1851	0.7660	0.1217	0.7074	0.1460	0.6924	0.1518	0.6732	0.1672
COG2945	0.0000	0.0179	0.0314	0.0204	0.0295	0.0146	0.0238	0.0136	0.0256	0.0149	0.0306
COG2946	0.0000	0.0068	0.0027	0.0194	0.0147	0.0092	0.0046	0.0076	0.0034	0.0064	0.0031
COG2947	0.7978	0.0462	0.0323	0.1646	0.1085	0.1260	0.1130	0.0899	0.0473	0.0934	0.0678
COG2948	0.0000	0.0055	0.0110	0.0186	0.0495	0.0058	0.0110	0.0034	0.0051	0.0045	0.0063
COG2949	0.0056	0.0384	0.0271	0.3737	0.2497	0.0249	0.0265	0.0083	0.0081	0.0052	0.0061
COG2951	0.0357	0.0223	0.0590	0.0675	0.1841	0.0679	0.1799	0.0025	0.0070	0.0034	0.0091
COG2952	0.0034	0.3242	0.1857	0.4911	0.2345	0.0633	0.0596	0.0609	0.0595	0.0906	0.0771
COG2954	0.0253	0.0069	0.0094	0.0370	0.0393	0.0563	0.0595	0.0014	0.0015	0.0020	0.0016
COG2956	0.9401	0.2044	0.2286	0.1507	0.1047	0.0923	0.1031	0.1107	0.1166	0.2641	0.2190
COG2957	0.9984	0.2196	0.1551	0.3319	0.2177	0.1829	0.2140	0.1625	0.1393	0.2963	0.1752
COG2958	0.0000	0.0315	0.0185	0.0886	0.0469	0.0358	0.0192	0.0279	0.0143	0.0279	0.0151
COG2959	0.0000	0.0008	0.0019	0.0009	0.0017	0.0013	0.0027	0.0017	0.0041	0.0021	0.0057
COG2960	0.0000	0.0017	0.0041	0.0028	0.0074	0.0027	0.0072	0.0022	0.0058	0.0021	0.0053
COG2961	0.0000	0.0032	0.0084	0.0023	0.0041	0.0034	0.0086	0.0041	0.0111	0.0055	0.0153
COG2962	0.0000	0.0011	0.0011	0.0017	0.0027	0.0026	0.0036	0.0027	0.0023	0.0037	0.0028
COG2963	1.0000	0.5050	0.2552	0.8999	0.1832	0.6532	0.2951	0.6193	0.2532	0.5328	0.2369
COG2964	0.0000	0.0098	0.0053	0.0263	0.0187	0.0259	0.0167	0.0139	0.0077	0.0192	0.0114
COG2965	0.0000	0.0020	0.0041	0.0066	0.0115	0.0032	0.0057	0.0023	0.0045	0.0018	0.0036
COG2966	0.0015	0.0024	0.0039	0.0743	0.1354	0.0116	0.0347	0.0025	0.0060	0.0009	0.0016
COG2967	0.0000	0.0002	0.0004	0.0002	0.0004	0.0004	0.0008	0.0001	0.0003	0.0001	0.0003
COG2968	0.3266	0.1892	0.1503	0.3953	0.3036	0.4490	0.2556	0.4391	0.2583	0.3817	0.2513
COG2969	0.0000	0.0106	0.0192	0.0173	0.0296	0.0090	0.0163	0.0071	0.0125	0.0082	0.0147
COG2971	0.8803	0.7012	0.2279	0.8948	0.1997	0.8460	0.1334	0.7040	0.1963	0.5537	0.2708
COG2972	1.0000	0.4562	0.2886	0.8149	0.2175	0.5187	0.2854	0.3009	0.3006	0.3590	0.2899
COG2973	0.0000	0.0052	0.0060	0.0252	0.0345	0.0056	0.0067	0.0047	0.0049	0.0040	0.0040
COG2974	0.0000	0.0105	0.0227	0.0328	0.0337	0.0083	0.0198	0.0064	0.0135	0.0084	0.0152
COG2975	0.0000	0.0087	0.0203	0.0207	0.0325	0.0089	0.0204	0.0043	0.0085	0.0045	0.0090
COG2976	0.0914	0.0176	0.0276	0.0147	0.0290	0.0678	0.1265	0.0986	0.1558	0.0094	0.0105
COG2977	0.0000	0.0150	0.0176	0.0803	0.0674	0.0256	0.0417	0.0157	0.0201	0.0156	0.0202
COG2978	0.0010	0.0543	0.1182	0.4255	0.2483	0.0306	0.0785	0.0192	0.0433	0.0220	0.0509
COG2979	0.0000	0.0192	0.0280	0.1052	0.1108	0.0217	0.0334	0.0180	0.0253	0.0175	0.0245
COG2980	0.8709	0.3367	0.2921	0.3412	0.2896	0.1924	0.2361	0.2334	0.2203	0.3135	0.2371
COG2981	0.0000	0.0690	0.1742	0.1334	0.1925	0.0635	0.1421	0.0452	0.1215	0.0607	0.1664
COG2982	0.9999	0.1945	0.2734	0.1882	0.3029	0.1363	0.2473	0.1199	0.2252	0.1636	0.2232
COG2983	0.0000	0.0058	0.0097	0.0212	0.0543	0.0042	0.0065	0.0033	0.0061	0.0045	0.0081
COG2984	1.0000	0.9268	0.0709	0.9684	0.0594	0.9358	0.0996	0.8843	0.1174	0.9153	0.0865
COG2985	0.0015	0.1442	0.2049	0.4858	0.2589	0.0529	0.0573	0.0359	0.0508	0.0426	0.0676
COG2986	1.0000	0.8593	0.1185	0.9839	0.0225	0.9400	0.0581	0.9236	0.0689	0.9263	0.0614
COG2987	0.9904	0.8712	0.1654	0.9850	0.0136	0.9555	0.0570	0.9481	0.0712	0.9606	0.0460
COG2988	0.0000	0.0008	0.0015	0.0032	0.0044	0.0010	0.0018	0.0004	0.0007	0.0006	0.0011
COG2989	0.0000	0.0100	0.0228	0.0411	0.1006	0.0167	0.0376	0.0050	0.0104	0.0043	0.0093
COG2990	0.0000	0.0010	0.0013	0.0016	0.0015	0.0012	0.0015	0.0008	0.0011	0.0009	0.0012
COG2991	0.0000	0.0010	0.0023	0.0057	0.0100	0.0007	0.0016	0.0005	0.0011	0.0005	0.0010
COG2992	0.0012	0.0435	0.0473	0.1505	0.2381	0.0119	0.0145	0.0064	0.0095	0.0107	0.0152
COG2993	0.0094	0.0066	0.0064	0.0590	0.0506	0.0042	0.0046	0.0016	0.0016	0.0022	0.0022
COG2994	0.0000	0.0062	0.0084	0.0162	0.0221	0.0096	0.0145	0.0051	0.0069	0.0054	0.0070
COG2995	0.0011	0.0146	0.0290	0.0457	0.0876	0.0027	0.0048	0.0015	0.0027	0.0022	0.0035
COG2996	0.0248	0.0510	0.1269	0.4515	0.3180	0.1042	0.2768	0.0070	0.0176	0.0077	0.0172
COG2998	0.9999	0.9957	0.0043	0.9998	0.0003	0.9984	0.0017	0.9958	0.0032	0.9944	0.0049
COG2999	0.0000	0.0009	0.0013	0.0051	0.0071	0.0008	0.0012	0.0006	0.0009	0.0006	0.0008
COG3000	0.6753	0.2303	0.1844	0.2718	0.2483	0.2966	0.2518	0.1861	0.1824	0.2303	0.1952
COG3001	0.0187	0.0129	0.0176	0.2471	0.2432	0.1322	0.2699	0.0068	0.0116	0.0048	0.0063
COG3002	0.0000	0.0039	0.0056	0.0245	0.0347	0.0055	0.0058	0.0030	0.0035	0.0021	0.0030
