COG_ID	input_prob	input_present	candidate	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus	anchor_support
COG1546	1	1	1	0.00434753	0.00593502	0.00165399	0.00339113	0.000890082	0.00229942	0.00269354	0.00345745	-6.85082	0.0906241	0.015625	0.00812475
COG1547	0.9529	1	1	0.641498	0.24651	0.415778	0.211373	0.228351	0.155428	0.22572	0.413146	0.728494	0.619733	0.659375	0.000490665
COG1550	0.9998	1	1	0.999942	0.00013275	0.999819	0.0003416	0.999577	0.000756191	0.000122905	0.000364602	9.15113	0.993982	1	0.945019
COG1551	1	1	1	0.997966	0.00298422	0.992305	0.0126557	0.977439	0.0312382	0.00566101	0.0205269	4.73919	0.957846	0.99375	0.993231
COG1553	0.9997	1	1	0.959835	0.0231706	0.878837	0.0790691	0.728133	0.174791	0.0809979	0.231702	2.65331	0.760253	0.85	0.0274462
COG1554	0.1648	1	1	0.518918	0.241975	0.489732	0.23831	0.31129	0.182697	0.0291856	0.207627	0.434223	0.858754	0.959375	0.0137705
COG1555	1	1	1	0.986839	0.0171848	0.978104	0.0316773	0.960806	0.069306	0.008735	0.0260327	2.82565	0.99749	1	0.846808
COG1556	0.4567	1	1	0.147061	0.114933	0.0850453	0.0712416	0.0309925	0.0343517	0.0620161	0.116069	-2.03087	0.778267	0.853125	0.000709435
COG1558	1	1	1	0.999892	0.000128379	0.999599	0.000647842	0.998924	0.00181119	0.000293076	0.000968039	7.33708	0.996471	1	0.992158
COG1559	1	1	1	0.999243	0.000607031	0.998409	0.00132898	0.996244	0.00353764	0.000833452	0.00299847	4.31811	0.999136	1	0.862889
COG1560	1	1	1	0.778981	0.212146	0.712837	0.280582	0.622458	0.307315	0.0661439	0.156523	0.54297	0.964702	0.990625	0.120984
COG1561	1	1	1	0.98832	0.0173568	0.981665	0.0287473	0.966737	0.0523427	0.00665474	0.0215821	3.16914	0.991254	1	0.734339
COG1562	0.998	1	1	0.0813321	0.192055	0.0316556	0.0773094	0.00836036	0.0179285	0.0496765	0.0729717	-4.38071	0.52321	0.503125	0.00171741
COG1563	0.261	1	1	0.968757	0.0311758	0.952361	0.0414373	0.818363	0.0925118	0.016396	0.150394	4.02625	0.578032	0.63125	0.0543579
COG1564	0.9233	1	1	0.814507	0.197681	0.649094	0.21975	0.448066	0.260913	0.165414	0.366441	0.574296	0.583715	0.609375	0.019035
COG1565	0.0036	1	1	0.0498901	0.10684	0.0497226	0.106476	0.0172301	0.032487	0.000167489	0.03266	-3.32079	0.0967387	0.034375	0.00645347
COG1566	0.9995	1	1	0.501911	0.241512	0.327289	0.233641	0.193401	0.170564	0.174622	0.30851	-0.869422	0.924366	0.975	0.00926734
COG1567	0.0186	1	1	0.986421	0.0262781	0.986037	0.0271714	0.955855	0.0939261	0.000384331	0.0305659	6.57989	0.515556	0.525	0.0113656
COG1568	0.0011	1	1	0.743608	0.18129	0.743386	0.181406	0.535792	0.233971	0.000221908	0.207815	3.81658	0.0922866	0.003125	0.0218811
COG1569	0.9993	1	1	0.978793	0.00866216	0.937527	0.0299693	0.854019	0.0790819	0.0412661	0.124774	2.95251	0.929648	0.996875	0.00624465
COG1570	1	1	1	0.938183	0.0807441	0.915058	0.0991277	0.855039	0.158815	0.0231248	0.0831438	0.145109	0.991395	1	0.0793134
COG1572	1	1	1	0.946186	0.106652	0.91124	0.121154	0.847528	0.175715	0.0349453	0.0986579	2.82237	0.993938	1	0.00867855
COG1573	1	1	1	0.987707	0.0160622	0.96937	0.0221466	0.942175	0.0389448	0.0183372	0.0455327	1.74213	0.994473	1	0.995232
COG1574	0.9998	1	1	0.936984	0.126811	0.906119	0.13361	0.848881	0.155957	0.0308649	0.0881033	1.9473	0.97827	1	0.0176405
COG1575	0.9978	1	1	0.159782	0.183957	0.0620622	0.0850201	0.0257222	0.0365592	0.0977194	0.134059	-2.72934	0.654763	0.69375	0.0167199
COG1576	0.9995	1	1	0.0893195	0.0877318	0.0261682	0.0166207	0.00857303	0.00513305	0.0631513	0.0807465	-5.43199	0.771806	0.828125	0.00248716
COG1577	0.0032	1	1	0.623963	0.322908	0.623245	0.322752	0.344962	0.256728	0.000718832	0.279001	1.35661	0.727553	0.8	0.00207496
COG1578	0.9999	1	1	0.98127	0.0315736	0.956393	0.0480225	0.890573	0.0954839	0.0248776	0.0906969	4.35463	0.760434	0.815625	0.987695
COG1579	1	1	1	0.995039	0.00767184	0.986014	0.0167414	0.970768	0.0362859	0.00902462	0.0242702	4.28932	0.975861	1	0.157037
COG1580	0.9999	1	1	0.997747	0.0029233	0.994593	0.00608774	0.990595	0.0121507	0.00315374	0.00715172	5.49269	0.965895	1	0.897624
COG1582	1	1	1	0.998617	0.00274172	0.993242	0.0154279	0.976785	0.0427923	0.00537503	0.0218317	5.73988	0.834878	0.90625	0.991651
COG1583	0.1811	1	1	0.964057	0.0568068	0.955937	0.0702243	0.879723	0.170207	0.00812012	0.0843344	5.13589	0.490631	0.48125	0.0664098
COG1584	0.0145	1	1	0.142845	0.0789498	0.140585	0.0777104	0.0474314	0.0301739	0.00225975	0.0954136	-0.682819	0.332876	0.221875	0.0228348
COG1585	1	1	1	0.2654	0.280951	0.161122	0.257968	0.0975688	0.208427	0.104278	0.167832	-2.16231	0.839701	0.93125	0.0131864
COG1586	1	1	1	0.99973	0.000455151	0.999227	0.000768771	0.996995	0.00336541	0.00050354	0.00273561	6.92027	0.930256	0.984375	0.988065
COG1587	1	1	1	0.00909422	0.0184467	0.00250984	0.00522794	0.00101725	0.00258983	0.00658438	0.00807696	-6.52262	0.131362	0.0875	0.00225179
COG1589	1	1	1	0.965214	0.0328271	0.919743	0.0762798	0.828505	0.169163	0.0454705	0.136709	0.369575	0.990247	1	0.0179622
COG1592	1	1	1	0.997918	0.00262855	0.993289	0.00585408	0.97591	0.0188063	0.00462961	0.022009	3.9508	0.970469	1	0.991363
COG1593	0.9993	1	1	0.981897	0.0171287	0.927327	0.0669399	0.833399	0.18942	0.0545701	0.148498	2.24789	0.974253	0.99375	0.582673
COG1594	0.0012	1	1	0.0428578	0.055139	0.0427888	0.0550547	0.010907	0.0120417	6.9052e-05	0.0319508	-2.33638	0.0928634	0.00625	0.00258941
COG1596	1	1	1	0.942094	0.0611397	0.882307	0.13628	0.801995	0.217605	0.0597863	0.140099	2.02031	0.986689	1	0.00608073
COG1597	1	1	1	0.89463	0.0830425	0.830502	0.12059	0.715316	0.200055	0.0641283	0.179315	0.383841	0.986733	1	0.0226078
COG1598	1	1	1	0.999846	0.000138377	0.999517	0.000436972	0.998447	0.00131235	0.000329375	0.00139916	7.1763	0.990743	1	0.034825
COG1600	1	1	1	0.961012	0.0449644	0.946697	0.0520961	0.906371	0.104737	0.014315	0.0546408	2.21714	0.990967	1	0.0237094
COG1605	1	1	1	0.147306	0.260766	0.0864904	0.181495	0.0357479	0.073654	0.0608153	0.111558	-2.52105	0.484527	0.490625	0.0014679
COG1606	1	1	1	0.999248	0.00147505	0.997748	0.00335587	0.995199	0.00400219	0.00150067	0.00404966	6.4719	0.990704	1	0.996683
COG1607	0.9998	1	1	0.314765	0.255748	0.200828	0.263813	0.139095	0.253822	0.113938	0.175671	-1.51793	0.933517	0.990625	0.000855955
COG1609	1	1	1	0.644274	0.262959	0.511723	0.289264	0.378089	0.295596	0.132551	0.266185	-1.02838	0.999152	1	0.905701
COG1610	0.9998	1	1	0.716023	0.244303	0.621565	0.293746	0.510398	0.310787	0.0944577	0.205625	-0.344187	0.961779	0.99375	0.0102698
COG1611	1	1	1	0.630597	0.186557	0.493669	0.20466	0.347852	0.221898	0.136928	0.282745	-1.46207	0.987666	1	0.182836
COG1612	0.9955	1	1	0.000108042	0.000150538	4.84109e-05	5.39308e-05	2.45035e-05	2.48622e-05	5.96315e-05	8.35389e-05	-10.4388	0.167986	0.090625	0.000159568
COG1614	0.147	1	1	0.987959	0.00950971	0.984574	0.0119585	0.918151	0.0536886	0.00338477	0.0698087	5.23641	0.426943	0.390625	0.196611
COG1615	0.1727	1	1	0.982142	0.0259952	0.97844	0.0292827	0.938008	0.0768877	0.00370145	0.0441333	4.14931	0.87941	0.9625	0.0190902
COG1618	0.9196	1	1	0.979856	0.0189725	0.944626	0.0450368	0.861246	0.0882235	0.03523	0.118611	4.03564	0.614053	0.6	0.120092
COG1619	0.9777	1	1	0.16964	0.280128	0.123744	0.288855	0.104841	0.283463	0.0458958	0.0647992	-1.41897	0.855996	0.946875	0.00218529
COG1620	0.0466	1	1	0.155022	0.09061	0.148189	0.0869537	0.0535382	0.0292735	0.00683312	0.101484	-1.50305	0.713012	0.8375	0.0114494
COG1621	0.9519	1	1	0.654987	0.287653	0.509775	0.289133	0.346856	0.259559	0.145211	0.30813	0.198755	0.872231	0.975	0.00404582
COG1622	0.9995	1	1	0.0510269	0.0588399	0.0189713	0.0209579	0.00657059	0.00630538	0.0320556	0.0444563	-5.12453	0.889018	0.946875	0.00290665
COG1623	0.3598	1	1	0.896785	0.1437	0.861873	0.167137	0.704749	0.237074	0.0349118	0.192036	2.82132	0.518703	0.540625	0.502832
COG1624	1	1	1	0.99848	0.00332577	0.997022	0.00672688	0.994559	0.0142407	0.00145805	0.00392044	5.57753	0.983003	0.996875	0.983137
COG1625	0.9918	1	1	0.943158	0.097193	0.880901	0.175124	0.769011	0.253683	0.0622569	0.174147	2.74116	0.59028	0.609375	0.0165303
COG1626	0.0355	1	1	0.288121	0.181642	0.281071	0.179415	0.122758	0.0907209	0.00704956	0.165364	0.0296132	0.489108	0.4875	0.00294842
COG1630	0.0149	1	1	0.694147	0.248469	0.69145	0.248838	0.468018	0.240991	0.00269675	0.226129	2.86778	0.154266	0.028125	0.00457304
COG1633	1	1	1	0.999651	0.000603643	0.999389	0.000826361	0.999313	0.000671838	0.000261486	0.000338256	7.60078	0.996538	1	0.960969
COG1635	0.949	1	1	0.894226	0.154308	0.775067	0.165109	0.538276	0.166078	0.119159	0.355949	3.3006	0.0944231	0.021875	0.0904489
COG1636	1	1	1	0.666579	0.315299	0.510557	0.29919	0.340022	0.270296	0.156022	0.326557	0.274747	0.0999313	0.025	0.460755
COG1637	0.0093	1	1	0.32176	0.171789	0.319668	0.171005	0.140287	0.0808119	0.00209191	0.181472	-0.421534	0.42359	0.3625	0.00500927
COG1638	0.9993	1	1	0.9669	0.0325917	0.914848	0.061862	0.885466	0.104238	0.0520515	0.0814337	2.7107	0.990062	1	0.550592
COG1639	1	1	1	0.996517	0.00521263	0.990448	0.0119562	0.979026	0.0162693	0.00606936	0.0174904	5.28283	0.950578	0.99375	0.99651
COG1640	1	1	1	0.5482	0.284595	0.374546	0.250524	0.204335	0.149785	0.173654	0.343865	-1.12354	0.750508	0.821875	0.00966376
COG1641	1	1	1	0.999362	0.00145061	0.997541	0.00487983	0.995972	0.00626377	0.00182116	0.00338936	6.60626	0.99253	1	0.99105
COG1643	0.0247	1	1	0.0122537	0.0285198	0.0118042	0.0273767	0.0027628	0.00504587	0.000449508	0.00949093	-5.56686	0.632711	0.6625	0.000200444
COG1647	0.9991	1	1	0.542801	0.215562	0.338682	0.202256	0.171087	0.145634	0.204119	0.371715	-0.273204	0.819566	0.8875	0.0283761
COG1648	1	1	1	0.973737	0.0386781	0.9136	0.103878	0.806686	0.173595	0.0601373	0.167051	2.956	0.855299	0.928125	0.74903
COG1649	0.9999	1	1	0.924975	0.11608	0.84202	0.183916	0.751764	0.238599	0.0829546	0.173211	2.39353	0.981133	1	0.00286835
COG1651	0.9994	1	1	0.0530348	0.109146	0.0176454	0.0304798	0.00598837	0.00882288	0.0353894	0.0470464	-5.46743	0.754029	0.8	0.00954424
COG1652	1	1	1	0.722996	0.140449	0.581325	0.203072	0.417505	0.23229	0.141671	0.305491	-0.0497176	0.970541	1	0.00798812
COG1653	1	1	1	0.996713	0.00563538	0.991402	0.0121446	0.990669	0.0110318	0.00531083	0.00604427	4.20037	0.999445	1	0.97927
COG1654	0.9998	1	1	0.000889501	0.000869356	0.000574043	0.000559214	0.000354359	0.000352367	0.000315458	0.000535142	2.08643	1.8327e-05	0	3.8743e-08
COG1655	0.9746	1	1	0.984051	0.022283	0.959405	0.0504261	0.897628	0.131553	0.0246458	0.0864234	4.87677	0.543435	0.528125	0.0571686
COG1656	0.9997	1	1	0.998188	0.00201257	0.993393	0.00779049	0.976629	0.0257824	0.00479507	0.0215597	5.68056	0.929807	0.99375	0.950806
COG1657	1	1	1	0.931965	0.109884	0.868813	0.195149	0.807603	0.248184	0.0631521	0.124362	2.27543	0.963155	1	0.00527558
COG1658	0.0012	1	1	0.0674107	0.112052	0.0673532	0.111994	0.0270772	0.0537717	5.75185e-05	0.0403335	-1.87395	0.0182807	0	0.00219785
COG1659	0.0051	1	1	0.829345	0.130246	0.8287	0.130506	0.672563	0.174677	0.000644684	0.156782	3.60978	0.690203	0.809375	0.00875254
COG1660	0.9999	1	1	0.97861	0.0464524	0.970947	0.0522319	0.973067	0.040231	0.00766295	0.00554359	3.30216	0.979204	1	0.889466
COG1661	0.9983	1	1	0.840089	0.116648	0.685055	0.160008	0.477208	0.19504	0.155034	0.362881	1.70333	0.785938	0.8875	0.0331133
COG1663	0.9995	1	1	0.333939	0.341082	0.258985	0.287022	0.174837	0.21456	0.0749541	0.159102	-1.15819	0.768984	0.81875	0.00933149
COG1664	1	1	1	0.994452	0.00924137	0.990124	0.0115132	0.986081	0.0161635	0.00432831	0.00837183	4.66719	0.993401	1	0.0153523
COG1666	0.9998	1	1	0.256794	0.161327	0.139898	0.102311	0.0784071	0.0790739	0.116896	0.178387	-1.90259	0.655068	0.69375	0.0033873
COG1668	0.9873	1	1	0.385012	0.24345	0.219281	0.252641	0.136866	0.22477	0.165731	0.248146	-1.3266	0.86281	0.946875	0.0128752
COG1669	1	1	1	0.99999	1.21222e-05	0.999962	6.73289e-05	0.99986	0.000283852	2.79546e-05	0.000129521	9.66608	0.998147	1	0.02848
COG1670	1	1	1	0.585067	0.306053	0.438916	0.294861	0.298448	0.28541	0.146151	0.286619	-2.00966	0.997618	1	0.0334671
COG1671	0.9922	1	1	0.827999	0.118129	0.660755	0.199733	0.484788	0.221452	0.167243	0.343211	0.758463	0.964016	0.996875	0.00121828
COG1672	1	1	1	0.960671	0.034697	0.904064	0.0878932	0.815436	0.168182	0.0566072	0.145235	2.05599	0.986797	1	0.00993897
COG1674	1	1	1	0.831747	0.228777	0.762359	0.244566	0.642319	0.305484	0.0693879	0.189428	-1.69233	0.994195	1	0.889129
COG1677	1	1	1	0.999602	0.000518383	0.999128	0.00118207	0.998272	0.00292682	0.000474453	0.00133049	6.88209	0.995815	1	0.968589
COG1678	0.6584	1	1	0.02162	0.0478273	0.0106492	0.0209513	0.00459313	0.00985166	0.0109708	0.0170269	-4.93634	0.182774	0.1	0.000373116
COG1680	1	1	1	0.841218	0.20889	0.777859	0.249291	0.687092	0.277051	0.0633584	0.154126	0.232883	0.999725	1	0.010023
COG1682	1	1	1	0.284288	0.205225	0.114117	0.090194	0.04022	0.0281258	0.170172	0.244068	-3.23974	0.87987	0.953125	0.00554535
COG1683	0.9999	1	1	0.980724	0.013249	0.952196	0.0165991	0.908619	0.0277594	0.0285281	0.0721046	3.56243	0.859678	0.95625	0.0246237
COG1684	1	1	1	0.999699	0.000334623	0.999239	0.000791664	0.998023	0.00195314	0.000460267	0.00167608	6.71401	0.990567	1	0.997849
COG1686	0.9982	1	1	0.109134	0.28015	0.0815162	0.227539	0.0376824	0.106482	0.0276174	0.0714512	-4.21152	0.58163	0.6125	0.00850528
COG1688	0.5377	1	1	0.966178	0.0636997	0.945588	0.0934149	0.889312	0.176398	0.0205904	0.0768664	5.43774	0.501932	0.5	0.678795
COG1690	1	1	1	0.999813	0.000205803	0.999381	0.00045426	0.997848	0.00132512	0.000432551	0.00196493	6.86529	0.99804	1	0.989997
COG1691	1	1	1	0.998786	0.00257397	0.996211	0.00651421	0.993008	0.00786088	0.00257528	0.00577784	6.07833	0.988491	1	0.996607
COG1692	1	1	1	0.998239	0.0016997	0.990884	0.0123286	0.969964	0.0369218	0.00735474	0.0282748	3.9435	0.876983	0.921875	0.986409
COG1694	1	1	1	0.999116	0.00176855	0.997321	0.00535991	0.993009	0.0155605	0.00179529	0.00610703	3.81888	0.999641	1	0.988107
COG1695	1	1	1	0.689273	0.15423	0.524848	0.183036	0.343238	0.178637	0.164425	0.346035	-0.811229	0.985603	1	0.0448413
COG1696	0.998	1	1	0.173988	0.27039	0.107026	0.231536	0.0510626	0.120344	0.0669622	0.122925	-2.34608	0.767362	0.85	0.00338667
COG1697	0.0076	1	1	0.115512	0.0651995	0.114378	0.0645318	0.0298344	0.0146833	0.00113406	0.085678	-1.04416	0.115766	0.003125	0.00218069
COG1699	1	1	1	0.99982	0.000200996	0.999239	0.00100947	0.996607	0.00537994	0.000580966	0.00321263	7.27005	0.946122	0.996875	0.993807
COG1702	0.9998	1	1	0.981023	0.0195318	0.968983	0.0330648	0.938428	0.0618665	0.0120401	0.0425946	1.71959	0.937873	0.990625	0.960294
COG1703	1	1	1	0.943053	0.0628605	0.836342	0.126718	0.762845	0.17088	0.106711	0.180208	1.84258	0.986218	1	0.827498
COG1704	1	1	1	0.910904	0.137247	0.782226	0.218564	0.654273	0.238918	0.128678	0.256632	0.352088	0.911515	0.975	0.947672
COG1705	0.9713	1	1	0.177836	0.239933	0.0863562	0.166407	0.0279451	0.0524441	0.09148	0.149891	-2.04083	0.482147	0.459375	0.00468335
COG1706	1	1	1	0.999279	0.000813845	0.997635	0.00244241	0.991397	0.00844675	0.00164467	0.00788182	5.72137	0.924424	0.978125	0.997213
COG1708	1	1	1	0.99999	1.0943e-05	0.999973	2.9759e-05	0.999914	9.35345e-05	1.7345e-05	7.56383e-05	9.75744	0.999269	1	0.0517084
COG1712	0.0029	1	1	0.0323681	0.023129	0.0322498	0.0230634	0.00993569	0.00884398	0.000118218	0.0224324	-2.80925	0.0585909	0	0.00283705
COG1713	1	1	1	0.914081	0.142371	0.833805	0.212307	0.702985	0.244091	0.080276	0.211096	2.21789	0.665644	0.709375	0.0689295
COG1714	1	1	1	0.416772	0.271815	0.270234	0.27067	0.175578	0.268155	0.146538	0.241194	-1.45582	0.935845	1	0.00233296
COG1715	0.9997	1	1	0.642832	0.156049	0.416495	0.181534	0.226503	0.165337	0.226337	0.416329	0.359735	0.804619	0.953125	0.00559504
COG1716	1	1	1	0.929915	0.143422	0.904516	0.144824	0.889577	0.133428	0.0253986	0.0403379	1.96053	0.998294	1	0.038719
COG1720	0.9996	1	1	0.807526	0.106601	0.63426	0.149937	0.424792	0.162187	0.173266	0.382734	0.651272	0.868219	0.9625	0.0180029
COG1721	1	1	1	0.982543	0.0254799	0.975099	0.0327887	0.9636	0.0553982	0.00744343	0.0189424	2.75336	0.999261	1	0.0440615
COG1722	1	1	1	0.748415	0.19144	0.624727	0.222974	0.460745	0.250744	0.123688	0.28767	-1.32271	0.973368	1	0.0117465
COG1723	0.0045	1	1	0.926883	0.0887901	0.926561	0.0891398	0.819342	0.171812	0.000322521	0.107541	4.1316	0.775931	0.9125	0.0117592
COG1724	1	1	1	0.996724	0.00159722	0.989897	0.00532181	0.967356	0.0205689	0.00682735	0.0293687	4.87739	0.924692	1	0.0214214
COG1725	0.9974	1	1	0.437319	0.288123	0.270175	0.273364	0.16807	0.255041	0.167144	0.26925	-1.19041	0.882851	0.975	0.0114992
COG1728	0.9971	1	1	0.992725	0.00747351	0.977437	0.0211399	0.932944	0.0639766	0.0152875	0.059781	5.16183	0.543206	0.55	0.0923081
COG1729	1	1	1	0.77831	0.191318	0.636975	0.26898	0.516161	0.303398	0.141334	0.262149	0.374811	0.93628	0.99375	0.0263917
COG1732	0.1432	1	1	0.232423	0.111567	0.200396	0.098007	0.0668152	0.0333615	0.0320277	0.165608	-1.13428	0.547194	0.5875	0.00753349
COG1733	0.8051	1	1	0.00653976	0.00943485	0.00212054	0.0024142	0.000589919	0.00047128	0.00441922	0.00594984	-7.34518	0.810352	0.921875	0.00331035
COG1734	0.9991	1	1	0.984851	0.0365609	0.974001	0.0586079	0.955585	0.101216	0.0108495	0.0292659	2.67235	0.997174	1	0.794572
COG1735	0.0196	1	1	0.565323	0.25525	0.561101	0.254871	0.342902	0.197904	0.00422251	0.222422	1.36984	0.684831	0.8	0.00370683
COG1737	0.5635	1	1	0.191581	0.2514	0.140458	0.234772	0.077354	0.16332	0.0511225	0.114227	-2.13265	0.921231	1	0.0138857
COG1738	0.9944	1	1	0.0802484	0.110146	0.0227156	0.0267666	0.00705411	0.00863811	0.0575328	0.0731943	-4.26669	0.547212	0.571875	0.0124248
COG1739	0.9929	1	1	0.106528	0.202634	0.0371668	0.0748904	0.00841342	0.0134979	0.0693611	0.0981145	-4.66572	0.641488	0.66875	0.00653751
COG1740	0.5073	1	1	0.858948	0.0978704	0.763635	0.157729	0.576377	0.255045	0.0953121	0.28257	2.23999	0.765888	0.85625	0.0580244
COG1741	0.9997	1	1	0.226069	0.284657	0.123594	0.173726	0.0489562	0.0636906	0.102475	0.177113	-2.76664	0.957982	0.996875	0.00234984
COG1743	0.9949	1	1	0.948019	0.0404975	0.883133	0.0844869	0.768832	0.165068	0.0648854	0.179187	3.51043	0.824014	0.925	0.00634438
COG1744	0.9941	1	1	0.961115	0.0670161	0.907354	0.119867	0.858606	0.160133	0.0537611	0.102509	2.00103	0.97521	0.99375	0.97181
COG1747	0.8642	1	1	0.416963	0.222339	0.292582	0.193424	0.154378	0.131857	0.124382	0.262585	2.12489	0.0178522	0	0.00214324
COG1748	0.9997	1	1	0.529316	0.215273	0.349839	0.226767	0.203401	0.166031	0.179477	0.325914	-0.852376	0.829395	0.903125	0.0150249
COG1749	1	1	1	0.999122	0.000514872	0.998344	0.000655646	0.997436	0.00130341	0.000778198	0.00168586	6.5701	0.99098	1	0.98476
COG1751	0.0042	1	1	0.920844	0.0579035	0.92044	0.0582312	0.763962	0.165982	0.000403702	0.156882	4.6958	0.193307	0.046875	0.0588494
COG1752	1	1	1	0.995717	0.00347644	0.993305	0.00645321	0.98819	0.0146426	0.00241238	0.00752717	4.16893	0.998621	1	0.792157
COG1757	0.9971	1	1	0.163992	0.23355	0.0857435	0.163225	0.0330135	0.0572201	0.0782488	0.130979	-2.2915	0.729396	0.771875	0.00603681
COG1758	0.9998	1	1	0.498731	0.334631	0.311186	0.275003	0.194534	0.216553	0.187545	0.304197	-2.57414	0.817095	0.8875	0.157184
COG1760	0.866	1	1	0.109442	0.195434	0.0483201	0.0942865	0.0137821	0.0230525	0.0611219	0.0956599	-3.92804	0.707473	0.740625	0.00485165
COG1762	1	1	1	0.949511	0.0937676	0.937932	0.0875514	0.905144	0.121985	0.0115782	0.0443665	2.42163	0.984093	1	0.759961
COG1763	0.9997	1	1	0.983898	0.00890019	0.950351	0.0284	0.873713	0.0908442	0.0335478	0.110185	3.00748	0.824995	0.9	0.0480308
COG1764	0.6077	1	1	0.108893	0.209272	0.0711278	0.150128	0.0264873	0.0535051	0.0377656	0.0824061	-2.94318	0.786859	0.89375	0.00123945
COG1765	1	1	1	0.99535	0.00423871	0.992411	0.0062802	0.98743	0.0124015	0.00293899	0.00792009	4.63141	0.994111	1	0.694118
COG1766	1	1	1	0.999984	1.36795e-05	0.999959	3.71335e-05	0.999868	0.000142534	2.47955e-05	0.000115931	9.40205	0.997308	1	0.998053
COG1770	0.0013	1	1	0.0138015	0.0369874	0.0137763	0.0369183	0.00317072	0.00792285	2.5264e-05	0.0106308	-4.52508	0.142583	0.034375	0.00224994
COG1773	1	1	1	0.989452	0.00756305	0.969422	0.0191131	0.934542	0.0417368	0.0200302	0.0549098	3.22718	0.897659	0.95625	0.992728
COG1774	1	1	1	0.999645	0.000857535	0.999205	0.00165198	0.998832	0.00232124	0.000439465	0.000812709	7.27708	0.984574	1	0.993712
COG1775	1	1	1	0.959898	0.0886858	0.915646	0.124246	0.848473	0.145976	0.0442523	0.111425	3.66155	0.932588	1	0.0488567
COG1776	1	1	1	0.999434	0.000918559	0.998525	0.00151981	0.995709	0.00377004	0.000908852	0.00372428	6.92849	0.970097	1	0.997412
COG1777	0.0012	1	1	0.0144224	0.0176641	0.0143993	0.0176327	0.00397276	0.00406	2.31294e-05	0.0104497	-1.31381	0.00455895	0	0.000308952
COG1778	0.9999	1	1	0.720302	0.13378	0.518881	0.206903	0.338973	0.221345	0.201421	0.38133	0.304993	0.689406	0.734375	0.0422128
COG1780	0.0012	1	1	1.93506e-05	2.03988e-05	1.93179e-05	2.03646e-05	4.91142e-06	4.64623e-06	3.27818e-08	1.44392e-05	-9.85716	0.000172905	0	3.59178e-05
COG1781	0.0209	1	1	0.00610956	0.0104375	0.0059914	0.0102754	0.00215397	0.00430373	0.00011816	0.00395558	-4.32084	0.00519144	0	0.00844505
COG1784	0.1751	1	1	0.367585	0.233806	0.327437	0.225453	0.139043	0.112094	0.0401483	0.228542	1.626	0.113183	0.00625	0.00287
COG1785	0.9984	1	1	0.766022	0.167338	0.586638	0.193368	0.389663	0.196867	0.179384	0.376359	0.9507	0.924586	0.99375	0.678237
COG1787	0.0016	1	1	0.21546	0.130034	0.215154	0.129866	0.0786559	0.0471063	0.000305966	0.136804	-0.241071	0.181671	0.021875	0.00346008
COG1788	0.9452	1	1	0.343657	0.286185	0.210735	0.238581	0.116576	0.144047	0.132922	0.227081	-1.53528	0.72424	0.778125	0.00210349
COG1792	0.9998	1	1	0.999521	0.000879582	0.997746	0.00448405	0.994751	0.0115244	0.00177526	0.00477028	4.29417	0.996714	1	0.961313
COG1793	0.9989	1	1	0.65733	0.161416	0.46667	0.174451	0.27227	0.153633	0.19066	0.38506	-0.599047	0.800484	0.875	0.038531
COG1794	0.302	1	1	0.307377	0.233247	0.256899	0.229551	0.13394	0.175496	0.0504779	0.173437	-1.11034	0.892134	0.98125	0.023082
COG1796	0.9997	1	1	0.684099	0.156832	0.404768	0.136546	0.160306	0.0615497	0.27933	0.523793	1.87327	0.30673	0.253125	0.00253083
COG1797	0.9922	1	1	0.698072	0.171859	0.531215	0.220571	0.398288	0.234628	0.166858	0.299784	0.501741	0.965926	0.990625	0.0093563
COG1799	0.6913	1	1	0.575159	0.390111	0.518733	0.369693	0.395329	0.340818	0.0564266	0.17983	0.212228	0.0904972	0.053125	0.0264584
COG1801	0.9991	1	1	0.994622	0.00937015	0.991277	0.00863721	0.982766	0.0177165	0.00334501	0.011856	4.82012	0.977104	1	0.927179
COG1802	0.9168	1	1	0.677822	0.223529	0.526876	0.233208	0.350665	0.19485	0.150946	0.327157	-0.615454	0.988364	1	0.545449
COG1803	0.7794	1	1	0.441073	0.218457	0.301378	0.23585	0.177481	0.209356	0.139695	0.263592	-0.432804	0.726911	0.828125	0.0111887
COG1804	1	1	1	0.716804	0.178365	0.549116	0.210583	0.385513	0.229478	0.167689	0.331292	-0.204165	0.922429	0.984375	0.00710608
COG1806	0.3068	1	1	0.40941	0.239798	0.36006	0.233442	0.217282	0.196505	0.0493494	0.192128	-0.525355	0.666651	0.7375	0.0116591
COG1809	0.0012	1	1	0.136663	0.112801	0.136502	0.112742	0.05634	0.0701437	0.000161216	0.0803229	0.369607	0.184483	0.075	0.00113021
COG1811	0.1139	1	1	0.890004	0.151418	0.880985	0.159414	0.776603	0.208926	0.0090186	0.1134	2.80567	0.768297	0.85	0.797701
COG1813	0.1248	1	1	0.268978	0.145987	0.244691	0.137349	0.104189	0.0664407	0.0242875	0.164789	-0.983598	0.645205	0.7375	0.00417272
COG1814	0.9989	1	1	0.385708	0.127531	0.167938	0.0731431	0.0658458	0.0361842	0.217771	0.319862	-1.92543	0.543345	0.55625	0.0237372
