COG_ID	input_prob	input_present	candidate	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus	anchor_support
COG0763	1	1	1	0.992445	0.0118113	0.986736	0.018253	0.977242	0.0357587	0.00570893	0.0152038	4.02445	0.990132	1	0.724014
COG0764	1	1	1	0.999486	0.000860781	0.999115	0.00115703	0.998847	0.00142486	0.000371158	0.00063926	6.05894	0.998457	1	0.974562
COG0765	0.9993	1	1	0.466784	0.253924	0.323644	0.25918	0.209071	0.205938	0.143139	0.257713	-1.73268	0.971584	1	0.0393528
COG0766	1	1	1	0.998354	0.0029975	0.99345	0.0150304	0.974311	0.0655006	0.00490355	0.0240424	1.52983	0.985951	1	0.995255
COG0767	1	1	1	0.979973	0.030468	0.961291	0.050964	0.939973	0.0809855	0.0186818	0.0400003	2.91178	0.961183	0.98125	0.9322
COG0768	1	1	1	0.999953	0.00012332	0.999505	0.00140986	0.996773	0.00942436	0.000447869	0.00317991	3.16849	0.999707	1	0.998958
COG0769	1	1	1	0.998514	0.00221349	0.99356	0.0128838	0.975923	0.0559426	0.00495338	0.0225909	1.53233	0.993428	1	0.984052
COG0770	1	1	1	0.997382	0.00563872	0.990312	0.0231459	0.970136	0.0794268	0.00707024	0.027246	1.53162	0.99356	1	0.985771
COG0771	1	1	1	0.998267	0.00219637	0.994137	0.00926559	0.984472	0.0302712	0.00412953	0.013795	2.13838	0.988174	1	0.995095
COG0772	1	1	1	0.99982	0.000454443	0.998435	0.00426209	0.990465	0.0272259	0.00138468	0.00935471	2.12547	0.998909	1	0.998603
COG0773	1	1	1	0.999666	0.000476233	0.998606	0.002245	0.995457	0.00948069	0.00106031	0.00420886	3.28912	0.996779	1	0.994131
COG0774	1	1	1	0.873117	0.110333	0.798147	0.154121	0.698693	0.204857	0.0749702	0.174425	1.37241	0.94646	0.996875	0.052198
COG0775	1	1	1	0.652334	0.219787	0.486663	0.248231	0.333582	0.269071	0.16567	0.318752	-0.915273	0.94083	0.99375	0.00379855
COG0776	1	1	1	0.999025	0.00132771	0.99731	0.00248618	0.993691	0.00567885	0.00171489	0.00533378	3.19542	0.9972	1	0.992273
COG0777	1	1	1	0.817338	0.141034	0.766791	0.174589	0.646239	0.257869	0.0505473	0.1711	0.0984698	0.865938	0.93125	0.0447787
COG0778	1	1	1	0.999305	0.000635188	0.998257	0.00137375	0.996682	0.00259802	0.00104791	0.00262326	3.98196	0.999885	1	0.998412
COG0779	1	1	1	0.996457	0.00423406	0.990945	0.00988259	0.97899	0.0230928	0.0055117	0.017467	2.89443	0.985626	1	0.0833853
COG0780	0.9991	1	1	0.526126	0.146107	0.319323	0.156106	0.16792	0.164433	0.206803	0.358205	-1.32475	0.655382	0.7	0.00314907
COG0781	1	1	1	0.979927	0.0192554	0.948521	0.0550011	0.873747	0.169576	0.0314062	0.106181	-0.111314	0.983015	1	0.988233
COG0782	0.9997	1	1	0.55754	0.22594	0.373175	0.25616	0.233442	0.272885	0.184365	0.324098	-3.44533	0.955786	0.99375	0.225516
COG0783	0.0177	1	1	0.0421103	0.12137	0.041396	0.119337	0.0124983	0.0360264	0.00071431	0.0296121	-3.66634	0.575556	0.64375	0.000166661
COG0785	0.9999	1	1	0.999293	0.00074772	0.997182	0.00333073	0.991793	0.00836502	0.00211078	0.00750005	5.2066	0.975424	1	0.983745
COG0786	0.0025	1	1	0.0797523	0.0405959	0.0795053	0.0405039	0.0265735	0.0271085	0.000246972	0.0531788	-1.8096	0.304099	0.184375	0.00288889
COG0787	1	1	1	0.999534	0.000579369	0.999285	0.000514375	0.999035	0.000668919	0.000248432	0.000498176	5.53448	0.994802	1	0.975829
COG0788	0.0736	1	1	0.000503242	0.00056167	0.000463229	0.00052383	0.000179312	0.000297712	4.00126e-05	0.00032393	-7.90745	0.241305	0.121875	0.00143046
COG0789	1	1	1	0.83193	0.0939773	0.708212	0.158339	0.558791	0.231742	0.123719	0.27314	-1.15872	0.998708	1	0.0685324
COG0790	0.9999	1	1	0.0980182	0.224077	0.046482	0.115606	0.0138269	0.0317787	0.0515363	0.0841913	-3.64697	0.49467	0.515625	0.00181901
COG0791	1	1	1	0.82127	0.166773	0.748656	0.201943	0.643787	0.265705	0.0726132	0.177483	-0.00322434	0.996548	1	0.0227815
COG0792	1	1	1	0.993927	0.00469001	0.982108	0.016227	0.958001	0.045547	0.0118186	0.0359263	2.04896	0.992395	1	0.974442
COG0793	1	1	1	0.999798	0.000368305	0.999375	0.00116068	0.998588	0.00305656	0.00042218	0.00120932	5.08522	0.999985	1	0.995763
COG0794	1	1	1	0.137166	0.0633471	0.0493738	0.0341547	0.0190561	0.0221828	0.0877921	0.11811	-1.81699	0.187406	0.115625	0.0053637
COG0795	1	1	1	0.99946	0.00113779	0.997778	0.00457715	0.995638	0.00880164	0.00168264	0.00382233	5.55415	0.99508	1	0.946936
COG0796	1	1	1	0.947481	0.0565365	0.919124	0.0748652	0.856507	0.120654	0.0283564	0.0909734	1.16896	0.950393	1	0.165434
COG0797	1	1	1	0.764931	0.203268	0.657427	0.239919	0.522527	0.267843	0.107505	0.242404	0.704097	0.939196	0.984375	0.0128352
COG0798	1	1	1	0.997464	0.00397223	0.995294	0.00446236	0.991174	0.0101549	0.00216979	0.00628924	5.57831	0.998053	1	0.774806
COG0799	1	1	1	0.997544	0.00207572	0.993915	0.00778775	0.983718	0.0288012	0.00362837	0.0138259	2.68428	0.993338	1	0.96905
COG0800	0.9998	1	1	0.176968	0.284607	0.127817	0.264414	0.0913305	0.215985	0.0491512	0.0856378	-2.1469	0.915	0.971875	0.0100511
COG0801	0.9998	1	1	0.975219	0.0365869	0.948709	0.0681738	0.898904	0.11891	0.0265096	0.0763154	1.58149	0.979201	1	0.839111
COG0802	1	1	1	0.99292	0.0066961	0.981343	0.0159184	0.946582	0.0511106	0.0115774	0.0463382	0.917503	0.982545	1	0.986314
COG0803	1	1	1	0.997793	0.00395355	0.99537	0.00640608	0.992778	0.00982835	0.00242251	0.00501472	4.44551	0.997235	1	0.961545
COG0805	1	1	1	0.990676	0.010127	0.981144	0.0209409	0.966764	0.0410541	0.00953192	0.0239113	2.81035	0.994611	1	0.957766
COG0806	1	1	1	0.98307	0.02495	0.941147	0.0868165	0.861623	0.187942	0.0419233	0.121447	0.638171	0.996148	1	0.0841378
COG0807	0.9998	1	1	0.0376652	0.077863	0.0106619	0.0219381	0.0029694	0.00541855	0.0270033	0.0346958	-4.7101	0.391837	0.34375	0.000179085
COG0809	1	1	1	0.994966	0.00706139	0.992829	0.00894892	0.983943	0.028376	0.00213701	0.0110229	2.96909	0.995802	1	0.952133
COG0810	1	1	1	0.694962	0.272214	0.591606	0.304179	0.502948	0.333247	0.103356	0.192014	0.111475	0.989635	1	0.0252709
COG0811	1	1	1	0.981922	0.0225935	0.965215	0.034994	0.947787	0.0532948	0.0167067	0.0341348	2.91157	0.998451	1	0.90436
COG0812	1	1	1	0.999806	0.000139661	0.999276	0.000538701	0.998427	0.00157202	0.000530422	0.00137883	4.6371	0.993507	1	0.990825
COG0813	0.022	1	1	0.0468889	0.0932513	0.0457138	0.0905765	0.0141044	0.0218164	0.00117511	0.0327845	-3.13695	0.155764	0.06875	0.00420097
COG0815	0.9999	1	1	0.997798	0.00279187	0.995572	0.00398699	0.994939	0.00365268	0.00222576	0.00285876	5.05836	0.992381	1	0.94859
COG0816	1	1	1	0.887682	0.13305	0.826887	0.17109	0.705644	0.245899	0.0607951	0.182038	-0.928219	0.874801	0.965625	0.475248
COG0817	1	1	1	0.984425	0.0178842	0.950611	0.0399931	0.890134	0.0969602	0.0338141	0.0942906	0.836404	0.987405	1	0.998078
COG0818	0.9995	1	1	0.229924	0.237542	0.12832	0.188489	0.0581889	0.0874883	0.101604	0.171735	-2.15389	0.552024	0.553125	0.0275916
COG0819	0.0415	1	1	0.10566	0.0731676	0.100974	0.0707077	0.0346948	0.0293802	0.0046863	0.0709655	-1.69749	0.357531	0.2875	0.000202316
COG0820	1	1	1	0.973222	0.0388626	0.940613	0.0804454	0.870365	0.174592	0.0326091	0.102857	0.339023	0.997354	1	0.0274328
COG0821	1	1	1	0.984547	0.0302457	0.95347	0.0858355	0.89944	0.170053	0.0310769	0.0851065	0.975149	0.934257	0.96875	0.975148
COG0822	1	1	1	0.994181	0.00409854	0.980785	0.0134151	0.966022	0.0250978	0.0133963	0.0281595	1.75391	0.985762	1	0.951505
COG0824	1	1	1	0.28161	0.241302	0.161327	0.182809	0.0872297	0.132289	0.120283	0.19438	-3.08643	0.988118	1	0.0200861
COG0825	1	1	1	0.815502	0.134897	0.735665	0.192906	0.617843	0.25107	0.0798374	0.197659	0.326745	0.768963	0.81875	0.00970728
COG0826	1	1	1	0.930418	0.0732281	0.827521	0.151703	0.71006	0.207859	0.102897	0.220358	0.679725	0.990306	1	0.841006
COG0827	1	1	1	0.949479	0.0373118	0.884173	0.0808154	0.773337	0.156145	0.0653059	0.176142	2.06481	0.908997	0.996875	0.0147831
COG0828	1	1	1	0.805195	0.140164	0.611145	0.185783	0.376077	0.177455	0.19405	0.429118	-1.09691	0.729206	0.796875	0.0668398
COG0834	1	1	1	0.818624	0.109879	0.748756	0.159796	0.627133	0.233247	0.0698687	0.191491	-0.352464	0.998795	1	0.886506
COG0835	1	1	1	0.999958	4.58515e-05	0.999844	0.000131277	0.999702	0.000322043	0.000113487	0.000256062	8.51758	0.998971	1	0.996253
COG0836	1	1	1	0.781402	0.18976	0.647477	0.248934	0.546184	0.2865	0.133925	0.235218	0.965228	0.965826	1	0.0127128
COG0837	0.003	1	1	0.0996523	0.0745739	0.0993558	0.0743348	0.0371203	0.0274037	0.000296555	0.062532	-2.02132	0.241548	0.103125	0.000926131
COG0838	1	1	1	0.858341	0.147444	0.708994	0.249246	0.56176	0.302685	0.149346	0.296581	0.251842	0.926011	0.9625	0.00427466
COG0839	1	1	1	0.824836	0.199489	0.721244	0.296936	0.610188	0.342603	0.103592	0.214648	0.449562	0.892053	0.940625	0.00406254
COG0841	1	1	1	0.960613	0.0439412	0.946422	0.0621072	0.929035	0.0891007	0.014191	0.0315781	1.97723	0.99997	1	0.964901
COG0842	1	1	1	0.981864	0.0223709	0.955529	0.0501439	0.934031	0.0837605	0.0263352	0.0478336	1.37709	0.999509	1	0.988654
COG0843	0.9993	1	1	0.0115073	0.0202159	0.00439362	0.00669959	0.00168984	0.0021205	0.00711368	0.00981746	-6.4723	0.83045	0.8875	0.0016235
COG0846	1	1	1	0.967963	0.0295481	0.939123	0.0404405	0.87857	0.084756	0.0288394	0.0893924	1.47069	0.994544	1	0.0446108
COG0847	1	1	1	0.0820704	0.125535	0.031602	0.0350315	0.0127281	0.0147866	0.0504684	0.0693423	-4.81931	0.747955	0.821875	0.0632364
COG0848	1	1	1	0.949786	0.0596726	0.894005	0.1115	0.817649	0.200225	0.0557809	0.132138	1.58928	0.992492	1	0.894857
COG0849	1	1	1	0.999564	0.000896454	0.998471	0.00295083	0.997524	0.00360346	0.00109303	0.00203979	5.17753	0.995341	1	0.984818
COG0850	0.7734	1	1	0.939606	0.0391391	0.873347	0.0692827	0.747198	0.173214	0.0662597	0.192408	2.14986	0.857517	0.890625	0.0200997
COG0851	0.1144	1	1	0.898732	0.105575	0.885965	0.114371	0.775001	0.187305	0.0127667	0.12373	2.51998	0.735275	0.784375	0.0377721
COG0852	1	1	1	0.995335	0.013016	0.991538	0.0187728	0.990677	0.0139962	0.00379771	0.0046587	4.64615	0.986435	1	0.985121
COG0853	0.9998	1	1	0.963953	0.0259675	0.909817	0.0576647	0.830369	0.139285	0.0541359	0.133584	2.24184	0.893231	0.96875	0.157429
COG0854	0.9999	1	1	0.295275	0.329895	0.210235	0.28639	0.143334	0.233951	0.0850396	0.151941	-1.35494	0.278729	0.2375	0.0765083
COG0855	0.9995	1	1	0.0694652	0.166152	0.0318448	0.0788419	0.00973805	0.0221842	0.0376204	0.0597271	-4.91973	0.862181	0.928125	0.000648612
COG0857	0.6196	1	1	0.942522	0.0806515	0.890744	0.140168	0.759575	0.226321	0.0517777	0.182947	3.41121	0.252623	0.15	0.112704
COG0858	1	1	1	0.996049	0.00448668	0.982604	0.0197681	0.945929	0.0694436	0.0134453	0.0501204	0.925596	0.98009	1	0.992966
COG0859	1	1	1	0.992245	0.0110534	0.971252	0.0340958	0.947573	0.0598304	0.0209926	0.044672	3.26661	0.989569	1	0.921084
COG0860	1	1	1	0.999254	0.000990609	0.998673	0.00201859	0.997907	0.00377154	0.00058049	0.00134695	5.04886	0.999821	1	0.931263
COG0861	0.9989	1	1	0.136419	0.2585	0.0928038	0.214399	0.0527874	0.127335	0.0436156	0.0836321	-2.72421	0.87687	0.94375	0.000958198
COG0863	1	1	1	0.993371	0.00549879	0.979446	0.0143188	0.947766	0.0347556	0.0139246	0.0456054	3.31853	0.978533	1	0.103395
COG0864	0.9999	1	1	0.998906	0.000943623	0.996547	0.00233766	0.990166	0.00687902	0.00235879	0.00874001	5.55001	0.992309	1	0.967658
COG1001	0.9989	1	1	0.512459	0.176003	0.323542	0.212179	0.187227	0.182714	0.188917	0.325232	-0.197946	0.738227	0.784375	0.056021
COG1002	1	1	1	0.639677	0.175814	0.421249	0.216332	0.249126	0.216279	0.218428	0.390551	0.124028	0.815907	0.925	0.00414241
COG1003	1	1	1	0.999646	0.000619826	0.998301	0.00147147	0.991069	0.00555649	0.00134474	0.00857711	5.70545	0.969862	1	0.988657
COG1004	1	1	1	0.906669	0.0837234	0.808312	0.181569	0.679648	0.282633	0.0983569	0.227021	0.106888	0.991624	1	0.83398
COG1005	1	1	1	0.996366	0.00418363	0.991292	0.0093797	0.989237	0.00912049	0.0050739	0.00712878	4.42135	0.967877	0.9875	0.128494
COG1006	0.9998	1	1	0.999571	0.000678834	0.997523	0.00373368	0.99663	0.00376114	0.00204736	0.00294107	6.51206	0.932675	0.95625	0.406881
COG1007	1	1	1	0.789637	0.222065	0.67477	0.299269	0.553307	0.357398	0.114867	0.23633	0.162706	0.932346	0.965625	0.00315617
COG1008	1	1	1	0.838246	0.186118	0.721259	0.293203	0.617779	0.341827	0.116987	0.220468	0.441134	0.957478	0.98125	0.00206968
COG1009	1	1	1	0.981677	0.0296113	0.971064	0.0435969	0.972723	0.0302395	0.0106127	0.00895345	3.05056	0.995338	1	0.070012
COG1010	0.0822	1	1	0.016408	0.0157203	0.0143279	0.0132282	0.00376905	0.0024909	0.00208016	0.012639	-4.35514	0.696257	0.734375	0.00343125
COG1011	1	1	1	0.701015	0.178711	0.587981	0.21413	0.436641	0.255099	0.113034	0.264374	-1.35752	0.99336	1	0.0610408
COG1013	1	1	1	1	1.88486e-08	1	1.19209e-07	1	5.12392e-07	0	1.78814e-07	13.8485	0.999895	1	0.998968
COG1014	1	1	1	0.999998	2.78284e-06	0.999995	5.68642e-06	0.999987	1.31331e-05	2.74181e-06	1.13249e-05	11.3795	0.999217	1	0.998393
COG1015	0.9999	1	1	0.993251	0.0103405	0.985377	0.01211	0.968716	0.0180275	0.00787342	0.024535	4.30733	0.884526	0.959375	0.0286001
COG1018	0.9913	1	1	0.139273	0.214695	0.0833167	0.130583	0.0432569	0.0669144	0.0559566	0.0960163	-2.9505	0.683562	0.7375	0.017719
COG1020	0.9996	1	1	0.110366	0.249488	0.0705579	0.186105	0.0296082	0.0802887	0.0398082	0.080758	-3.15346	0.913258	0.984375	0.00204367
COG1022	1	1	1	0.499488	0.19651	0.313445	0.188937	0.180685	0.151329	0.186042	0.318803	-1.39226	0.916016	0.978125	0.0266109
COG1023	0.328	1	1	0.479687	0.229478	0.39342	0.205887	0.192853	0.123693	0.0862668	0.286834	-0.235407	0.358271	0.29375	0.0131728
COG1026	0.0011	1	1	0.509771	0.200433	0.509443	0.200424	0.243054	0.146117	0.000327945	0.266716	0.539022	0.505217	0.515625	0.00241309
COG1027	0.9999	1	1	0.814516	0.129902	0.618346	0.207236	0.414966	0.212908	0.19617	0.39955	1.01612	0.806393	0.89375	0.734865
COG1030	1	1	1	0.99969	0.000449433	0.998766	0.00186254	0.997741	0.00336855	0.00092423	0.00194919	6.85534	0.990785	1	0.963094
COG1031	0.0131	1	1	0.702209	0.191586	0.699356	0.192212	0.461409	0.223032	0.0028531	0.2408	4.17958	0.0886182	0	0.0519922
COG1033	1	1	1	0.529627	0.274403	0.359123	0.291066	0.239159	0.27518	0.170504	0.290468	-0.589382	0.855225	0.934375	0.0481442
COG1034	1	1	1	0.776273	0.209146	0.642549	0.251289	0.460619	0.258468	0.133724	0.315654	0.125095	0.826705	0.93125	0.0186708
COG1035	0.6552	1	1	0.37741	0.127273	0.207231	0.0699947	0.0734643	0.033477	0.170179	0.303946	-0.821367	0.483569	0.475	0.0215521
COG1038	0.1205	1	1	0.0303522	0.0187074	0.0262283	0.0164356	0.00888302	0.00809291	0.00412386	0.0214692	-3.33678	0.140726	0.034375	0.00337874
COG1039	0.2756	1	1	0.51254	0.305356	0.464381	0.296457	0.253601	0.236373	0.0481588	0.258938	0.947058	0.03554	0	0.015738
COG1040	1	1	1	0.988843	0.0157898	0.974743	0.0465622	0.931822	0.135049	0.0141008	0.057021	1.00461	0.993302	1	0.949349
COG1041	0.0011	1	1	0.0224125	0.0329719	0.0223733	0.0329095	0.00459359	0.00492479	3.92832e-05	0.017819	-3.10058	0.076152	0.00625	0.00256825
COG1042	0.9991	1	1	0.911878	0.0617621	0.786274	0.101397	0.563738	0.160199	0.125604	0.348141	1.59238	0.82668	0.9	0.131912
COG1043	1	1	1	0.997645	0.00368761	0.995418	0.00584288	0.991935	0.012452	0.00222701	0.0057106	5.05245	0.996413	1	0.691314
COG1044	1	1	1	0.999756	0.00047124	0.999331	0.00118592	0.998974	0.00149032	0.000425041	0.000782013	6.97402	0.999123	1	0.87989
COG1045	1	1	1	0.981139	0.0153783	0.955323	0.0384947	0.921488	0.0766848	0.0258163	0.0596517	1.68902	0.985424	1	0.920255
COG1047	0.9989	1	1	0.474246	0.281711	0.310636	0.289291	0.217384	0.285096	0.163611	0.256863	-0.548346	0.792588	0.853125	0.00513245
COG1048	0.9998	1	1	0.932588	0.0983438	0.885671	0.124713	0.808719	0.198397	0.0469165	0.123868	0.581349	0.992789	1	0.011214
COG1049	0.0014	1	1	0.00578702	0.012116	0.0057797	0.0121059	0.00286697	0.00760723	7.32811e-06	0.00292005	-4.10638	0.0157107	0	0.00129034
COG1051	1	1	1	0.490017	0.229198	0.339328	0.236432	0.216666	0.259187	0.150689	0.27335	-3.26823	0.99711	1	0.0666269
COG1052	1	1	1	0.81263	0.11656	0.701578	0.168779	0.570346	0.241331	0.111052	0.242283	-0.552199	0.992505	1	0.96485
COG1053	1	1	1	0.991359	0.0155507	0.986269	0.024805	0.978978	0.0476179	0.0050897	0.0123811	2.82902	0.999831	1	0.884717
COG1055	1	1	1	0.843495	0.117395	0.739612	0.177722	0.598996	0.252621	0.103883	0.244499	0.249539	0.940279	0.996875	0.0695235
COG1057	1	1	1	0.998876	0.00239609	0.997293	0.00624875	0.992329	0.0202537	0.00158352	0.00654745	3.37944	0.995102	1	0.988548
COG1058	1	1	1	0.998431	0.00279158	0.997082	0.00395025	0.995587	0.00641242	0.00134933	0.00284469	5.09987	0.984926	1	0.951622
COG1059	0.9083	1	1	0.919421	0.0448181	0.767133	0.118001	0.491109	0.194969	0.152288	0.428312	3.43238	0.146923	0.075	0.0669629
COG1060	1	1	1	0.986857	0.0155715	0.964218	0.0336515	0.877028	0.131516	0.0226386	0.109829	3.12422	0.917367	0.965625	0.0169149
COG1061	1	1	1	0.982033	0.0128162	0.958598	0.0310927	0.917119	0.0780219	0.0234352	0.0649142	2.30277	0.996902	1	0.0129878
COG1062	0.9404	1	1	0.0613901	0.11476	0.0170284	0.0313118	0.00394473	0.00623863	0.0443617	0.0574454	-4.94383	0.367792	0.328125	0.00131217
COG1063	1	1	1	0.998327	0.00310489	0.997354	0.00343737	0.996566	0.00422722	0.000973225	0.00176167	4.88946	0.999614	1	0.982081
COG1064	0.9998	1	1	0.589898	0.242016	0.406292	0.210873	0.228014	0.140806	0.183606	0.361884	-0.777915	0.865601	0.965625	0.00652039
COG1066	1	1	1	0.995361	0.00417272	0.993359	0.00496652	0.98614	0.0125074	0.00200176	0.00922132	3.26126	0.991847	1	0.933932
COG1067	0.9992	1	1	0.998271	0.00217536	0.99393	0.00790415	0.986032	0.0193847	0.00434101	0.0122386	5.74037	0.921467	0.978125	0.910921
COG1069	0.1912	1	1	0.646267	0.208895	0.605387	0.214069	0.39723	0.218724	0.04088	0.249037	1.4265	0.90274	0.978125	0.614514
COG1070	1	1	1	0.957694	0.106206	0.95811	0.0915153	0.945977	0.103502	-0.000416398	0.0117171	2.73438	0.999328	1	0.958029
COG1071	1	1	1	0.99209	0.0104218	0.974818	0.0361662	0.922375	0.150861	0.0172723	0.0697147	2.53901	0.981095	0.996875	0.674833
COG1073	1	1	1	0.926303	0.0880645	0.878813	0.140447	0.794967	0.210214	0.0474901	0.131336	-0.319818	0.999558	1	0.0939158
COG1074	1	1	1	0.546617	0.270711	0.432108	0.301801	0.318901	0.297212	0.114509	0.227716	-1.84314	0.964154	0.99375	0.0401055
COG1075	1	1	1	0.818742	0.177832	0.698165	0.228694	0.557097	0.265158	0.120576	0.261645	0.461095	0.98874	1	0.00195067
COG1076	0.0243	1	1	0.0120446	0.0257738	0.0118552	0.0255444	0.00752327	0.0198741	0.000189376	0.00452132	-3.92923	0.152874	0.046875	0.00783884
COG1077	1	1	1	0.999228	0.00157151	0.996254	0.0072565	0.994071	0.0132321	0.00297326	0.00515622	3.9112	0.998299	1	0.996245
COG1078	0.3393	1	1	0.500542	0.263079	0.426818	0.248228	0.233013	0.161569	0.0737241	0.267528	0.220986	0.624492	0.6875	0.0164379
COG1079	0.7788	1	1	0.977611	0.0380614	0.929826	0.0829858	0.830547	0.171019	0.0477853	0.147064	1.96041	0.973352	0.990625	0.919457
COG1080	1	1	1	0.960122	0.105893	0.962353	0.0770403	0.972232	0.0444073	-0.00223112	-0.0121099	3.49255	0.998719	1	0.857008
COG1082	1	1	1	0.991722	0.0142526	0.984791	0.0186482	0.979407	0.0210576	0.00693083	0.0123149	3.4045	0.999676	1	0.982861
COG1083	0.9999	1	1	0.528239	0.192523	0.296167	0.180816	0.14	0.12522	0.232072	0.388239	-0.524254	0.580164	0.5875	0.0203006
COG1085	1	1	1	0.999834	0.000321468	0.99955	0.000589232	0.998222	0.00153067	0.000283778	0.00161254	7.27149	0.982433	1	0.985869
COG1086	1	1	1	0.994006	0.005122	0.986593	0.0123258	0.969878	0.031003	0.00741321	0.0241279	2.98907	0.994111	1	0.90834
COG1087	1	1	1	0.882864	0.195167	0.823378	0.254549	0.741239	0.268241	0.0594862	0.141625	0.0259295	0.994517	1	0.934532
COG1088	1	1	1	0.971012	0.0297565	0.919205	0.0894565	0.826924	0.191187	0.0518071	0.144089	1.0308	0.994908	1	0.0078529
COG1089	1	1	1	0.883961	0.114397	0.775716	0.194464	0.630218	0.258103	0.108245	0.253743	1.0066	0.96585	0.996875	0.0193788
COG1090	0.9985	1	1	0.623236	0.198195	0.417743	0.186751	0.237283	0.129783	0.205493	0.385953	-0.387516	0.940876	0.990625	0.0100251
COG1091	1	1	1	0.967615	0.040505	0.92671	0.0603316	0.867568	0.147297	0.0409047	0.100047	1.4858	0.995479	1	0.00698399
COG1092	1	1	1	0.838479	0.194693	0.773182	0.212387	0.681967	0.279526	0.0652971	0.156513	0.509047	0.990911	1	0.00536773
COG1098	0.3674	1	1	0.885619	0.228669	0.866575	0.254571	0.79054	0.278065	0.019044	0.0950783	3.11382	0.199551	0.1375	0.0173865
COG1100	0.9974	1	1	0.873519	0.117529	0.759681	0.142456	0.591263	0.199847	0.113838	0.282257	1.66539	0.95929	1	0.0125874
COG1101	0.0145	1	1	0.111204	0.11442	0.109374	0.112728	0.0369697	0.0431836	0.00182912	0.0742338	-1.82871	0.504861	0.50625	0.00112692
COG1102	0.9996	1	1	0.562502	0.180861	0.353999	0.225508	0.199291	0.205876	0.208503	0.363211	-0.412417	0.797049	0.865625	0.0378124
COG1104	1	1	1	0.981692	0.0378144	0.96714	0.0550563	0.949596	0.101093	0.0145516	0.0320965	1.0364	0.998329	1	0.291463
COG1105	0.9754	1	1	0.938219	0.0862756	0.903285	0.120147	0.854753	0.192165	0.0349339	0.0834652	2.36532	0.954626	0.996875	0.863036
COG1106	0.9995	1	1	0.762644	0.137031	0.568796	0.192301	0.376535	0.230318	0.193848	0.386109	0.824127	0.832931	0.953125	0.00463206
COG1108	1	1	1	0.999551	0.000813943	0.997836	0.00376731	0.997292	0.00423688	0.00171459	0.00225866	5.35225	0.998595	1	0.973392
COG1109	1	1	1	0.999889	0.000204859	0.999415	0.00118093	0.99731	0.00619197	0.000474453	0.00257874	2.8889	0.999646	1	0.999812
COG1110	0.0026	1	1	0.774484	0.159087	0.774022	0.159304	0.567342	0.200794	0.000461996	0.207141	4.72538	0.00130997	0	0.101365
COG1111	0.9801	1	1	0.93232	0.0752283	0.841326	0.117198	0.633784	0.171578	0.0909935	0.298536	2.67065	0.649557	0.65625	0.0186181
COG1112	0.9989	1	1	0.21438	0.193436	0.0813516	0.0854534	0.0246166	0.020769	0.133028	0.189763	-2.29757	0.367353	0.3875	0.00230057
COG1113	0.0023	1	1	0.0187027	0.0147451	0.0186437	0.0146866	0.00515699	0.00353095	5.90235e-05	0.0135457	-3.79361	0.0847392	0.0125	0.00185362
COG1114	0.0012	1	1	0.000108597	0.000179705	0.000108495	0.000179592	7.1913e-05	0.000171927	1.01325e-07	3.66837e-05	-7.66921	0.00287771	0	0.00289977
COG1115	0.9998	1	1	0.0894996	0.205692	0.0411933	0.0998624	0.0137675	0.0299459	0.0483063	0.0757321	-3.86161	0.619915	0.66875	0.00345393
COG1116	1	1	1	0.61089	0.217247	0.441533	0.266235	0.327932	0.290318	0.169358	0.282959	-1.20448	0.991114	1	0.00963953
COG1117	1	1	1	0.999915	0.000169102	0.999636	0.000753938	0.999777	0.000368607	0.000279009	0.000138104	7.63032	0.999524	1	0.949769
COG1119	0.0077	1	1	0.109131	0.116844	0.108456	0.11633	0.0458203	0.0571717	0.000675812	0.0633111	-1.798	0.506516	0.5125	0.00413766
COG1120	1	1	1	0.996934	0.00364768	0.994646	0.00551128	0.99326	0.00740756	0.00228834	0.00367445	4.71309	0.992282	1	0.977804
COG1121	1	1	1	0.993073	0.0116578	0.985131	0.017216	0.976567	0.0217611	0.00794178	0.0165053	3.32391	0.994951	1	0.977469
COG1122	1	1	1	0.999932	0.000106388	0.99982	0.000223065	0.999487	0.000660135	0.000112057	0.000445127	7.5345	0.9996	1	0.992682
COG1123	0.9995	1	1	0.0766836	0.163725	0.0244334	0.0507985	0.00643648	0.0108831	0.0522502	0.0702471	-4.89766	0.521115	0.515625	0.00899471
COG1125	0.1114	1	1	0.183552	0.14152	0.164291	0.127302	0.0557829	0.0371104	0.0192614	0.12777	-1.63847	0.709234	0.821875	0.000377339
COG1126	0.9999	1	1	0.560304	0.209409	0.43153	0.247283	0.314923	0.261877	0.128774	0.245381	-1.1964	0.98474	1	0.0306191
COG1127	1	1	1	0.993832	0.00974576	0.983516	0.0217984	0.961597	0.0455228	0.0103161	0.0322348	3.42081	0.949444	0.971875	0.928922
COG1129	1	1	1	0.719416	0.195525	0.5931	0.239993	0.465223	0.279001	0.126316	0.254193	-0.109137	0.99225	1	0.950809
COG1134	0.9998	1	1	0.243433	0.220796	0.104489	0.121084	0.0351544	0.0342938	0.138944	0.208278	-3.34918	0.867661	0.953125	0.00443437
