COG_ID	input_prob	input_present	candidate	truth	known_fp	true_input	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus
COG0150	1	1	1	1	0	1	0.995471	0	0.987662	0	0.963412	0	0.00780904	0.0320598	1.91135	0.870361	0.96875
COG0156	1	1	1	1	0	1	0.97896	0	0.928206	0	0.783096	0	0.0507541	0.195864	0.966768	0.678592	0.75
COG0162	1	1	1	1	0	1	0.996466	0	0.993653	0	0.988946	0	0.0028128	0.00751936	1.8585	0.977119	1
COG0169	1	1	1	1	0	1	0.996159	0	0.987287	0	0.963377	0	0.00887173	0.0327819	1.78612	0.913133	1
COG0195	1	1	1	1	0	1	0.997298	0	0.995047	0	0.991028	0	0.00225091	0.00627053	1.81441	0.978563	1
COG0203	1	1	1	0	1	0	0.99284	0	0.980293	0	0.934733	0	0.0125471	0.0581069	0.60885	0.764773	0.78125
COG0235	1	1	1	1	0	1	0.985138	0	0.937926	0	0.803983	0	0.0472113	0.181155	0.827343	0.887311	1
COG0238	1	1	1	0	1	0	0.990562	0	0.97184	0	0.908121	0	0.0187219	0.0824407	0.230952	0.769757	0.75
COG0285	1	1	1	0	1	0	0.995767	0	0.98284	0	0.94087	0	0.0129263	0.0548964	1.27688	0.877601	0.875
COG0300	1	1	1	0	1	0	0.97925	0	0.930048	0	0.779091	0	0.0492021	0.200159	0.377265	0.753471	0.875
COG0319	1	1	1	0	1	0	0.994899	0	0.982856	0	0.947018	0	0.0120432	0.0478809	0.916872	0.801067	0.84375
COG0373	1	1	1	1	0	1	0.973615	0	0.902923	0	0.681926	0	0.0706916	0.291689	0.754105	0.637639	0.625
COG0376	1	1	1	0	1	0	0.845049	0	0.591897	0	0.291575	0	0.253152	0.553473	-0.0432026	0.307428	0.28125
COG0381	1	1	1	1	0	1	0.952337	0	0.842655	0	0.58796	0	0.109682	0.364377	0.430285	0.722902	0.84375
COG0397	1	1	1	0	1	0	0.880108	0	0.572991	0	0.212203	0	0.307117	0.667905	-0.507731	0.346579	0.40625
COG0404	1	1	1	0	1	0	0.981678	0	0.947577	0	0.889477	0	0.0341005	0.0922005	1.69637	0.864233	0.9375
COG0406	1	1	1	0	1	0	0.994781	0	0.982415	0	0.941805	0	0.0123659	0.052976	1.51909	0.884159	0.96875
COG0415	1	1	1	0	1	0	0.944407	0	0.789122	0	0.461015	0	0.155285	0.483392	0.196553	0.590107	0.5625
COG0427	1	1	1	0	1	0	0.904887	0	0.650996	0	0.305097	0	0.253891	0.599791	0.159634	0.415456	0.375
COG0445	1	1	1	0	1	0	0.987149	0	0.897566	0	0.487047	0	0.089583	0.500103	-0.886242	0.628092	0.59375
COG0450	1	1	1	1	0	1	0.950612	0	0.825725	0	0.532022	0	0.124887	0.41859	0.0904624	0.679347	0.6875
COG0461	1	1	1	1	0	1	0.994804	0	0.983173	0	0.95143	0	0.0116308	0.0433741	1.41673	0.944921	1
COG0472	1	1	1	1	0	1	0.987416	0	0.978347	0	0.96436	0	0.00906903	0.0230564	0.351415	0.883791	1
COG0473	1	1	1	1	0	1	0.996214	0	0.987162	0	0.964469	0	0.0090515	0.0317447	2.06672	0.892642	0.90625
COG0474	1	1	1	1	0	1	0.992775	0	0.976725	0	0.930761	0	0.01605	0.0620142	2.00815	0.933573	1
COG0482	1	1	1	0	1	0	0.992737	0	0.977473	0	0.930871	0	0.0152638	0.0618658	0.438379	0.792395	0.8125
COG0494	1	1	1	0	1	0	0.999196	0	0.997486	0	0.992668	0	0.00170982	0.00652802	2.71228	0.972746	1
COG0495	1	1	1	1	0	1	0.996171	0	0.993915	0	0.990633	0	0.00225556	0.00553769	1.51817	0.981117	1
COG0503	1	1	1	1	0	1	0.998669	0	0.995959	0	0.989246	0	0.00271034	0.0094232	3.56636	0.952756	1
COG0507	1	1	1	0	1	0	0.929108	0	0.761949	0	0.459729	0	0.167159	0.469379	-0.964935	0.583436	0.53125
COG0510	1	1	1	0	1	0	0.856536	0	0.567873	0	0.267948	0	0.288664	0.588588	-0.134834	0.399269	0.34375
COG0514	1	1	1	0	1	0	0.958137	0	0.853772	0	0.604422	0	0.104365	0.353715	0.105396	0.599513	0.5625
COG0522	1	1	1	1	0	1	0.997338	0	0.995272	0	0.99181	0	0.0020656	0.00552756	2.41614	0.981959	1
COG0539	1	1	1	0	1	0	0.993926	0	0.981407	0	0.944013	0	0.012519	0.0499132	0.781926	0.752185	0.78125
COG0545	1	1	1	0	1	0	0.435378	0	0.191202	0	0.0752407	0	0.244175	0.360137	-2.29262	0.345426	0.34375
COG0549	1	1	1	0	1	0	0.925054	0	0.741097	0	0.414504	0	0.183956	0.51055	0.841705	0.6949	0.6875
COG0550	1	1	1	1	0	1	0.993816	0	0.988794	0	0.980217	0	0.00502229	0.0135994	0.748728	0.965347	1
COG0565	1	1	1	1	0	1	0.769764	0	0.432837	0	0.159727	0	0.336927	0.610037	-1.10215	0.560409	0.625
COG0566	1	1	1	0	1	0	0.993822	0	0.978646	0	0.927527	0	0.0151755	0.0662944	0.29888	0.785508	0.78125
COG0576	1	1	1	0	1	0	0.995511	0	0.991071	0	0.983087	0	0.00443912	0.0124234	1.56218	0.96713	1
COG0581	1	1	1	1	0	1	0.992552	0	0.974384	0	0.91302	0	0.0181679	0.0795329	1.65894	0.859629	1
COG0586	1	1	1	0	1	0	0.972899	0	0.903531	0	0.687306	0	0.0693676	0.285592	0.424843	0.744742	0.78125
COG0587	1	1	1	0	1	0	0.996143	0	0.98729	0	0.960712	0	0.0088529	0.035431	0.513309	0.829032	0.875
COG0591	1	1	1	0	1	0	0.978565	0	0.892163	0	0.653197	0	0.0864019	0.325368	0.164157	0.677041	0.75
COG0597	1	1	1	0	1	0	0.992705	0	0.979415	0	0.94725	0	0.0132901	0.0454554	0.99525	0.790236	0.84375
COG0598	1	1	1	1	0	1	0.987187	0	0.947812	0	0.799887	0	0.0393751	0.1873	0.910688	0.763634	0.9375
COG0616	1	1	1	1	0	1	0.98347	0	0.925014	0	0.760071	0	0.0584561	0.223399	1.00853	0.751528	0.8125
COG0620	1	1	1	1	0	1	0.81353	0	0.507999	0	0.20687	0	0.305531	0.606659	-1.02196	0.441502	0.4375
COG0629	1	1	1	0	1	0	0.98901	0	0.974879	0	0.940975	0	0.0141315	0.0480353	0.37667	0.75526	0.75
COG0635	1	1	1	0	1	0	0.96248	0	0.888604	0	0.708432	0	0.0738763	0.254048	-0.767667	0.678003	0.8125
COG0637	1	1	1	0	1	0	0.991742	0	0.965802	0	0.882241	0	0.0259401	0.109501	1.15304	0.862656	1
COG0647	1	1	1	0	1	0	0.920669	0	0.769977	0	0.497659	0	0.150692	0.423011	0.189249	0.719441	0.6875
COG0658	1	1	1	0	1	0	0.98951	0	0.96369	0	0.879687	0	0.0258198	0.109823	0.2737	0.70567	0.78125
COG0673	1	1	1	0	1	0	0.998196	0	0.99379	0	0.980912	0	0.00440651	0.017284	2.7352	0.979572	1
COG0680	1	1	1	1	0	1	0.974195	0	0.925091	0	0.831779	0	0.0491042	0.142416	2.17906	0.737603	0.78125
COG0682	1	1	1	0	1	0	0.993651	0	0.978167	0	0.932758	0	0.0154834	0.0608927	0.636174	0.806877	0.8125
COG0693	1	1	1	1	0	1	0.989216	0	0.953532	0	0.826683	0	0.035684	0.162533	1.08666	0.843803	1
COG0694	1	1	1	0	1	0	0.946737	0	0.80521	0	0.567133	0	0.141526	0.379604	0.580673	0.652778	0.625
COG0701	1	1	1	1	0	1	0.93493	0	0.765456	0	0.452008	0	0.169475	0.482923	0.436483	0.727364	0.65625
COG0702	1	1	1	0	1	0	0.986595	0	0.951152	0	0.83692	0	0.0354437	0.149675	1.38714	0.749758	0.71875
COG0704	1	1	1	1	0	1	0.996624	0	0.98981	0	0.970808	0	0.00681388	0.0258158	2.73924	0.946265	1
COG0705	1	1	1	1	0	1	0.983163	0	0.940818	0	0.829368	0	0.0423445	0.153795	0.921115	0.834922	0.9375
COG0707	1	1	1	0	1	0	0.989084	0	0.968459	0	0.919676	0	0.020625	0.0694079	0.118594	0.78411	0.8125
COG0712	1	1	1	0	1	0	0.976066	0	0.934398	0	0.838564	0	0.0416685	0.137502	0.768845	0.622651	0.6875
COG0718	1	1	1	0	1	0	0.995872	0	0.978549	0	0.903199	0	0.0173221	0.092673	0.940941	0.774008	0.84375
COG0722	1	1	1	1	0	1	0.97306	0	0.869482	0	0.581217	0	0.103578	0.391843	0.927853	0.671668	0.6875
COG0726	1	1	1	0	1	0	0.988761	0	0.959823	0	0.87287	0	0.0289379	0.115891	0.308408	0.908044	1
COG0736	1	1	1	0	1	0	0.977641	0	0.923302	0	0.792911	0	0.0543392	0.18473	0.829014	0.735408	0.875
COG0756	1	1	1	0	1	0	0.961977	0	0.862231	0	0.615611	0	0.0997458	0.346366	-0.442837	0.811616	0.96875
COG0760	1	1	1	0	1	0	0.981325	0	0.916723	0	0.707556	0	0.0646024	0.273769	-0.458606	0.744572	0.78125
COG0768	1	1	1	0	1	0	0.992546	0	0.974199	0	0.913543	0	0.018347	0.0790036	-0.206764	0.684546	0.71875
COG0772	1	1	1	0	1	0	0.98924	0	0.968847	0	0.912827	0	0.0203933	0.0764137	-0.169104	0.681251	0.71875
COG0776	1	1	1	0	1	0	0.994479	0	0.976815	0	0.910443	0	0.017664	0.0840361	0.454957	0.744845	0.78125
COG0778	1	1	1	1	0	1	0.9981	0	0.993462	0	0.979431	0	0.0046379	0.0186685	2.14014	0.965696	1
COG0783	1	1	1	0	1	0	0.94227	0	0.76281	0	0.397811	0	0.17946	0.544459	0.28865	0.518612	0.5
COG0799	1	1	1	0	1	0	0.988515	0	0.955146	0	0.871566	0	0.0333685	0.116949	0.497883	0.71892	0.78125
COG0801	1	1	1	0	1	0	0.982466	0	0.912335	0	0.652572	0	0.0701315	0.329895	0.0267516	0.554353	0.59375
COG0804	1	1	1	0	1	0	0.90918	0	0.679847	0	0.322395	0	0.229333	0.586786	0.553021	0.360498	0.34375
COG0809	1	1	1	0	1	0	0.989066	0	0.953249	0	0.809782	0	0.0358166	0.179284	0.302283	0.751245	0.90625
COG0810	1	1	1	0	1	0	0.896446	0	0.622796	0	0.271179	0	0.273651	0.625267	-0.888969	0.460642	0.46875
COG0816	1	1	1	0	1	0	0.995037	0	0.978803	0	0.914476	0	0.0162334	0.0805609	0.567012	0.767851	0.78125
COG0825	1	1	1	0	1	0	0.956181	0	0.785384	0	0.308802	0	0.170797	0.647378	-0.959382	0.484323	0.4375
COG0832	1	1	1	0	1	0	0.67898	0	0.420225	0	0.227389	0	0.258755	0.451591	0.266933	0.187032	0.0625
COG1006	1	1	1	1	0	1	0.970295	0	0.924638	0	0.769971	0	0.0456572	0.200323	2.03086	0.719029	0.78125
COG1009	1	1	1	0	1	0	0.997657	0	0.986178	0	0.926055	0	0.0114788	0.0716017	2.0041	0.825111	0.9375
COG1010	1	1	1	1	0	1	0.971043	0	0.884253	0	0.493244	0	0.0867897	0.477799	1.19499	0.520021	0.5
COG1013	1	1	1	1	0	1	0.986574	0	0.954797	0	0.874495	0	0.0317761	0.112079	1.98746	0.88284	0.96875
COG1045	1	1	1	0	1	0	0.986142	0	0.942514	0	0.79794	0	0.0436289	0.188202	0.599757	0.743654	0.84375
COG1078	1	1	1	1	0	1	0.956009	0	0.807059	0	0.454802	0	0.14895	0.501207	1.23108	0.727997	0.78125
COG1088	1	1	1	0	1	0	0.926814	0	0.808421	0	0.595174	0	0.118392	0.33164	-0.147786	0.582995	0.5625
COG1120	1	1	1	1	0	1	0.989826	0	0.948983	0	0.824782	0	0.040843	0.165044	1.2693	0.797792	0.875
COG1127	1	1	1	0	1	0	0.722869	0	0.307508	0	0.0939599	0	0.415361	0.628909	-2.06586	0.37775	0.375
COG1131	1	1	1	1	0	1	0.999926	0	0.99976	0	0.999258	0	0.000165641	0.000667989	4.50655	0.99816	1
COG1132	1	1	1	0	1	0	0.998716	0	0.99659	0	0.991321	0	0.00212568	0.00739491	1.98049	0.944987	0.96875
COG1136	1	1	1	1	0	1	0.998975	0	0.997479	0	0.99368	0	0.00149691	0.00529534	2.10344	0.99259	1
COG1141	1	1	1	0	1	0	0.980307	0	0.930452	0	0.74021	0	0.0498545	0.240097	1.96075	0.733199	0.75
COG1152	1	1	1	1	0	1	0.0620719	0	0.0131979	0	0.00298026	0	0.048874	0.0590916	-2.37821	0.0725249	0.03125
COG1159	1	1	1	0	1	0	0.991422	0	0.9647	0	0.876401	0	0.0267223	0.115021	0.677332	0.667572	0.71875
COG1160	1	1	1	0	1	0	0.996364	0	0.983392	0	0.928856	0	0.0129723	0.0675075	0.689559	0.781235	0.84375
COG1167	1	1	1	0	1	0	0.989622	0	0.965721	0	0.903181	0	0.0239011	0.0864414	1.83232	0.799959	0.90625
COG1181	1	1	1	0	1	0	0.995431	0	0.983459	0	0.945332	0	0.0119724	0.050099	0.87759	0.841518	0.875
COG1182	1	1	1	0	1	0	0.831372	0	0.52927	0	0.239486	0	0.302102	0.591886	-0.0466321	0.276767	0.25
