family_id	COG_xref	P_root_omin1	P_root_omin4
arCOG02312	COG00577	1.0000	1.0000
arCOG01117	COG01522	1.0000	1.0000
arCOG01107	COG00624	1.0000	1.0000
arCOG00922	COG01136	1.0000	1.0000
arCOG00833	COG00456	1.0000	1.0000
arCOG00751	COG00601	1.0000	1.0000
arCOG00706	COG02414	1.0000	1.0000
arCOG01130	COG00436	1.0000	1.0000
arCOG00606	COG00517	1.0000	1.0000
arCOG00536	COG01977	1.0000	1.0000
arCOG00467	COG01474	1.0000	1.0000
arCOG00288	COG00778	1.0000	1.0000
arCOG00280	COG00433	1.0000	1.0000
arCOG00196	COG01131	1.0000	1.0000
arCOG00194	COG01131	1.0000	1.0000
arCOG00570	COG00644	1.0000	1.0000
arCOG01171	COG00467	1.0000	1.0000
arCOG00130	COG00477	1.0000	1.0000
arCOG01403	COG00438	1.0000	1.0000
arCOG01356	COG01032	1.0000	1.0000
arCOG01580	COG01522	1.0000	1.0000
arCOG00014	COG00524	1.0000	1.0000
arCOG01369	COG00451	1.0000	1.0000
arCOG01972	COG00526	1.0000	1.0000
arCOG01340	COG01042	1.0000	1.0000
arCOG01981	COG01405	1.0000	1.0000
arCOG01259	COG01028	1.0000	1.0000
arCOG01434	COG00498	1.0000	1.0000
arCOG01000	COG00006	1.0000	1.0000
arCOG01257	COG00459	1.0000	1.0000
arCOG02053	COG00589	1.0000	1.0000
arCOG02291	COG01011	1.0000	1.0000
arCOG00767	COG01109	1.0000	1.0000
arCOG02199	COG00543	1.0000	1.0000
arCOG01278	COG00183	1.0000	1.0000
arCOG01534	COG00747	1.0000	1.0000
arCOG02092	COG00119	1.0000	1.0000
arCOG00938	COG00535	1.0000	1.0000
arCOG00181	COG00444	1.0000	1.0000
arCOG00666	COG01208	1.0000	1.0000
arCOG02410	COG02141	1.0000	1.0000
arCOG01510	COG01599	1.0000	1.0000
arCOG00271	COG00697	1.0000	1.0000
arCOG02201	COG00206	1.0000	1.0000
arCOG00600	COG00517	1.0000	1.0000
arCOG00504	COG00491	1.0000	1.0000
arCOG01308	COG00464	1.0000	1.0000
arCOG00184	COG04608	1.0000	1.0000
arCOG02293	COG00637	1.0000	1.0000
arCOG00748	COG01173	1.0000	1.0000
arCOG00318	COG00704	1.0000	1.0000
arCOG01622	COG00673	1.0000	1.0000
arCOG00998	COG01958	1.0000	1.0000
arCOG00695	COG00402	1.0000	1.0000
arCOG00001	COG01695	1.0000	1.0000
arCOG01589	COG00189	1.0000	1.0000
arCOG02391	COG00784	1.0000	1.0000
arCOG02209	COG02244	1.0000	1.0000
arCOG02050	COG00730	1.0000	1.0000
arCOG00065	COG00520	1.0000	1.0000
arCOG00009	COG00531	1.0000	1.0000
arCOG01707	COG01960	1.0000	1.0000
arCOG00238	COG01055	1.0000	1.0000
arCOG00679	COG00675	1.0000	1.0000
arCOG01467	COG00842	1.0000	1.0000
arCOG00894	COG00463	1.0000	1.0000
arCOG00476	COG00382	1.0000	1.0000
arCOG00497	COG02220	1.0000	1.0000
arCOG00636	COG00309	1.0000	1.0000
arCOG02144	COG02036	1.0000	1.0000
arCOG01602	COG01014	1.0000	1.0000
arCOG00062	COG00388	1.0000	1.0000
arCOG00415	COG00468	1.0000	1.0000
arCOG01296	COG00492	1.0000	1.0000
arCOG01252	COG01012	1.0000	1.0000
arCOG01537	COG00651	1.0000	1.0000
arCOG00940	COG00535	1.0000	1.0000
arCOG00970	COG00638	1.0000	1.0000
arCOG01568	COG00668	1.0000	1.0000
arCOG01817	COG00630	1.0000	1.0000
arCOG01676	COG00476	1.0000	1.0000
arCOG01163	COG00473	1.0000	1.0000
arCOG00826	COG00454	1.0000	1.0000
arCOG00033	COG02520	1.0000	1.0000
arCOG00132	COG00477	1.0000	1.0000
arCOG01075	COG01051	1.0000	1.0000
arCOG01608	COG00674	1.0000	1.0000
arCOG03167	COG01373	1.0000	1.0000
arCOG00856	COG00318	1.0000	1.0000
arCOG01578	COG00474	1.0000	1.0000
arCOG01241	COG00582	1.0000	1.0000
arCOG02640	COG01392	1.0000	1.0000
arCOG00333	COG00247	1.0000	1.0000
arCOG02235	COG01148	1.0000	1.0000
arCOG00459	COG00177	1.0000	1.0000
arCOG01753	COG01581	1.0000	1.0000
arCOG01726	COG00142	1.0000	1.0000
arCOG01601	COG01013	1.0000	1.0000
arCOG00368	COG00419	1.0000	1.0000
arCOG01599	COG01013	1.0000	1.0000
arCOG02734	COG01433	1.0000	1.0000
arCOG01543	COG01143	1.0000	1.0000
arCOG01331	COG00501	1.0000	1.0000
arCOG00557	COG01201	1.0000	1.0000
arCOG01502	COG01142	1.0000	1.0000
arCOG01459	COG01063	1.0000	1.0000
arCOG00689	COG00044	1.0000	1.0000
arCOG02250	COG00619	1.0000	1.0000
arCOG01895	COG01082	1.0000	1.0000
arCOG01688	COG01719	1.0000	1.0000
arCOG02219	COG01487	1.0000	1.0000
arCOG04044	COG01830	1.0000	1.0000
arCOG00202	COG01122	1.0000	1.0000
arCOG01700	COG00010	1.0000	1.0000
arCOG04142	COG01899	1.0000	1.0000
arCOG04429	COG00680	1.0000	1.0000
arCOG00042	COG00037	1.0000	1.0000
arCOG02037	COG01378	1.0000	1.0000
arCOG00322	COG00312	1.0000	1.0000
arCOG01791	COG00500	1.0000	1.0000
arCOG02230	COG00066	1.0000	1.0000
arCOG01008	COG00864	1.0000	1.0000
arCOG00321	COG00312	1.0000	1.0000
arCOG01290	COG01533	1.0000	1.0000
arCOG02062	COG00425	1.0000	1.0000
arCOG01389	COG01215	1.0000	1.0000
arCOG01891	COG00125	1.0000	1.0000
arCOG00915	COG00160	1.0000	1.0000
arCOG02579	COG00727	1.0000	1.0000
arCOG01603	COG01014	1.0000	1.0000
arCOG01943	COG01335	1.0000	1.0000
arCOG00302	COG00613	1.0000	1.0000
arCOG00427	COG00608	1.0000	1.0000
arCOG00118	COG00399	1.0000	1.0000
arCOG01145	COG02129	1.0000	1.0000
arCOG01055	COG03432	1.0000	1.0000
arCOG01764	COG02101	1.0000	1.0000
arCOG01773	COG00500	1.0000	1.0000
arCOG01701	COG01676	1.0000	1.0000
arCOG00912	COG00078	1.0000	1.0000
arCOG01848	COG00110	1.0000	1.0000
arCOG00603	COG00167	1.0000	1.0000
arCOG00324	COG00123	1.0000	1.0000
arCOG01698	COG00065	1.0000	1.0000
arCOG01953	COG00475	1.0000	1.0000
arCOG00249	COG01250	1.0000	1.0000
arCOG00585	COG00489	1.0000	1.0000
arCOG00488	COG00592	1.0000	1.0000
arCOG03045	COG00457	1.0000	1.0000
arCOG01648	COG00596	1.0000	1.0000
arCOG01285	COG01545	1.0000	1.0000
arCOG00899	COG00392	1.0000	1.0000
arCOG01754	COG00111	1.0000	1.0000
arCOG00971	COG00638	1.0000	1.0000
arCOG01347	COG01793	1.0000	1.0000
arCOG02028	COG05012	1.0000	1.0000
arCOG00589	COG00455	1.0000	1.0000
arCOG00348	COG02047	1.0000	1.0000
arCOG04346	COG01759	1.0000	1.0000
arCOG01143	COG00639	1.0000	1.0000
arCOG00143	COG00477	1.0000	1.0000
arCOG00702	COG01404	1.0000	1.0000
arCOG01576	COG02217	1.0000	1.0000
arCOG03580	COG02020	1.0000	1.0000
arCOG00310	COG01225	1.0000	1.0000
arCOG04048	COG00717	1.0000	1.0000
arCOG01915	COG00330	1.0000	1.0000
arCOG01411	COG00438	1.0000	1.0000
arCOG04430	COG01078	1.0000	1.0000
arCOG01338	COG01042	1.0000	1.0000
arCOG01605	COG01144	1.0000	1.0000
arCOG01646	COG01506	1.0000	1.0000
arCOG00347	COG01938	1.0000	1.0000
arCOG01549	COG03259	1.0000	1.0000
arCOG02017	COG01853	1.0000	1.0000
arCOG00419	COG00537	1.0000	1.0000
arCOG04172	COG00329	1.0000	1.0000
arCOG01909	COG00174	1.0000	1.0000
arCOG01671	COG00043	1.0000	1.0000
arCOG01292	COG00493	1.0000	1.0000
arCOG01674	COG01254	1.0000	1.0000
arCOG00337	COG00277	1.0000	1.0000
arCOG00070	COG00112	1.0000	1.0000
arCOG01097	COG01592	1.0000	1.0000
arCOG01158	COG00560	1.0000	1.0000
arCOG01068	COG01249	1.0000	1.0000
arCOG01518	COG01363	1.0000	1.0000
arCOG00175	COG03839	1.0000	1.0000
arCOG00338	COG02048	1.0000	1.0000
arCOG00434	COG00714	1.0000	1.0000
arCOG02559	SC.00325	1.0000	0.9999
arCOG01204	COG01708	1.0000	1.0000
arCOG02841	COG01132	1.0000	1.0000
arCOG01832	COG00071	1.0000	1.0000
arCOG03169	COG01672	1.0000	1.0000
arCOG00177	COG03842	1.0000	1.0000
arCOG02008	COG03371	1.0000	1.0000
arCOG00770	COG01199	1.0000	1.0000
arCOG00439	COG01241	1.0000	1.0000
arCOG01352	COG00334	1.0000	1.0000
arCOG00959	COG01146	1.0000	1.0000
arCOG00047	COG01041	1.0000	1.0000
arCOG00924	COG00410	1.0000	1.0000
arCOG02724	COG00350	1.0000	1.0000
arCOG01150	COG01407	1.0000	1.0000
arCOG01561	COG05256	1.0000	1.0000
arCOG01141	COG00622	1.0000	1.0000
arCOG00082	COG00075	1.0000	1.0000
arCOG01939	COG00095	1.0000	1.0000
arCOG01303	COG00509	1.0000	1.0000
arCOG00040	COG02236	1.0000	1.0000
arCOG00576	COG00428	1.0000	1.0000
arCOG01924	COG00252	1.0000	1.0000
arCOG00469	COG00470	1.0000	1.0000
arCOG04121	COG00164	1.0000	1.0000
arCOG00017	COG02522	1.0000	1.0000
arCOG01767	COG03425	1.0000	1.0000
arCOG02603	COG02018	1.0000	1.0000
arCOG02038	COG01378	1.0000	1.0000
arCOG00002	COG01695	1.0000	1.0000
arCOG01532	COG00020	1.0000	1.0000
arCOG04214	COG00432	1.0000	1.0000
arCOG00624	COG01824	1.0000	1.0000
arCOG01179	COG00361	1.0000	1.0000
arCOG01057	COG01733	1.0000	1.0000
arCOG00553	COG01204	1.0000	1.0000
arCOG00357	COG00012	1.0000	1.0000
arCOG01762	COG00085	1.0000	1.0000
arCOG04273	COG00079	1.0000	1.0000
arCOG01609	COG04231	1.0000	1.0000
arCOG00057	COG00449	1.0000	1.0000
arCOG01739	COG00681	1.0000	1.0000
arCOG00946	COG01180	1.0000	1.0000
arCOG00069	COG00171	1.0000	1.0000
arCOG02155	COG01873	1.0000	1.0000
arCOG03323	COG00407	1.0000	0.9999
arCOG01191	COG02250	1.0000	1.0000
arCOG02077	COG00822	1.0000	1.0000
arCOG04223	COG00023	1.0000	1.0000
arCOG02472	COG01941	1.0000	1.0000
arCOG00115	COG00863	1.0000	1.0000
arCOG01894	COG00648	1.0000	1.0000
arCOG01254	COG02872	1.0000	1.0000
arCOG01463	COG00842	1.0000	1.0000
arCOG03038	COG00457	1.0000	0.9988
arCOG01491	COG00243	1.0000	1.0000
arCOG00670	COG00558	1.0000	1.0000
arCOG00067	COG00462	1.0000	1.0000
arCOG00501	COG01234	1.0000	1.0000
arCOG01547	COG03261	1.0000	1.0000
arCOG01430	COG00031	1.0000	1.0000
arCOG00761	COG01720	1.0000	1.0000
arCOG04091	COG00096	1.0000	1.0000
arCOG01768	COG00705	1.0000	1.0000
arCOG01715	COG00719	1.0000	1.0000
arCOG00861	COG00527	1.0000	1.0000
arCOG01165	COG01389	1.0000	1.0000
arCOG01084	COG01694	1.0000	1.0000
arCOG01327	COG00005	1.0000	1.0000
arCOG01681	COG00640	1.0000	1.0000
arCOG01001	COG00024	1.0000	1.0000
arCOG00406	COG00017	1.0000	1.0000
arCOG04093	COG01471	1.0000	1.0000
arCOG00071	COG00367	1.0000	1.0000
arCOG01792	COG00500	1.0000	1.0000
arCOG00952	COG01180	1.0000	1.0000
arCOG01887	COG00180	1.0000	1.0000
arCOG01998	COG00028	1.0000	1.0000
arCOG00503	COG01237	1.0000	1.0000
arCOG04050	COG00258	1.0000	1.0000
arCOG00579	COG01594	1.0000	1.0000
arCOG01640	COG01601	1.0000	1.0000
arCOG02475	COG01908	1.0000	1.0000
arCOG00972	COG01056	1.0000	1.0000
arCOG01069	COG00446	1.0000	1.0000
arCOG01680	COG00640	1.0000	1.0000
arCOG04269	COG01602	1.0000	1.0000
arCOG00869	COG01390	1.0000	1.0000
arCOG04092	COG00094	1.0000	0.9999
arCOG01529	COG00365	1.0000	1.0000
arCOG00496	COG00126	1.0000	1.0000
arCOG00109	COG02890	1.0000	1.0000
arCOG04090	COG00097	1.0000	0.9999
arCOG04233	COG00614	1.0000	1.0000
arCOG00905	COG01573	1.0000	1.0000
arCOG01185	COG03642	1.0000	0.9999
arCOG04073	COG01149	1.0000	1.0000
arCOG00713	COG01848	1.0000	1.0000
arCOG02021	COG00607	1.0000	0.9999
arCOG01462	COG01668	1.0000	1.0000
arCOG01336	COG02078	1.0000	1.0000
arCOG01553	COG03260	1.0000	1.0000
arCOG04098	COG00091	1.0000	0.9999
arCOG04089	COG02147	1.0000	0.9999
arCOG01539	COG01009	1.0000	1.0000
arCOG04302	COG00008	1.0000	0.9999
arCOG00367	COG01630	1.0000	1.0000
arCOG04281	COG00358	1.0000	0.9999
arCOG01169	COG00148	1.0000	0.9999
arCOG01045	COG00237	1.0000	1.0000
arCOG01348	COG00061	1.0000	1.0000
arCOG00890	COG00863	1.0000	1.0000
arCOG01559	COG00480	1.0000	0.9999
arCOG04187	COG01500	1.0000	0.9999
arCOG04130	COG01491	1.0000	0.9999
arCOG01324	COG02820	1.0000	1.0000
arCOG01037	COG01102	1.0000	0.9999
arCOG00543	COG01782	1.0000	0.9999
arCOG00404	COG00124	1.0000	1.0000
arCOG04095	COG00093	1.0000	0.9999
arCOG04072	COG00089	1.0000	0.9999
arCOG00982	COG00371	1.0000	1.0000
arCOG00973	COG00144	1.0000	1.0000
arCOG01920	COG00250	1.0000	0.9999
arCOG00401	COG00441	1.0000	0.9999
arCOG00769	COG00693	1.0000	1.0000
arCOG04113	COG00197	1.0000	0.9999
arCOG04101	COG01394	1.0000	0.9999
arCOG04143	COG01697	1.0000	0.9999
arCOG04277	COG00231	1.0000	0.9999
arCOG04184	COG00127	1.0000	0.9999
arCOG04228	COG01990	1.0000	0.9999
arCOG04137	COG00499	1.0000	0.9999
arCOG04067	COG00090	1.0000	0.9999
arCOG02881	COG00530	1.0000	0.9999
arCOG04088	COG00256	1.0000	0.9999
arCOG01575	COG00689	1.0000	0.9999
arCOG00187	COG01245	1.0000	0.9999
arCOG02673	COG01422	1.0000	0.9999
arCOG00358	COG01163	1.0000	0.9999
arCOG01410	COG00438	1.0000	1.0000
arCOG04096	COG00186	1.0000	0.9999
arCOG01111	COG00574	1.0000	1.0000
arCOG04372	COG00080	1.0000	0.9999
arCOG04213	COG01260	1.0000	1.0000
arCOG00860	COG01608	1.0000	0.9999
arCOG04070	COG00087	1.0000	0.9999
arCOG01474	COG00053	1.0000	1.0000
arCOG04071	COG00088	1.0000	0.9999
arCOG01341	COG01730	1.0000	0.9999
arCOG04186	COG01890	1.0000	0.9999
arCOG01007	COG00609	1.0000	0.9999
arCOG00984	COG01454	1.0000	0.9999
arCOG04099	COG00185	1.0000	0.9999
arCOG00397	COG00420	1.0000	0.9998
arCOG00362	COG02229	1.0000	1.0000
arCOG00785	COG00255	1.0000	0.9999
arCOG00078	COG01889	1.0000	0.9999
arCOG01886	COG00162	1.0000	0.9999
arCOG04185	COG00184	1.0000	0.9999
arCOG04243	COG00103	1.0000	0.9999
arCOG01751	COG01358	1.0000	0.9999
arCOG00231	COG01117	1.0000	1.0000
arCOG01383	COG01216	1.0000	0.9999
arCOG01758	COG00051	1.0000	0.9999
arCOG04087	COG00098	1.0000	0.9999
arCOG02044	COG01287	1.0000	1.0000
arCOG04289	COG00081	1.0000	0.9999
arCOG00038	COG00301	1.0000	0.9999
arCOG00779	COG00200	1.0000	0.9999
arCOG00675	COG01095	1.0000	0.9999
arCOG04169	COG00201	1.0000	0.9999
arCOG00085	COG00519	1.0000	1.0000
arCOG00717	COG02405	1.0000	1.0000
arCOG00989	COG00343	1.0000	1.0000
arCOG04276	COG00209	1.0000	0.9999
arCOG00911	COG00540	1.0000	0.9999
arCOG01606	COG00674	1.0000	1.0000
arCOG01563	COG05257	1.0000	0.9999
arCOG04245	COG00052	1.0000	0.9999
arCOG01180	COG01718	1.0000	0.9999
arCOG00808	COG00525	1.0000	0.9999
arCOG02100	COG01321	1.0000	1.0000
arCOG00784	COG01588	1.0000	0.9999
arCOG02573	COG00655	1.0000	1.0000
arCOG00403	COG00172	1.0000	0.9999
arCOG04229	COG01781	1.0000	0.9999
arCOG04086	COG01841	1.0000	0.9999
arCOG01833	COG00071	1.0000	1.0000
arCOG04179	COG02118	1.0000	0.9999
arCOG00663	COG01208	1.0000	1.0000
arCOG04129	COG02139	1.0000	0.9999
arCOG00865	COG01156	1.0000	0.9999
arCOG00918	COG00001	1.0000	1.0000
arCOG00614	COG01994	1.0000	0.9999
arCOG01028	COG01577	1.0000	0.9999
arCOG00235	COG00179	1.0000	0.9999
arCOG00781	COG01717	1.0000	0.9999
arCOG04242	COG00102	1.0000	0.9999
arCOG01574	COG02123	1.0000	0.9999
arCOG01741	COG01537	1.0000	0.9999
arCOG00895	COG00463	1.0000	1.0000
arCOG02459	COG01527	1.0000	0.9999
arCOG00613	COG01304	1.0000	0.9999
arCOG00213	COG00226	1.0000	1.0000
arCOG04240	COG00100	1.0000	0.9999
arCOG04150	COG01094	1.0000	0.9999
arCOG00587	COG03640	1.0000	1.0000
arCOG04097	COG00092	1.0000	0.9999
arCOG04239	COG00522	1.0000	0.9999
arCOG04254	COG00049	1.0000	0.9999
arCOG00755	COG00665	1.0000	1.0000
arCOG04291	COG01801	1.0000	1.0000
arCOG00402	COG00442	1.0000	0.9999
arCOG04051	COG02412	1.0000	0.9999
arCOG04244	COG01644	1.0000	0.9999
arCOG00780	COG01727	1.0000	0.9999
arCOG01521	COG01233	1.0000	0.9999
arCOG01931	COG02159	1.0000	1.0000
arCOG04312	COG01412	1.0000	0.9999
arCOG04182	COG02004	1.0000	0.9999
arCOG00486	COG00215	1.0000	0.9999
arCOG01465	COG00842	1.0000	1.0000
arCOG01168	COG04948	1.0000	0.9999
arCOG01038	COG01936	1.0000	0.9999
arCOG04255	COG00048	1.0000	0.9999
arCOG01016	COG01460	1.0000	0.9999
arCOG04260	COG01257	1.0000	0.9999
arCOG01358	COG00621	1.0000	0.9999
arCOG01863	COG01813	1.0000	0.9999
arCOG00063	COG00504	1.0000	0.9999
arCOG01035	COG02423	1.0000	1.0000
arCOG01585	COG01522	1.0000	1.0000
arCOG04308	COG01698	1.0000	0.9999
arCOG04076	COG01909	1.0000	0.9999
arCOG04270	COG01675	1.0000	1.0000
arCOG00157	COG01175	1.0000	0.9998
arCOG04107	COG01093	1.0000	0.9999
arCOG02447	COG02006	1.0000	0.9998
arCOG04246	COG01690	1.0000	0.9999
arCOG04256	COG00086	1.0000	0.9999
arCOG00252	COG00677	1.0000	0.9999
arCOG04077	COG02093	1.0000	0.9999
arCOG02620	COG01541	1.0000	1.0000
arCOG02267	COG00306	1.0000	1.0000
arCOG00976	COG02518	1.0000	0.9999
arCOG01342	COG01382	1.0000	0.9999
arCOG00359	COG00370	1.0000	1.0000
arCOG01752	COG01911	1.0000	0.9999
arCOG01719	COG02511	1.0000	0.9999
arCOG00405	COG00423	1.0000	0.9999
arCOG01087	COG00149	1.0000	0.9999
arCOG04174	COG00731	1.0000	0.9999
arCOG01159	COG01340	1.0000	0.9998
arCOG01183	COG00533	1.0000	0.9999
arCOG00678	COG01097	1.0000	0.9999
arCOG01344	COG02238	1.0000	0.9999
arCOG00868	COG01155	1.0000	0.9999
arCOG04064	COG00750	1.0000	0.9999
arCOG04055	COG01371	1.0000	0.9999
arCOG00933	COG01964	1.0000	0.9999
arCOG01227	COG00552	1.0000	0.9999
arCOG01885	COG01383	1.0000	0.9999
arCOG01760	COG00195	1.0000	0.9999
arCOG04109	COG01631	1.0000	0.9999
arCOG02411	COG01598	1.0000	0.9997
arCOG04061	COG01308	1.0000	0.9999
arCOG00809	COG00495	1.0000	0.9999
arCOG04154	COG02007	1.0000	0.9999
arCOG04208	COG01997	1.0000	0.9999
arCOG02613	COG01386	1.0000	0.9999
arCOG04110	COG01467	1.0000	0.9999
arCOG00272	COG00697	1.0000	1.0000
arCOG01728	COG01355	1.0000	0.9999
arCOG04094	COG00198	1.0000	0.9999
arCOG01880	COG00170	1.0000	0.9999
arCOG01228	COG00541	1.0000	0.9999
arCOG03013	COG02219	1.0000	0.9999
arCOG01742	COG01503	1.0000	0.9999
arCOG04314	COG02053	1.0000	0.9999
arCOG02702	COG00500	1.0000	0.9999
arCOG00810	COG00143	1.0000	0.9999
arCOG04102	COG01436	1.0000	0.9999
arCOG00858	COG00528	1.0000	0.9999
arCOG01946	COG02125	1.0000	0.9999
arCOG04176	COG01976	1.0000	0.9999
arCOG00964	COG01150	1.0000	0.9999
arCOG00081	COG00284	1.0000	0.9999
arCOG04258	COG02012	1.0000	0.9999
arCOG01736	COG01514	1.0000	0.9999
arCOG01349	COG00483	1.0000	0.9998
arCOG00243	COG01748	1.0000	1.0000
arCOG02632	COG00286	1.0000	0.9999
arCOG00029	COG00461	1.0000	0.9999
arCOG01808	COG02064	1.0000	0.9998
arCOG01722	COG00099	1.0000	0.9999
arCOG00807	COG00060	1.0000	0.9999
arCOG02611	COG03398	1.0000	0.9999
arCOG00066	COG01104	1.0000	0.9999
arCOG00509	COG00426	1.0000	1.0000
arCOG02846	COG00484	1.0000	0.9999
arCOG04236	COG00396	1.0000	0.9999
arCOG01952	COG00009	1.0000	0.9999
arCOG04288	COG00244	1.0000	0.9999
arCOG04111	COG01761	1.0000	0.9999
arCOG00201	COG01121	1.0000	1.0000
arCOG00571	COG01053	1.0000	0.9999
arCOG02714	COG01478	1.0000	1.0000
arCOG04249	COG01746	1.0000	0.9999
arCOG00018	COG00063	1.0000	0.9999
arCOG04138	COG01269	1.0000	0.9999
arCOG00487	COG00018	1.0000	0.9999
arCOG02172	COG00720	1.0000	0.9999
arCOG01255	COG00013	1.0000	0.9999
arCOG02436	COG01277	1.0000	0.9987
arCOG04536	COG01402	1.0000	0.9999
arCOG04287	COG02058	1.0000	0.9999
arCOG00470	COG00470	1.0000	0.9999
arCOG02462	COG01878	1.0000	0.9999
arCOG00619	COG00069	1.0000	1.0000
arCOG01957	COG00569	1.0000	0.9999
arCOG00485	COG01384	1.0000	0.9999
arCOG00410	COG00016	1.0000	0.9999
arCOG02994	COG01917	1.0000	0.9999
arCOG00068	COG00794	1.0000	0.9999
arCOG04279	COG01786	1.0000	0.9999
arCOG01219	COG01867	1.0000	0.9999
arCOG04447	COG01933	1.0000	0.9999
arCOG00721	COG01439	1.0000	0.9999
arCOG00039	COG00603	1.0000	0.9999
arCOG00134	COG00477	1.0000	0.9999
arCOG01392	COG00381	1.0000	0.9999
arCOG01988	COG02092	1.0000	0.9999
arCOG01696	COG03635	1.0000	1.0000
arCOG04241	COG00202	1.0000	0.9999
arCOG00985	COG02016	1.0000	0.9999
arCOG01009	COG03609	1.0000	0.9999
arCOG03145	COG01372	1.0000	0.9999
arCOG04131	COG00030	1.0000	0.9999
arCOG04257	COG00086	1.0000	0.9999
arCOG01385	COG00463	1.0000	0.9999
arCOG02297	COG00115	1.0000	0.9999
arCOG00328	COG00417	1.0000	0.9999
arCOG00412	COG00072	1.0000	0.9999
arCOG00519	COG00716	1.0000	0.9995
arCOG00159	COG00395	1.0000	0.9997
arCOG01876	COG00620	1.0000	1.0000
arCOG01872	COG00746	1.0000	0.9999
arCOG04125	COG00430	1.0000	0.9999
arCOG00219	COG00725	1.0000	0.9999
arCOG02242	COG03355	1.0000	0.9999
arCOG01527	COG00550	1.0000	0.9999
arCOG00842	COG01670	1.0000	0.9998
arCOG01085	COG01646	1.0000	0.9999
arCOG04345	COG02023	1.0000	0.9999
arCOG00696	COG01228	1.0000	0.9999
arCOG01361	COG01243	1.0000	0.9999
arCOG01616	COG01650	1.0000	0.9999
arCOG04225	COG02110	1.0000	0.9999
arCOG04209	COG01632	1.0000	0.9999
arCOG01963	COG03273	1.0000	0.9999
arCOG01551	COG00852	1.0000	0.9999
arCOG04278	COG01679	1.0000	0.9999
arCOG02740	COG01600	1.0000	0.9999
arCOG00216	COG00303	1.0000	0.9999
arCOG01365	COG01369	1.0000	0.9999
arCOG01122	COG00120	1.0000	0.9999
arCOG01923	COG01498	1.0000	0.9999
arCOG00168	COG00581	1.0000	0.9999
arCOG04387	COG00104	1.0000	0.9999
arCOG04237	COG00372	1.0000	0.9999
arCOG02455	COG00636	1.0000	0.9999
arCOG01282	COG00183	1.0000	0.9997
arCOG03166	COG01672	1.0000	0.9992
arCOG00676	COG01096	1.0000	0.9999
arCOG00978	COG02519	1.0000	0.9999
arCOG01357	COG01032	1.0000	0.9999
arCOG02102	COG01918	1.0000	0.9999
arCOG00185	COG01123	1.0000	0.9999
arCOG01630	COG00251	1.0000	0.9999
arCOG00638	COG00611	1.0000	0.9999
arCOG04629	COG02886	1.0000	0.9999
arCOG04889	COG01328	1.0000	0.9999
arCOG04106	COG00575	1.0000	0.9999
arCOG04455	COG01311	1.0000	0.9999
arCOG00969	COG02248	1.0000	0.9999
arCOG00928	COG01628	1.0000	0.9999
arCOG01124	COG01184	1.0000	0.9999
arCOG00279	COG01586	1.0000	1.0000
arCOG01458	COG00604	1.0000	0.9999
arCOG03060	COG00443	1.0000	0.9998
arCOG01717	COG00154	1.0000	0.9999
arCOG01042	COG01325	1.0000	0.9999
arCOG04313	COG00105	1.0000	0.9999
arCOG04426	COG00375	1.0000	0.9999
arCOG01091	COG01814	1.0000	0.9999
arCOG00991	COG01370	1.0000	0.9999
arCOG02268	COG00019	1.0000	0.9999
arCOG02099	COG01321	1.0000	0.9999
arCOG04473	COG02097	1.0000	0.9999
arCOG00499	COG01235	1.0000	0.9992
arCOG01904	COG01339	1.0000	0.9999
arCOG02682	COG00477	1.0000	0.9999
arCOG00167	COG00573	1.0000	0.9999
arCOG00349	COG01141	1.0000	0.9999
arCOG01560	COG00532	1.0000	0.9999
arCOG00914	COG04992	1.0000	0.9999
arCOG04252	COG00585	1.0000	0.9997
arCOG01500	COG00437	1.0000	0.9998
arCOG04134	COG00128	1.0000	0.9999
arCOG01695	COG01293	1.0000	0.9999
arCOG01407	COG00438	1.0000	1.0000
arCOG01452	COG01518	1.0000	0.9999
arCOG00853	COG00281	1.0000	0.9999
arCOG01849	COG00663	1.0000	0.9994
arCOG01187	COG00068	1.0000	0.9999
arCOG01546	COG01005	1.0000	1.0000
arCOG01223	COG01019	1.0000	0.9999
arCOG00551	COG01711	1.0000	0.9999
arCOG01857	COG01303	1.0000	0.9999
arCOG01225	COG01100	1.0000	1.0000
arCOG01123	COG00182	1.0000	0.9999
arCOG01747	COG00015	1.0000	0.9999
arCOG00818	COG02002	1.0000	0.9999
arCOG01864	COG01476	1.0000	0.9993
arCOG01678	COG01812	1.0000	0.9999
arCOG00035	COG02102	1.0000	0.9997
arCOG00656	COG01060	1.0000	0.9998
arCOG01845	COG02151	1.0000	0.9999
arCOG01619	COG00656	1.0000	0.9999
arCOG00232	COG00704	1.0000	0.9999
arCOG04161	COG01798	1.0000	0.9998
arCOG01351	COG00460	1.0000	0.9999
arCOG01054	COG01071	1.0000	0.9999
arCOG00464	COG00122	1.0000	0.9998
arCOG01339	COG00074	1.0000	0.9999
arCOG01316	COG00591	1.0000	0.9999
arCOG02064	COG02210	1.0000	0.9999
arCOG01755	COG01052	1.0000	0.9998
arCOG00891	COG00084	1.0000	0.9999
arCOG02408	COG01432	1.0000	0.9999
arCOG03072	COG01006	1.0000	0.9998
arCOG02610	COG01354	1.0000	0.9999
arCOG04406	COG01838	1.0000	0.9999
arCOG04139	COG01893	1.0000	0.9999
