family_id	COG_xref	P_root_omin1	P_root_omin4
arCOG01912	COG01585	1.0000	0.9923
arCOG02012	COG00547	1.0000	0.9986
arCOG01871	COG02266	1.0000	0.9952
arCOG00906	COG02260	1.0000	0.9988
arCOG03571	SC.00054	1.0000	0.9360
arCOG08232	SC.00180	1.0000	0.4811
arCOG04479	COG03357	1.0000	0.9991
arCOG07526	COG01715	1.0000	0.7418
arCOG00962	COG00479	1.0000	0.9760
arCOG01263	COG00300	1.0000	0.9571
arCOG00707	COG02414	1.0000	0.9408
arCOG07441	COG00760	1.0000	0.9947
arCOG02842	COG00633	1.0000	0.6819
arCOG04219	COG02433	1.0000	0.9959
arCOG00878	COG00610	1.0000	0.9093
arCOG04305	COG04830	1.0000	0.8259
arCOG02376	COG00642	1.0000	0.2370
arCOG01363	COG01032	1.0000	0.7167
arCOG04307	COG01530	1.0000	0.9453
arCOG01651	COG01073	1.0000	0.6463
arCOG01376	COG00451	1.0000	0.3742
arCOG01668	COG03370	1.0000	0.9807
arCOG00350	COG01161	1.0000	0.9955
arCOG02143	COG02368	1.0000	0.8520
arCOG01178	COG00467	1.0000	0.8559
arCOG01877	COG00620	1.0000	0.8211
arCOG02879	SC.00015	1.0000	0.9905
arCOG01280	COG00183	1.0000	0.9975
arCOG01029	COG00153	1.0000	0.7095
arCOG02427	COG00836	1.0000	0.9897
arCOG04624	COG00431	1.0000	0.5462
arCOG00138	COG00477	1.0000	0.9389
arCOG04330	COG00672	1.0000	0.6771
arCOG03383	COG00823	1.0000	0.0495
arCOG04946	COG03324	1.0000	0.1445
arCOG00053	COG00269	1.0000	0.9975
arCOG04448	COG01397	1.0000	0.0920
arCOG00975	COG00144	1.0000	0.2559
arCOG10124	COG02520	1.0000	0.9668
arCOG01287	COG01545	1.0000	0.9935
arCOG04173	COG00295	1.0000	0.8019
arCOG01355	COG01032	1.0000	0.9729
arCOG02835	COG02324	1.0000	0.6579
arCOG02016	COG01853	1.0000	0.6241
arCOG04612	COG04044	1.0000	0.8403
arCOG05122	COG04912	1.0000	0.9316
arCOG00373	COG01196	1.0000	0.0630
arCOG00099	COG00857	1.0000	0.9589
arCOG05403	COG02329	1.0000	0.1020
arCOG03233	COG04938	1.0000	0.0909
arCOG02461	COG01146	1.0000	0.0388
arCOG04080	COG02362	1.0000	0.9639
arCOG01125	COG01184	1.0000	0.9754
arCOG02576	COG00655	1.0000	0.5054
arCOG04670	COG02987	1.0000	0.9553
arCOG04351	COG03356	1.0000	0.9977
arCOG00054	COG02521	1.0000	0.9267
arCOG00296	COG01145	1.0000	0.9762
arCOG04798	COG01435	1.0000	0.0441
arCOG01713	COG05440	1.0000	0.7379
arCOG04671	COG02986	1.0000	0.9081
arCOG04046	COG04996	1.0000	0.9804
arCOG04435	COG01892	1.0000	0.9948
arCOG00226	COG04143	1.0000	0.0480
arCOG02712	COG00701	1.0000	0.8868
arCOG01328	COG02386	1.0000	0.1279
arCOG00908	COG03286	1.0000	0.9220
arCOG00913	COG01568	1.0000	0.7909
arCOG01911	COG00616	1.0000	0.9983
arCOG05724	COG02810	1.0000	0.6666
arCOG04561	COG03360	1.0000	0.2850
arCOG03706	COG01848	1.0000	0.2208
arCOG03214	COG00207	1.0000	0.8417
arCOG02068	COG01553	1.0000	0.9960
arCOG02761	COG03439	1.0000	0.9225
arCOG01073	COG00494	1.0000	0.8046
arCOG01119	COG04274	1.0000	0.2509
arCOG01798	COG00765	1.0000	0.9713
arCOG06677	COG00787	1.0000	0.0909
arCOG08113	COG04447	1.0000	0.0470
arCOG00572	COG00029	1.0000	0.2004
arCOG00674	COG00558	1.0000	0.1672
arCOG00050	COG00421	1.0000	0.9956
arCOG01394	COG00707	1.0000	0.3248
arCOG04692	COG00546	1.0000	0.5173
arCOG02289	COG02043	1.0000	0.9611
arCOG05161	COG00454	1.0000	0.0763
arCOG07113	SC.00689	1.0000	0.8903
arCOG11014	SC.00234	1.0000	0.0660
arCOG03073	COG00713	1.0000	0.9970
arCOG03088	COG01724	1.0000	0.1825
arCOG00511	COG00491	1.0000	0.3542
arCOG00815	COG02002	1.0000	0.9576
arCOG04967	COG01993	1.0000	0.5018
arCOG07680	COG02832	1.0000	0.0989
arCOG01540	COG01007	1.0000	0.9971
arCOG01202	COG01708	1.0000	0.6983
arCOG04654	COG00839	1.0000	0.9950
arCOG01951	COG01444	1.0000	0.9010
arCOG00103	COG00269	1.0000	0.9716
arCOG01618	COG00656	1.0000	0.8204
arCOG00533	COG00314	1.0000	0.7538
arCOG01174	COG00467	1.0000	0.8709
arCOG04468	COG00451	1.0000	0.9522
arCOG01942	COG00321	1.0000	0.4101
arCOG00581	COG02513	1.0000	0.4941
arCOG04215	COG03375	1.0000	0.7663
arCOG04560	COG00316	1.0000	0.9905
arCOG01364	COG01032	1.0000	0.9780
arCOG04359	COG02517	1.0000	0.1928
arCOG01334	COG00501	1.0000	0.1964
arCOG02468	COG01810	1.0000	0.7875
arCOG03727	COG01591	1.0000	0.9017
arCOG03200	COG04978	1.0000	0.1939
arCOG00423	COG02404	1.0000	0.7711
arCOG03442	SC.00384	1.0000	0.0190
arCOG01522	COG01232	1.0000	0.6447
arCOG00830	COG01247	1.0000	0.9348
arCOG04127	COG01341	1.0000	0.9968
arCOG02600	COG00784	1.0000	0.4256
arCOG02041	COG01502	1.0000	0.1411
arCOG03338	SC.00033	1.0000	0.0865
arCOG04753	COG00322	1.0000	0.9939
arCOG00790	COG01468	1.0000	0.9580
arCOG01161	COG04030	1.0000	0.9178
arCOG02935	COG01741	1.0000	0.9949
arCOG00106	COG01797	1.0000	0.9860
arCOG00828	COG03393	1.0000	0.0892
arCOG02939	COG02154	1.0000	0.8511
arCOG04758	COG01164	1.0000	0.9810
arCOG05412	COG02723	1.0000	0.9313
arCOG02624	COG01541	1.0000	0.9084
arCOG02380	COG01871	1.0000	0.8653
arCOG02759	COG01943	1.0000	0.9962
arCOG02860	COG00288	1.0000	0.6942
arCOG01538	COG01008	1.0000	0.9127
arCOG03042	COG00457	1.0000	0.9251
arCOG09601	COG01012	1.0000	0.0257
arCOG05752	COG04720	1.0000	0.9772
arCOG03192	COG01525	1.0000	0.9353
arCOG01305	COG01637	1.0000	0.7485
arCOG00340	COG00277	1.0000	0.0480
arCOG03788	COG05608	1.0000	0.3217
arCOG06759	COG00438	1.0000	0.1286
arCOG00248	COG01023	1.0000	0.5294
arCOG02430	COG01151	1.0000	0.8195
arCOG04295	COG02094	1.0000	0.5709
arCOG02840	COG00415	1.0000	0.0504
arCOG04403	COG00643	1.0000	0.8011
arCOG02616	COG00535	1.0000	0.4326
arCOG09714	SC.00513	1.0000	0.0383
arCOG05297	COG02402	1.0000	0.6530
arCOG03112	COG03177	1.0000	0.6828
arCOG03162	COG01961	1.0000	0.0305
arCOG01164	COG00538	1.0000	0.9330
arCOG01749	COG00114	1.0000	0.6817
arCOG00951	COG02100	1.0000	0.9946
arCOG04583	COG00500	1.0000	0.8289
arCOG03411	COG00500	1.0000	0.6986
arCOG03151	COG01372	1.0000	0.0706
arCOG03850	COG04122	1.0000	0.4507
arCOG00798	COG00210	1.0000	0.6715
arCOG05721	COG03191	1.0000	0.3899
arCOG07501	COG01994	1.0000	0.7828
arCOG05213	COG01970	1.0000	0.3357
arCOG01992	COG02062	1.0000	0.4330
arCOG04818	COG00553	1.0000	0.0346
arCOG04826	COG02327	1.0000	0.0009
arCOG00110	COG02813	1.0000	0.9909
arCOG03563	COG03291	1.0000	0.6286
arCOG00660	COG00320	1.0000	0.9594
arCOG04347	COG00500	1.0000	0.9589
arCOG02349	COG03920	1.0000	0.5476
arCOG03749	COG04243	1.0000	0.4821
arCOG02966	COG01413	1.0000	0.0827
arCOG00604	COG00042	1.0000	0.1353
arCOG01647	COG01505	1.0000	0.0184
arCOG02807	COG02252	1.0000	0.9164
arCOG06322	COG00506	1.0000	0.0590
arCOG00104	COG01795	1.0000	0.0867
arCOG03713	COG00209	1.0000	0.7734
arCOG04322	COG00260	1.0000	0.3920
arCOG03164	COG02452	1.0000	0.7895
arCOG04128	COG00035	1.0000	0.3917
arCOG04814	COG01002	1.0000	0.7845
arCOG04002	SC.00119	1.0000	0.1819
arCOG07444	COG00192	1.0000	0.3101
arCOG06115	SC.00612	1.0000	0.0525
arCOG00314	COG00526	1.0000	0.0172
arCOG01004	COG02421	1.0000	0.4294
arCOG00665	COG01210	1.0000	0.9953
arCOG03319	COG02348	1.0000	0.0074
arCOG00704	COG01404	1.0000	0.3573
arCOG07810	COG02114	1.0000	0.0336
arCOG04285	COG02079	1.0000	0.6491
arCOG00448	COG02086	1.0000	0.8611
arCOG07561	COG02512	1.0000	0.9211
arCOG05394	COG03643	1.0000	0.2640
arCOG00273	COG00697	1.0000	0.0751
arCOG03841	COG03535	1.0000	0.7668
arCOG02766	COG01266	1.0000	0.2493
arCOG02362	COG00840	1.0000	0.1033
arCOG09164	COG01266	1.0000	0.1554
arCOG00983	COG00337	1.0000	0.1471
arCOG04337	COG01504	1.0000	0.9985
arCOG05850	COG02039	1.0000	0.8764
arCOG04451	COG01753	1.0000	0.6462
arCOG00937	COG01180	1.0000	0.0510
arCOG02446	COG02006	1.0000	0.1797
arCOG01919	COG00805	1.0000	0.9941
arCOG00371	COG01196	1.0000	0.9842
arCOG01999	COG00028	1.0000	0.0126
arCOG03420	SC.00040	1.0000	0.3850
arCOG02782	COG01787	1.0000	0.0592
arCOG04274	COG01270	1.0000	0.9926
arCOG05261	COG03832	1.0000	0.0933
arCOG01799	COG00834	1.0000	0.9723
arCOG06523	COG02818	1.0000	0.2078
arCOG04284	COG01738	1.0000	0.1157
arCOG00108	COG02189	1.0000	0.5816
arCOG02175	COG02409	1.0000	0.1750
arCOG03779	COG01401	1.0000	0.0369
arCOG00355	COG00218	1.0000	0.9848
arCOG02890	COG03608	1.0000	0.0860
arCOG01195	COG01708	1.0000	0.9973
arCOG00644	COG00007	1.0000	0.9858
arCOG02434	COG03613	1.0000	0.3653
arCOG01279	COG00183	1.0000	0.8125
arCOG04409	COG02410	1.0000	0.9988
arCOG01649	COG01073	1.0000	0.0211
arCOG05109	COG00847	1.0000	0.7118
arCOG01964	COG01226	1.0000	0.1189
arCOG02482	COG01520	1.0000	0.9845
arCOG00753	COG00578	1.0000	0.7215
arCOG03078	COG01563	1.0000	0.9907
arCOG02284	COG04880	1.0000	0.9984
arCOG02985	COG02339	1.0000	0.9497
arCOG00479	COG00109	1.0000	0.9812
arCOG03278	COG01449	1.0000	0.9804
arCOG00374	COG02512	1.0000	0.9907
arCOG02607	COG00695	1.0000	0.1507
arCOG00095	COG00067	1.0000	0.9691
arCOG04336	COG01962	1.0000	0.9764
arCOG02825	COG00299	1.0000	0.9724
arCOG04422	COG01915	1.0000	0.7272
arCOG00091	COG01103	1.0000	0.9365
arCOG03773	COG00500	1.0000	0.8763
arCOG00447	COG02025	1.0000	0.6621
arCOG01436	COG00498	1.0000	0.0157
arCOG03130	COG03359	1.0000	0.8210
arCOG02217	SC.00003	1.0000	0.8255
arCOG01128	COG00819	1.0000	0.2613
arCOG10401	SC.00180	1.0000	0.6828
arCOG09550	COG05362	1.0000	0.3259
arCOG02285	COG03270	1.0000	0.5061
arCOG04397	COG00004	1.0000	0.9533
arCOG00105	COG01492	1.0000	0.7309
arCOG04554	COG01356	1.0000	0.9506
arCOG02109	COG02445	1.0000	0.9667
arCOG02526	COG03420	1.0000	0.0312
arCOG04344	COG04818	1.0000	0.9873
arCOG03406	COG05598	1.0000	0.2739
arCOG01302	COG01531	1.0000	0.9975
arCOG00631	COG00517	1.0000	0.3156
arCOG02180	COG01145	1.0000	0.5417
arCOG03962	COG02340	1.0000	0.0050
arCOG02382	COG02201	1.0000	0.7204
arCOG01490	COG00262	1.0000	0.0865
arCOG00335	COG01139	1.0000	0.8685
arCOG04402	COG01352	1.0000	0.7204
arCOG00923	COG01126	1.0000	0.9640
arCOG00602	COG00517	1.0000	0.9927
arCOG03776	SC.00092	1.0000	0.6845
arCOG02246	COG02138	1.0000	0.7376
arCOG04811	COG02383	1.0000	0.9950
arCOG03689	COG01277	1.0000	0.5072
arCOG04081	COG01224	1.0000	0.9927
arCOG02828	COG03367	1.0000	0.9876
arCOG00061	COG02873	1.0000	0.8544
arCOG04376	COG02122	1.0000	0.9614
arCOG02936	COG01562	1.0000	0.0019
arCOG00643	COG00709	1.0000	0.0522
arCOG00036	COG02102	1.0000	0.9981
arCOG02095	COG05016	1.0000	0.4492
arCOG01081	COG01443	1.0000	0.0061
arCOG01386	COG01215	1.0000	0.7755
arCOG01245	COG00582	1.0000	0.0312
arCOG07990	SC.00740	1.0000	0.6905
arCOG05099	COG02105	1.0000	0.1845
arCOG01375	COG01086	1.0000	0.1740
arCOG04329	COG02441	1.0000	0.9982
arCOG03647	SC.00406	1.0000	0.8827
arCOG02004	COG03473	1.0000	0.9758
arCOG04272	COG02038	1.0000	0.9851
arCOG00724	COG01695	1.0000	0.8699
arCOG01235	COG01622	1.0000	0.5421
arCOG00247	COG02084	1.0000	0.2777
arCOG04386	COG01620	1.0000	0.0494
arCOG00478	COG00382	1.0000	0.0359
arCOG00505	COG00491	1.0000	0.9167
arCOG02721	COG01271	1.0000	0.1464
arCOG03688	COG01764	1.0000	0.0501
arCOG00411	COG02024	1.0000	0.9403
arCOG04202	COG02429	1.0000	0.7728
arCOG01989	COG02888	1.0000	0.6844
arCOG04065	COG00612	1.0000	0.0316
arCOG00979	COG04122	1.0000	0.5593
arCOG01118	COG01522	1.0000	0.9828
arCOG07536	COG03055	1.0000	0.0230
arCOG04507	COG03350	0.9999	0.1032
arCOG02897	COG00249	0.9999	0.2764
arCOG01993	COG00588	0.9999	0.7714
arCOG01659	COG00412	0.9999	0.0033
arCOG02962	COG02234	0.9999	0.9488
arCOG02758	COG01688	0.9999	0.8606
arCOG02055	COG00155	0.9999	0.0301
arCOG02488	SC.00293	0.9999	0.2550
arCOG02048	COG01587	0.9999	0.9390
arCOG00654	COG02107	0.9999	0.7691
arCOG01984	COG02440	0.9999	0.5954
arCOG00586	COG01192	0.9999	0.9769
arCOG06870	COG00317	0.9999	0.0130
arCOG02967	COG05635	0.9999	0.1382
arCOG01769	COG03582	0.9999	0.0237
arCOG02895	COG01193	0.9999	0.9794
arCOG01878	COG00620	0.9999	0.1278
arCOG02460	COG01145	0.9999	0.9489
arCOG06880	COG00484	0.9999	0.4750
arCOG01790	COG00500	0.9999	0.0252
arCOG04542	COG00302	0.9999	0.4476
arCOG04898	COG01971	0.9999	0.7199
arCOG00620	COG01900	0.9999	0.9482
arCOG01526	COG01110	0.9999	0.9835
arCOG00773	COG01607	0.9999	0.7350
arCOG01562	COG05258	0.9999	0.9434
arCOG04374	COG03804	0.9999	0.8335
arCOG07500	COG00191	0.9999	0.2942
arCOG03108	COG02235	0.9999	0.2070
arCOG10136	SC.00535	0.9999	0.0944
arCOG02169	COG01305	0.9999	0.0063
arCOG02429	COG01151	0.9999	0.9176
arCOG00267	COG00755	0.9999	0.9171
arCOG00650	COG02241	0.9999	0.2774
arCOG00117	COG00684	0.9999	0.0547
arCOG01869	COG01267	0.9999	0.8693
arCOG04310	COG01960	0.9999	0.4420
arCOG00941	COG00535	0.9999	0.0150
arCOG05278	COG05466	0.9999	0.0004
arCOG02666	COG01353	0.9999	0.2275
arCOG01019	COG04080	0.9999	0.1751
arCOG04206	COG01948	0.9999	0.4186
arCOG04082	COG02366	0.9999	0.4700
arCOG01188	COG02192	0.9999	0.6211
arCOG00661	COG04277	0.9999	0.0596
arCOG03425	COG00697	0.9999	0.0118
arCOG00162	COG01177	0.9999	0.0023
arCOG02562	COG03391	0.9999	0.0018
arCOG01644	COG02245	0.9999	0.3781
arCOG02449	COG01145	0.9999	0.0697
arCOG07384	COG00241	0.9999	0.1631
arCOG00622	COG01475	0.9999	0.8299
arCOG04162	COG02142	0.9999	0.6730
arCOG02244	COG02009	0.9999	0.6720
arCOG01730	COG03384	0.9999	0.0144
arCOG04933	COG04826	0.9999	0.0192
arCOG03271	COG02105	0.9999	0.0067
arCOG10147	COG05551	0.9999	0.0779
arCOG03825	COG03595	0.9999	0.4133
arCOG00664	COG01209	0.9999	0.7777
arCOG08216	COG02002	0.9999	0.2285
arCOG01797	COG00500	0.9999	0.2429
arCOG00250	COG01250	0.9999	0.5022
arCOG05065	COG03681	0.9999	0.0940
arCOG01937	COG01750	0.9999	0.9898
arCOG01670	COG02044	0.9999	0.0143
arCOG04804	COG02060	0.9999	0.0026
arCOG00096	COG00070	0.9999	0.8618
arCOG01242	COG00582	0.9999	0.4290
arCOG01151	COG02908	0.9999	0.0410
arCOG01322	COG01731	0.9999	0.9053
arCOG04713	COG00307	0.9999	0.0043
arCOG06112	COG00365	0.9999	0.3973
arCOG05744	COG01142	0.9999	0.8893
arCOG01822	COG03354	0.9999	0.9782
arCOG02350	COG02203	0.9999	0.9097
arCOG00150	COG01653	0.9999	0.0270
arCOG01182	COG02112	0.9999	0.9843
arCOG04541	COG02759	0.9999	0.0718
arCOG01089	COG00352	0.9999	0.9580
arCOG11010	COG04912	0.9999	0.0586
arCOG02218	SC.00003	0.9999	0.5777
arCOG00048	COG00116	0.9999	0.9845
arCOG06769	COG01100	0.9999	0.0963
arCOG00729	COG04113	0.9999	0.5424
arCOG04297	COG02401	0.9999	0.1706
arCOG04939	SC.00517	0.9999	0.0120
arCOG01497	COG05013	0.9999	0.0034
arCOG01237	COG00843	0.9999	0.4857
arCOG04204	COG03342	0.9999	0.6251
arCOG02134	COG03316	0.9999	0.3127
arCOG04574	COG01704	0.9999	0.7661
arCOG00090	COG00518	0.9999	0.5002
arCOG04938	SC.00516	0.9999	0.0496
arCOG04957	COG02332	0.9999	0.0401
arCOG01444	COG01203	0.9999	0.4213
arCOG04522	COG00785	0.9999	0.2030
arCOG01809	COG01955	0.9999	0.9793
arCOG00921	COG01318	0.9999	0.5116
arCOG02900	COG02304	0.9999	0.5974
arCOG04148	COG02874	0.9999	0.9713
arCOG02717	COG02034	0.9999	0.9193
arCOG04191	COG02046	0.9999	0.9918
arCOG02727	COG01673	0.9999	0.9723
arCOG03447	COG01457	0.9999	0.7292
arCOG05195	COG00457	0.9999	0.0021
arCOG02386	COG02204	0.9999	0.0261
arCOG01406	COG00438	0.9999	0.1023
arCOG02194	COG02181	0.9999	0.1023
arCOG00647	COG01010	0.9999	0.9100
arCOG04053	COG00405	0.9999	0.6582
arCOG03239	COG01106	0.9999	0.2946
arCOG04431	COG00580	0.9999	0.4690
arCOG01311	COG00616	0.9999	0.7783
arCOG04558	COG01957	0.9999	0.5724
arCOG03847	COG01517	0.9999	0.0419
arCOG01824	COG03353	0.9999	0.8609
arCOG00726	COG04113	0.9999	0.6114
arCOG00131	COG00477	0.9999	0.6415
arCOG01049	COG02876	0.9999	0.1008
arCOG00947	COG01180	0.9999	0.3832
arCOG01469	COG00842	0.9999	0.2690
arCOG01615	COG02431	0.9999	0.1620
arCOG01426	SC.00001	0.9999	0.1565
arCOG01879	COG00170	0.9999	0.2752
arCOG02769	COG01266	0.9999	0.9312
arCOG01402	COG00500	0.9999	0.6704
arCOG01766	COG02430	0.9999	0.9624
arCOG00734	COG00640	0.9999	0.0481
arCOG01047	COG00703	0.9999	0.0112
arCOG03349	COG01633	0.9999	0.8512
arCOG04029	COG05550	0.9999	0.3893
arCOG04893	COG04022	0.9998	0.8680
arCOG00056	COG01818	0.9998	0.6156
arCOG02653	COG01035	0.9998	0.9741
arCOG04920	COG04895	0.9998	0.0044
arCOG02327	COG00642	0.9998	0.0638
arCOG01986	COG04670	0.9998	0.0815
arCOG03068	COG00696	0.9998	0.0658
arCOG01906	COG04666	0.9998	0.0560
arCOG03914	COG02132	0.9998	0.0492
arCOG02657	COG01336	0.9998	0.3972
arCOG00762	COG02191	0.9998	0.5736
arCOG00032	COG01092	0.9998	0.0583
arCOG04790	COG02320	0.9998	0.0161
arCOG03794	COG03601	0.9998	0.8393
arCOG01721	COG01290	0.9998	0.1820
arCOG01801	COG02358	0.9998	0.0215
arCOG00346	COG01139	0.9998	0.0046
arCOG02722	COG02170	0.9998	0.0385
arCOG07121	COG01359	0.9998	0.0465
arCOG04994	COG05549	0.9998	0.4180
arCOG02877	COG00726	0.9998	0.0684
arCOG00827	COG01246	0.9998	0.0375
arCOG00709	COG02414	0.9998	0.0804
arCOG03427	COG02510	0.9998	0.0046
arCOG06678	COG00686	0.9998	0.0533
arCOG04762	COG00451	0.9998	0.0155
arCOG01686	COG00640	0.9998	0.1030
arCOG03456	COG01983	0.9998	0.0079
arCOG04331	COG05496	0.9998	0.2783
arCOG03663	COG01501	0.9998	0.0980
arCOG05022	COG04095	0.9998	0.5294
arCOG01597	COG00026	0.9998	0.0012
arCOG04159	COG00714	0.9998	0.0269
arCOG02902	COG02304	0.9998	0.0023
arCOG06980	COG03864	0.9998	0.0107
arCOG01782	COG00500	0.9998	0.0353
arCOG00395	COG02512	0.9998	0.3168
arCOG00386	COG02512	0.9998	0.0250
arCOG01408	COG00438	0.9998	0.0311
arCOG01805	COG03221	0.9998	0.0046
arCOG04199	COG01022	0.9998	0.0060
arCOG02785	COG03119	0.9998	0.0293
arCOG00637	COG01973	0.9998	0.2584
arCOG01691	COG02345	0.9998	0.0028
arCOG01927	COG03427	0.9998	0.1053
arCOG03924	COG01846	0.9998	0.1573
arCOG05233	COG03603	0.9998	0.0197
arCOG01913	COG01585	0.9998	0.2003
arCOG00822	COG02002	0.9998	0.1049
arCOG01256	COG02872	0.9998	0.0419
arCOG01918	COG00330	0.9998	0.2086
arCOG00161	COG01176	0.9998	0.0039
arCOG00764	COG02191	0.9998	0.0396
arCOG01372	COG00451	0.9998	0.1110
arCOG00626	COG01253	0.9998	0.6734
arCOG03156	COG03780	0.9998	0.0195
arCOG00173	COG03639	0.9998	0.0046
arCOG02170	SC.00300	0.9998	0.0162
arCOG04153	COG01522	0.9998	0.8399
arCOG10150	SC.00215	0.9998	0.3577
arCOG00635	COG02070	0.9998	0.0144
arCOG07672	SC.00124	0.9998	0.0033
arCOG01391	COG01215	0.9998	0.6349
arCOG02474	COG01740	0.9998	0.8145
arCOG02957	COG04023	0.9997	0.7304
arCOG03118	COG01238	0.9997	0.9127
arCOG04715	COG02968	0.9997	0.5222
arCOG02691	COG00477	0.9997	0.0116
arCOG06408	COG00642	0.9997	0.5313
arCOG01189	COG00661	0.9997	0.2893
arCOG05374	COG01956	0.9997	0.0095
arCOG00888	COG01483	0.9997	0.0837
arCOG07589	COG01848	0.9997	0.0345
arCOG04676	COG01619	0.9997	0.0118
arCOG01962	COG03263	0.9997	0.1529
arCOG02638	COG00657	0.9997	0.0162
arCOG04480	COG02002	0.9997	0.0233
arCOG02107	COG01708	0.9997	0.9695
arCOG01147	COG01409	0.9997	0.3726
arCOG01114	COG00574	0.9997	0.0329
arCOG01030	COG02605	0.9997	0.0319
arCOG01067	COG01252	0.9997	0.0349
arCOG04531	COG01914	0.9997	0.6487
arCOG03949	COG03815	0.9997	0.9526
arCOG02998	COG01917	0.9997	0.0593
arCOG01550	COG00374	0.9997	0.6325
arCOG02926	COG03794	0.9997	0.0272
arCOG06027	COG03189	0.9997	0.1388
arCOG02025	COG05557	0.9997	0.1874
arCOG01588	SC.00278	0.9997	0.0117
arCOG01314	SC.00272	0.9997	0.0488
arCOG02280	COG03413	0.9997	0.0132
arCOG01814	COG02064	0.9997	0.9757
arCOG02128	COG03415	0.9997	0.9193
arCOG03433	COG01517	0.9997	0.1270
arCOG03508	COG05306	0.9997	0.0272
arCOG00774	COG02030	0.9997	0.6173
arCOG01506	COG03381	0.9997	0.2801
arCOG01847	COG01045	0.9997	0.0229
arCOG00477	COG00382	0.9997	0.5224
arCOG01156	COG01408	0.9997	0.0080
arCOG00230	COG01910	0.9997	0.7086
arCOG01667	COG03369	0.9997	0.0046
arCOG04417	COG03364	0.9997	0.9640
arCOG01120	COG05431	0.9997	0.9827
arCOG00749	COG01173	0.9997	0.6339
arCOG02677	COG00140	0.9997	0.9149
arCOG03031	COG03253	0.9997	0.0009
arCOG01614	COG00028	0.9996	0.8289
arCOG00968	COG02428	0.9996	0.6065
arCOG03799	SC.00095	0.9996	0.8139
arCOG01838	COG00071	0.9996	0.0367
arCOG09146	COG03385	0.9996	0.0024
arCOG00658	COG00502	0.9996	0.2756
arCOG00327	COG00123	0.9996	0.0208
arCOG02452	COG00467	0.9996	0.8180
arCOG02889	COG03608	0.9996	0.0013
arCOG03079	COG02111	0.9996	0.7767
arCOG03182	COG01846	0.9996	0.0194
arCOG00528	COG05015	0.9996	0.0049
arCOG03103	COG01612	0.9996	0.0453
arCOG03099	COG01863	0.9996	0.8051
arCOG00965	COG01150	0.9996	0.0007
arCOG02352	COG02202	0.9996	0.0567
arCOG04203	COG03174	0.9996	0.2469
arCOG02433	COG05418	0.9996	0.0736
arCOG00408	COG01190	0.9996	0.0410
arCOG04317	COG04732	0.9996	0.8133
arCOG01734	COG04933	0.9996	0.2674
arCOG01297	COG03634	0.9996	0.3883
arCOG01247	COG04974	0.9996	0.0168
arCOG02338	COG02202	0.9996	0.0445
arCOG06909	COG01456	0.9995	0.0220
arCOG07503	COG02843	0.9995	0.0009
arCOG00227	COG01840	0.9995	0.0006
arCOG03457	COG00571	0.9995	0.0365
arCOG07424	COG00635	0.9995	0.0079
arCOG00669	COG01209	0.9995	0.0651
arCOG02492	COG03291	0.9995	0.7291
arCOG01501	COG01140	0.9995	0.0034
arCOG04471	COG04083	0.9995	0.7587
arCOG02191	COG00385	0.9995	0.0012
arCOG10664	COG04552	0.9995	0.0462
arCOG04434	COG03476	0.9995	0.9495
arCOG01360	COG01244	0.9995	0.9287
arCOG06028	COG01487	0.9995	0.6795
arCOG06833	SC.00666	0.9995	0.0263
arCOG10427	COG04275	0.9995	0.0017
arCOG04734	COG00500	0.9995	0.0057
arCOG05373	COG00276	0.9995	0.0021
arCOG00963	COG00479	0.9995	0.8870
arCOG03777	SC.00092	0.9995	0.8285
arCOG09752	COG03305	0.9994	0.0282
arCOG02745	COG01721	0.9994	0.0109
arCOG05133	COG00572	0.9994	0.0796
arCOG03082	COG01320	0.9994	0.7768
arCOG02647	COG01309	0.9994	0.0006
arCOG02142	COG01916	0.9994	0.9342
arCOG07605	COG00642	0.9994	0.0143
arCOG00986	COG00144	0.9994	0.8731
arCOG05392	COG05615	0.9994	0.0236
arCOG02069	COG02923	0.9994	0.0102
arCOG07683	COG01637	0.9994	0.0067
arCOG05014	COG02181	0.9994	0.1820
arCOG01244	COG04342	0.9994	0.0027
arCOG00292	COG01145	0.9993	0.8754
arCOG03462	COG00531	0.9993	0.7839
arCOG08019	COG05564	0.9993	0.0197
arCOG01694	COG01716	0.9993	0.0054
arCOG06074	COG01493	0.9993	0.0122
arCOG04489	COG04689	0.9993	0.0273
arCOG03310	COG00753	0.9993	0.1225
arCOG01443	COG02254	0.9993	0.2620
arCOG04196	COG03033	0.9993	0.0565
arCOG03077	COG02111	0.9993	0.8728
arCOG01448	COG00640	0.9993	0.0015
arCOG00206	COG03638	0.9993	0.0005
arCOG01236	COG01622	0.9993	0.2235
arCOG05509	SC.00304	0.9993	0.0159
arCOG04365	COG04012	0.9993	0.5245
arCOG03874	COG02855	0.9993	0.0033
arCOG07247	SC.00699	0.9993	0.8496
arCOG01720	COG00723	0.9993	0.1482
arCOG02029	COG01410	0.9993	0.0297
arCOG02113	COG02427	0.9993	0.1252
arCOG05401	SC.00550	0.9993	0.6618
arCOG00990	COG01549	0.9993	0.9297
arCOG05331	COG02391	0.9993	0.0245
arCOG04816	COG03505	0.9992	0.0002
arCOG03934	SC.00448	0.9992	0.0074
arCOG08649	COG03569	0.9992	0.8648
arCOG03218	COG04021	0.9992	0.1568
