family,fn,fp,step,MCC_mean,MCC_std,MCC_count,F1_mean,F1_std,F1_count,prec_mean,prec_std,prec_count,rec_mean,rec_std,rec_count,fp_removed_mean,fp_removed_std,fp_removed_count,ece_mean,ece_std,ece_count,mce_mean,mce_std,mce_count,brier_mean,brier_std,brier_count,nll_mean,nll_std,nll_count
hidden_HO_T8,0.0,0.01,1,0.7274419336968899,0.14076471641518656,10,0.790803198813818,0.11277423577459056,10,0.6952165159019434,0.16139137693470557,10,0.9402931606203342,0.016889151758693564,10,0.30879619841229505,0.049904788903254664,10,0.1551211226109272,0.07586791200629442,10,0.39893331263673765,0.10130815932220491,10,0.10800552647560835,0.054844982399084356,10,0.4015843793749809,0.18646300602716218,10
hidden_HO_T8,0.0,0.01,2,0.7382952386193433,0.06815992028358615,10,0.798786871020045,0.05625060548831759,10,0.6786608993647982,0.0666611289729848,10,0.9739625973244603,0.02784699700984255,10,0.11162798014406823,0.13579661074437646,10,0.1402066069260473,0.030135365397649654,10,0.6418780205507701,0.09665348328312506,10,0.10436642840504647,0.030263377910333098,10,0.5370798438787461,0.20316666568348446,10
hidden_HO_T8,0.0,0.01,3,0.7560037832400577,0.05335946575699375,10,0.8130639974002756,0.04635266951166359,10,0.7206208115021875,0.07049802649560004,10,0.9430696918347625,0.07421146256876308,10,0.18744954376823983,0.030449894375453222,10,0.10353631556161946,0.03160872391261225,10,0.5318827282564608,0.159285994691313,10,0.08785510733723641,0.01872025706875022,10,0.4021705001592636,0.10060887298323397,10
hidden_HO_T8,0.0,0.01,4,0.8426026058244757,0.07999842297722926,10,0.8816346708842883,0.06123683617223906,10,0.8303083449238725,0.08454655225015152,10,0.942723263829472,0.04005492696710823,10,0.2328319060134953,0.05582608972560773,10,0.04936712561843509,0.026021634213063707,10,0.34875682350973825,0.08791916783221636,10,0.05277908723801374,0.028036580937682912,10,0.25894157886505126,0.14274026022879296,10
hidden_HO_T8,0.0,0.01,5,0.6972755055364003,0.1104169454259405,10,0.7670677863879158,0.08877445911506532,10,0.6528047091112015,0.13326483490929822,10,0.9476117995128158,0.01830313620582882,10,0.3166668063837683,0.10569989921588656,10,0.13392080209680332,0.0556389870763759,10,0.5966308239388172,0.12163389329584752,10,0.12309457659721375,0.05014213896101991,10,0.6276546478271484,0.29361124275065603,10
hidden_HO_T8,0.0,0.01,6,0.5145963201614948,0.17179731422410724,10,0.6358525523106973,0.13435252525498467,10,0.6114623099556961,0.10943455179641508,10,0.6640564932488028,0.1663845186064957,10,0.42455642485806644,0.033831571787480016,10,0.12920036722992725,0.0360472468616757,10,0.38031720283808884,0.0787820669643905,10,0.1533932525664568,0.0499078943872789,10,0.7637466832995414,0.2767798954192895,10
hidden_HO_T8,0.0,0.01,7,0.9154074104960415,0.014242899281520421,10,0.9370892425121997,0.009147985284482473,10,0.91330761027734,0.023670370520473712,10,0.9628076635946806,0.015052297635820248,10,0.39362016470893735,0.06825481690794484,10,0.02213145248445208,0.012041652238409011,10,0.21070805670275955,0.12075476113792541,10,0.025799654237926007,0.006747193820263184,10,0.09913967773318291,0.030439461228350676,10
hidden_HO_T8,0.0,0.01,8,0.9758548523592827,0.008287270763421726,10,0.982138022294901,0.005395911878486472,10,0.9734423910336696,0.0035099249759775186,10,0.9910099029034324,0.008240290566422849,10,0.3590461066257834,0.06069201769056734,10,0.0067226030864672316,0.001405418689686728,10,0.207443896889433,0.045307913932030194,10,0.007742862543091178,0.003180448823910605,10,0.037580058351159094,0.01788334111310382,10
hidden_HO_T8,0.0,0.02,1,0.73994513753047,0.12969851136029026,10,0.8006154575562275,0.10440306253777912,10,0.707794603578464,0.1503505654067931,10,0.941127141573304,0.01677234631551342,10,0.31434864694769765,0.05075689872450067,10,0.14894889293890157,0.07121601740904984,10,0.39208506153810363,0.09723523300422425,10,0.10322391409426927,0.0503178775494449,10,0.38625418990850446,0.17170695655948043,10
hidden_HO_T8,0.0,0.02,2,0.7342588957502453,0.06831356754185466,10,0.7953553890334406,0.05692450264231185,10,0.6731716272952697,0.06754886759644098,10,0.9754904603097595,0.025803192879293974,10,0.11333145640331181,0.13498150493424402,10,0.14275636068301217,0.031730834340044166,10,0.6508654306410239,0.09520233352916824,10,0.10710408985614776,0.030926222080762927,10,0.546528160572052,0.20377732942241603,10
hidden_HO_T8,0.0,0.02,3,0.7576996635544072,0.05168561476840975,10,0.8145082722174634,0.04500175677632975,10,0.7207011525443144,0.06279350238909859,10,0.9449697436358708,0.0738618543527978,10,0.18635544748763552,0.029333397903498176,10,0.10322375003688264,0.028248182301622973,10,0.5343030225958658,0.14705970546486463,10,0.08773401454091072,0.01690401098788559,10,0.4038252979516983,0.09647516535497848,10
hidden_HO_T8,0.0,0.02,4,0.8329902591156557,0.07624387734319568,10,0.8736889429187608,0.05911065908772882,10,0.8082540561189692,0.08494314670411619,10,0.9544079563824999,0.032193469222005514,10,0.22170935611935821,0.05443850665932114,10,0.05993357267751283,0.02815329089526801,10,0.4134054630663317,0.07583852820763196,10,0.058204514905810356,0.028161582114557514,10,0.29062669426202775,0.1456674622555006,10
hidden_HO_T8,0.0,0.02,5,0.7008990295562946,0.10385824551069184,10,0.7701267182893503,0.08391067684347438,10,0.6561395349008506,0.12502575058287638,10,0.947337539559625,0.019922937585909826,10,0.3126980439184015,0.10462724497869419,10,0.13081417814928106,0.050972077325519255,10,0.6015136610817498,0.11121841170762839,10,0.11869113929569722,0.045564812122145484,10,0.5841284602880478,0.2577324404116557,10
hidden_HO_T8,0.0,0.02,6,0.5388186601099169,0.15365182671304453,10,0.6562357098965699,0.11976137306192831,10,0.6189891676870897,0.09897972581458908,10,0.6997642293041579,0.14816338274909452,10,0.4195639486408312,0.03191528728492828,10,0.12613550198901505,0.031014386403799953,10,0.35945468211866133,0.07802477015802428,10,0.14750182032585143,0.04434581117310548,10,0.7124635308980942,0.23650846160010405,10
hidden_HO_T8,0.0,0.02,7,0.9029203606866597,0.012992142656366829,10,0.9276467639818156,0.008338483373117806,10,0.89145117091149,0.019607150161215597,10,0.9673487023782792,0.011738621430396038,10,0.39028611525442997,0.06805845900329245,10,0.029342784970160483,0.011449569568764601,10,0.2591238678227251,0.1260638360362138,10,0.03010933957993984,0.006713603875756855,10,0.11640347316861152,0.03183161629390168,10
hidden_HO_T8,0.0,0.02,8,0.962451128327934,0.0069094761034003485,10,0.9720245437933219,0.004197975996732577,10,0.9531952502285058,0.0037816209018001175,10,0.991655332690031,0.00822588694204362,10,0.3437591306540172,0.06018162455199727,10,0.012629245319831454,0.001154529518818,10,0.3399049497058582,0.07067212221164096,10,0.012277250178158283,0.002960391019989582,10,0.06052893735468388,0.017399663693424983,10
hidden_HO_T8,0.0,0.05,1,0.766004560081049,0.09595162476411138,10,0.8214671671224915,0.07849743750559723,10,0.73403303563949,0.11446571092514271,10,0.9430149597223425,0.016934805689973336,10,0.32692408810541107,0.05450545794962147,10,0.13301163745973582,0.057783109148876036,10,0.37033140916447393,0.08336047444728512,10,0.09264533817768097,0.03800214554728258,10,0.3512687608599663,0.13263613839506563,10
