COG	Node_GCA-000006805.1_AP024487.1_0
COG2423	0.1
COG2425	0.46
COG2426	0.2
COG2427	0.406
COG2428	0.52
COG2429	0.54
COG2430	0.09
COG2431	0.19
COG2433	0.08
COG2440	0.57
COG2441	0.84
COG2442	0.87
COG2443	0.61
COG2445	0.98
COG2450	0.98
COG2451	0.15
COG2452	0.68
COG2453	0.85
COG2454	0.65
COG2456	0.14
COG2457	0.79
COG2461	0.05
COG2469	0.86
COG2509	0.79
COG2510	0.7114
COG2511	0.99
COG2512	0.999014
COG2513	0.19
COG2515	0.05
COG2516	0.28
COG2517	0.62
COG2518	0.78
COG2519	0.48
COG2520	0.9931
COG2521	0.82
COG2522	0.51
COG2524	0.06
COG2603	0.088
COG2605	0.01
COG2606	0.88
COG2607	0.2846
COG2608	0.8419
COG2610	0.01
COG2703	0.26
COG2710	0.884054
COG2717	0.04
COG2718	0.01
COG2721	0.3127
COG2723	0.01
COG2730	0.01
COG2746	0.01
COG2755	0.04
COG2759	0.39
COG2761	0.09
COG2768	0.02
COG2770	0.02
COG2801	0.2456
COG2810	0.8
COG2811	0.79
COG2813	0.75
COG2815	0.01
COG2818	0.35
COG2819	0.12
COG2820	0.45
COG2827	0.05
COG2832	0.11
COG2834	0.01
COG2835	0.44
COG2838	0.01
COG2843	0.01
COG2847	0.01
COG2848	0.97
COG2855	0.06
COG2856	0.06
COG2862	0.01
COG2864	0.2374
COG2865	0.1628
COG2872	0.5684
COG2873	0.07
COG2874	0.85
COG2875	0.14
COG2876	0.01
COG2878	0.01
COG2880	0.1783
COG2881	0.467958
COG2886	0.9784
COG2887	0.2416
COG2888	0.32
COG2890	0.98
COG2892	0.9883
COG2896	0.8642
COG2897	0.34
COG2908	0.246214
COG2920	0.07
COG2923	0.38
COG2924	0.02
COG2936	0.17
COG2940	0.1
COG2968	0.05
COG2971	0.06
COG2986	0.23
COG2987	0.07
COG2998	0.19
COG3019	0.06
COG3033	0.02
COG3039	0.125632
COG3044	0.08
COG3046	0.03
COG3049	0.0199
COG3055	0.08
COG3058	0.08
COG3075	0.3
COG3091	0.02
COG3119	0.049303
COG3136	0.04
COG3153	0.3211
COG3158	0.02
COG3161	0.23
COG3173	0.0298
COG3174	0.82
COG3177	0.8713
COG3181	0.06
COG3183	0.12
COG3189	0.39
COG3191	0.05
COG3193	0.07
COG3199	0.9905
COG3205	0.11
COG3212	0.05
COG3216	0.02
COG3217	0.02
COG3221	0.01
COG3233	0.03
COG3246	0.05
COG3247	0.0591
COG3250	0.28
COG3252	0.89
COG3255	0.587
COG3260	0.85
COG3261	0.96
COG3262	0.7746
COG3263	0.79
COG3269	0.94
COG3270	0.06
COG3271	0.06
COG3272	0.14
COG3273	0.07
COG3276	0.44
COG3277	0.2
COG3281	0.02
COG3285	0.01
COG3286	0.35
COG3287	0.66
COG3291	0.998625
COG3293	0.01
COG3294	0.04
COG3299	0.1545
COG3301	0.07
COG3305	0.59
COG3315	0.02
COG3316	0.02
COG3324	0.38
COG3325	0.8416
COG3328	0.01
COG3335	0.398872
COG3337	0.32968
COG3339	0.0595
COG3342	0.02
COG3344	0.01
COG3345	0.01
COG3350	0.757
COG3351	0.74
COG3352	0.65
COG3353	0.66
COG3354	0.46
COG3355	0.841381
COG3356	0.82
COG3357	0.13
COG3359	0.2198
COG3360	0.01
COG3363	0.02
COG3364	0.69
COG3365	0.13
COG3366	0.29
COG3367	0.6
COG3368	0.75
COG3369	0.09
COG3370	0.0694
COG3371	0.57
COG3372	0.34
COG3373	0.82
COG3375	0.33
COG3376	0.04
COG3377	0.55
COG3378	0.7634
COG3379	0.61
COG3381	0.15
COG3382	0.97
COG3384	0.2
COG3385	0.4083
COG3387	0.621622
COG3388	0.27
COG3389	0.95
COG3390	0.8464
COG3391	0.39665
COG3393	0.67
COG3396	0.05
COG3398	0.03
COG3402	0.4
COG3404	0.08
COG3408	0.2258
COG3409	0.02
COG3413	0.977021
COG3415	0.01
COG3420	0.990454
COG3425	0.98
COG3427	0.12
COG3428	0.4
COG3430	0.997716
COG3431	0.298981
COG3432	0.60509
COG3436	0.07
COG3439	0.06
COG3440	0.0397
COG3461	0.24
COG3462	0.59359
COG3463	0.8138
COG3465	0.4258
COG3466	0.3404
COG3467	0.1536
COG3472	0.03
COG3473	0.33
COG3475	0.02
COG3476	0.45
COG3481	0.53
COG3482	0.01
COG3486	0.01
COG3501	0.0595
COG3503	0.38
COG3505	0.02
COG3513	0.01
COG3525	0.03
COG3534	0.02
COG3535	0.63
COG3543	0.1
COG3546	0.03
COG3547	0.06
COG3568	0.15
COG3569	0.17
COG3571	0.01
COG3576	0.79
COG3582	0.7148
COG3586	0.04
COG3587	0.05
COG3590	0.04
COG3592	0.01
COG3593	0.68
COG3595	0.16
COG3600	0.02
COG3601	0.31
COG3603	0.01
COG3608	0.2386
COG3609	0.47275
COG3612	0.35
COG3613	0.2032
COG3620	0.19
COG3628	0.03
COG3634	0.01
COG3635	0.21
COG3640	0.9632
COG3642	0.97
COG3643	0.15
COG3649	0.41
COG3653	0.19
COG3654	0.01
COG3666	0.02
COG3669	0.09
COG3677	0.0991
COG3679	0.02
COG3681	0.0694
COG3682	0.53
COG3727	0.05
COG3733	0.01
COG3741	0.02
COG3769	0.22
COG3774	0.75
COG3780	0.06
COG3794	0.69
COG3797	0.07
COG3804	0.03
COG3808	0.91
COG3809	0.02
COG3815	0.01
COG3828	0.01
COG3830	0.99
COG3832	0.03
COG3833	0.01
COG3836	0.13
COG3839	0.7999
COG3842	0.9307
COG3845	0.41
COG3848	0.12
COG3862	0.01
COG3863	0.01
COG3864	0.13
COG3865	0.07
COG3875	0.16
COG3888	0.07
COG3889	0.2179
COG3890	0.01
COG3894	0.954
COG3919	0.43
COG3920	0.48597
COG3934	0.11
COG3937	0.04
COG3945	0.68
COG3958	0.6
COG3970	0.01
COG3971	0.05
COG3975	0.221
COG3978	0.03
COG3980	0.08
COG4003	0.98
COG4004	0.13
COG4006	0.01
COG4007	0.01
COG4008	0.59
COG4010	0.12
COG4012	0.35
COG4013	0.03
COG4014	0.08
COG4015	0.02
COG4016	0.03
COG4018	0.03
COG4019	0.02
COG4020	0.28
COG4021	0.15
COG4022	0.03
COG4023	0.07
COG4024	0.08
COG4025	0.19
COG4026	0.13
COG4028	0.22
COG4029	0.67
COG4031	0.11
COG4033	0.02
COG4034	0.27
COG4035	0.02
COG4036	0.15
COG4037	0.41
COG4038	0.17
COG4039	0.544006
COG4041	0.36
COG4043	0.08
COG4044	0.12
COG4046	0.76
COG4047	0.34
COG4048	0.45
COG4049	0.07
COG4050	0.82
COG4051	0.19
COG4052	0.85
COG4053	0.02
COG4054	0.61
COG4055	0.78
COG4056	0.74
COG4057	0.39
COG4058	0.5
COG4059	0.32
COG4060	0.03
COG4061	0.21
COG4062	0.41
COG4063	0.9208
COG4064	0.19
COG4065	0.04
COG4066	0.35
COG4068	0.66
COG4069	0.2
COG4070	0.82
COG4071	0.02
COG4072	0.39
COG4073	0.07
COG4074	0.01
COG4075	0.04
COG4077	0.01
COG4078	0.03
COG4079	0.04
COG4080	0.11
COG4081	0.01
COG4083	1
COG4084	0.09
COG4085	0.9608
COG4087	0.451
COG4088	0.05
COG4089	0.86
COG4090	0.37
COG4095	0.07
COG4096	0.37
COG4097	0.04
COG4104	0.01
COG4113	0.970894
COG4121	0.08
COG4122	0.2374
COG4143	0.76
COG4152	0.02
COG4176	0.01
COG4177	0.9862
COG4190	0.07
COG4198	0.09
COG4231	0.02
COG4237	0.2773
COG4243	0.19
COG4257	0.01
COG4268	0.43
COG4272	0.15
COG4273	0.11
COG4274	0.78
COG4275	0.01
COG4277	0.09
COG4279	0.3961
COG4294	0.37
COG4301	0.01
COG4314	0.03
COG4342	0.01
COG4343	0.73
COG4344	0.01
COG4345	0.02
COG4346	0.06
COG4347	0.15
COG4352	0.76
COG4353	0.03
COG4354	0.04
COG4377	0.01
COG4430	0.18
COG4447	0.03
COG4572	0.01
COG4584	0.03
COG4591	0.01
COG4603	0.406
COG4608	0.47
COG4635	0.02
COG4640	0.0397
COG4641	0.13
COG4656	0.06
COG4657	0.01
COG4658	0.05
COG4659	0.08
COG4660	0.02
COG4662	0.05
COG4666	0.01
COG4667	0.01
COG4670	0.08
COG4689	0.08
COG4690	0.38
COG4708	0.63
COG4709	0.11
COG4711	0.03
COG4713	0.01
COG4715	0.01
COG4720	0.4756
COG4721	0.04
COG4725	0.01
COG4729	0.02
COG4732	0.68
COG4738	0.18
COG4739	0.56
COG4741	0.83
COG4742	0.01
COG4743	0.79
COG4745	0.5
COG4747	0.79
COG4754	0.56
COG4756	0.01
COG4760	0.2575
COG4799	0.06
COG4800	0.77
COG4802	0.03
COG4803	0.0298
COG4804	0.02
COG4809	0.28
COG4813	0.01
COG4818	0.82
COG4821	0.01
COG4826	0.66
COG4830	0.39
COG4832	0.66
COG4843	0.13
COG4845	0.01
COG4854	0.14
COG4860	0.26
COG4866	0.04
COG4870	0.134464
COG4871	0.01
COG4880	0.2
COG4881	0.02
COG4882	0.25
COG4883	0.01
COG4887	0.96
COG4888	0.14
COG4891	0.01
COG4892	0.11
COG4894	0.21
COG4895	0.02
COG4900	0.58
COG4901	0.37
COG4902	0.01
COG4904	0.02
COG4908	0.01
COG4911	0.06
COG4912	0.2969
COG4914	0.8385
COG4919	0.11
COG4921	0.01
COG4928	0.06
COG4930	0.1
COG4932	0.05
COG4933	0.1
COG4934	0.0788
COG4938	0.34
COG4946	0.01
COG4948	0.02
COG4962	0.98
COG4978	0.02
COG4983	0.01
COG4986	0.6
COG4992	0.15
COG4996	0.32
COG4997	0.09
COG4998	0.05
COG5012	0.799624
COG5013	0.71
COG5014	0.72
COG5015	0.02
COG5016	0.91
COG5184	0.05
COG5207	0.04
COG5256	0.97
COG5257	1
COG5258	0.84
COG5276	0.01
COG5277	0.4
COG5304	0.0496
COG5305	0.4568
COG5306	0.646738
COG5310	0.02
COG5316	0.04
COG5340	0.86
COG5362	0.23
COG5378	0.81
COG5418	0.92
COG5421	0.146224
COG5423	0.8
COG5427	0.92
COG5428	0.66239
COG5431	0.7552
COG5440	0.1
COG5459	0.02
COG5466	0.424
COG5476	0.01
COG5483	0.72
COG5485	0.02
COG5486	0.03
COG5493	0.6193
COG5496	0.01
COG5504	0.01
COG5513	0.04
COG5542	0.04
COG5549	0.01
COG5550	0.95096
COG5551	0.859889
COG5557	0.3565
COG5559	0.02
COG5561	0.81
COG5563	0.2
COG5564	0.0595
COG5573	0.03
COG5592	0.01
COG5598	0.46
COG5608	0.4708
COG5615	0.46
COG5617	0.56
COG5625	0.1264
COG5635	0.66
COG5643	0.01
COG5646	0.42
COG5650	0.3088
COG5652	0.04
COG5658	0.17
