family,fn,fp,step,MCC_mean,MCC_std,MCC_count,F1_mean,F1_std,F1_count,prec_mean,prec_std,prec_count,rec_mean,rec_std,rec_count,fp_removed_mean,fp_removed_std,fp_removed_count,ece_mean,ece_std,ece_count,mce_mean,mce_std,mce_count,brier_mean,brier_std,brier_count,nll_mean,nll_std,nll_count
nohidden_HO_T20_bacFT_hard,0.0,0.01,11,0.08173608666496604,0.09111410799185107,10,0.35655891555783914,0.08082740678167608,10,0.2967052286412364,0.07331284872197588,10,0.45171927747351737,0.1012892465074133,10,0.5681083675020668,0.07056785396647432,10,0.32164154388318955,0.02884409974406268,10,0.6888473877861666,0.08503361880546323,10,0.33406183421611785,0.027603737160679966,10,1.8231579184532165,0.3791953812629191,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,12,-0.0638757600059513,0.15251853477600105,10,0.25906451031774647,0.11710146200409023,10,0.21474752118345458,0.09454114587745699,10,0.33210561372893826,0.15583299594585406,10,0.4849062881131534,0.10313681703716447,10,0.3685316964825034,0.052421638574328175,10,0.8037534902039397,0.11562743381475006,10,0.3818069726228714,0.04485827921770727,10,2.048500418663025,0.30229199305804183,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,13,0.0050275517241497505,0.17313953974046714,10,0.2884583361112719,0.13481167790540735,10,0.2506406467403949,0.11180021450909285,10,0.3430029667202099,0.17178617052429115,10,0.3587056375091003,0.0831751909517875,10,0.34059075324811905,0.05106855881992743,10,0.7848132717194172,0.15551150746146555,10,0.3377764537930489,0.04838495645061827,10,1.4194332957267761,0.2228652243377539,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,14,0.02629427944430295,0.14969695995197918,10,0.28853203025705976,0.12598071264871688,10,0.26579002922466843,0.11028650445835983,10,0.3242965782625606,0.16554967077678773,10,0.4442295837290654,0.05943644295952132,10,0.3164480340489413,0.04799536928488251,10,0.7365349916075938,0.1270064321245722,10,0.3215753808617592,0.03811420697436565,10,1.5565950274467468,0.4766136824098643,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,15,0.08681931235668995,0.17219963297091226,10,0.32064967439903025,0.14478205139668915,10,0.3042593369943839,0.11554189509654789,10,0.34206868940668084,0.1877746575083191,10,0.4229001321143942,0.07246642851769203,10,0.28155813438187416,0.04441764260235886,10,0.7454231064360981,0.12227548084006659,10,0.29888183921575545,0.04926360075445726,10,1.5065638422966003,0.44997779507144486,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,16,0.11821955583521522,0.11585646818501308,10,0.28581866377260284,0.12686578760776654,10,0.35571536689553207,0.07177383792067393,10,0.2569371541233851,0.19212466153559854,10,0.6315573594612782,0.1041423393636564,10,0.22754361217199923,0.036196310188125726,10,0.736206769341372,0.08923545277922974,10,0.26145835071802137,0.033972551844636524,10,1.6875179767608643,0.42537279781902204,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,17,0.14768291363810845,0.10928370215751244,10,0.3205492325802786,0.11623932386084963,10,0.3740474960983438,0.06247260957817419,10,0.2982415740342724,0.19561815858761952,10,0.534406182191338,0.10679590779457869,10,0.2581332692890204,0.02020584101017668,10,0.5682108504660532,0.04170316194610837,10,0.25965981632471086,0.020874654198085166,10,1.4536783218383789,0.19435996573403866,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,18,0.172903715825575,0.12258088753129541,10,0.32250770361434433,0.12748232217630984,10,0.40818088689988413,0.08324543614381792,10,0.2924942716406843,0.21287292720535225,10,0.6601946689389729,0.13002228214150482,10,0.19760763331269363,0.026250030487079905,10,0.718733962021289,0.09643349078926346,10,0.22856262773275376,0.018459669264269868,10,0.99677574634552,0.20194341076431932,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,19,0.7053417798305966,0.039431582960179956,10,0.7640147285341835,0.03450048718441973,10,0.8562234778952836,0.07546125698784105,10,0.7007364492660779,0.09450901892939065,10,0.41101421198836785,0.08268010600473014,10,0.07137352951459112,0.025065145718495975,10,0.3634966311272305,0.10601040922130792,10,0.08449027836322784,0.01537076013328962,10,0.3302126735448837,0.06893655733608117,10
nohidden_HO_T20_bacFT_hard,0.0,0.01,20,0.9755464744607159,0.01688339530124702,10,0.9819917931105175,0.011199889172953495,10,0.9688480498859733,0.01839854719495281,10,0.995618572670983,0.0042081096221284605,10,0.2608396342667628,0.058871164090823304,10,0.008635839022417121,0.008540321340543375,10,0.26044325238089827,0.18579959994678524,10,0.008217746997252107,0.006479591739652565,10,0.040685834176838395,0.03475481347421886,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,1,0.6111695170200528,0.1651063422050414,10,0.7117762204647494,0.12474712683848979,10,0.6759052145090418,0.1384653401569566,10,0.7539643357152046,0.10988402166988773,10,0.8636212277753026,0.11276917120131667,10,0.08934136530901429,0.04895850019336339,10,0.29394521149013375,0.13414031140894947,10,0.11752230934798717,0.04888937506383091,10,0.43570312336087225,0.17699367025041826,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,2,0.6980820928210899,0.06352767261928849,10,0.7731238362646955,0.05111730156512263,10,0.6738506592326694,0.07407626248121116,10,0.9132974744486905,0.041802329147465025,10,0.5523439330640973,0.07594492426339017,10,0.11479645044848508,0.035574752656219275,10,0.2822522067080527,0.09518087173763456,10,0.1085680067539215,0.025840895130879032,10,0.41734592616558075,0.13930880720286842,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,3,0.4761546001918878,0.12207825652441068,10,0.6091537948064161,0.0975397553545902,10,0.4610713024027332,0.10446849672318567,10,0.9183674327379487,0.035156072557778445,10,0.17617072881474544,0.01861613482117612,10,0.28809385659653,0.07897110758058692,10,0.5238253291678492,0.06644903487256044,10,0.251225009560585,0.08213847271820861,10,1.2405828058719635,0.5936956229399412,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,4,0.5138784921941337,0.08714633057732758,10,0.6403490825232183,0.0762815714645825,10,0.5176731068409027,0.09829392247315014,10,0.853698766663803,0.04594357208697936,10,0.16906624198483117,0.043041467476756176,10,0.21804449574147547,0.052479093005039834,10,0.49226583300911375,0.09075646030666797,10,0.19457087889313698,0.039047408767872965,10,0.8563141345977783,0.22659553954101755,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,5,0.4986482019882207,0.10719722512914483,10,0.6335793260830024,0.07954802209849225,10,0.506306224742552,0.09348382099453433,10,0.8594364873532093,0.05270877078625984,10,0.2332751683065762,0.04081389495333814,10,0.237075955271077,0.06285652185278509,10,0.5070790211958799,0.09646396940285902,10,0.21017194166779518,0.062204366962200656,10,0.9966676503419876,0.40526764162778783,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,6,0.436544646884247,0.12254036368621544,10,0.594837088521447,0.083696660688871,10,0.49042958041471946,0.08198101728500198,10,0.7631824109877166,0.09436254378824535,10,0.31452513114079345,0.03601547152264756,10,0.2366349504438324,0.054856380503771875,10,0.4921298123053533,0.07512339708631031,10,0.21471292153000832,0.052224014541208175,10,1.0089918822050095,0.3104354409700032,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,7,0.354855536372429,0.08618801082354521,10,0.5425903262097971,0.05955678901902438,10,0.42738260395910804,0.06536500110385757,10,0.7538813236468102,0.06447810271499492,10,0.4002277188151845,0.0799417050973986,10,0.2768595278571949,0.05845972007316348,10,0.5515106938758175,0.08460075563554334,10,0.26760304272174834,0.053348780505429405,10,1.4975780725479126,0.4441654032919332,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,8,0.46761720407588553,0.18398445118273754,10,0.6207205478472773,0.11803976603629598,10,0.5359681935162797,0.1221616350390168,10,0.743563572070012,0.10532104082464105,10,0.3197698907529653,0.13129020238001984,10,0.20068406307009998,0.08277329363228218,10,0.42755263348512534,0.08967341288941624,10,0.18884697631001474,0.07587312165046524,10,0.8472174733877182,0.4422784674302298,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,9,0.35941719528859783,0.12822449567973654,10,0.5439066167638897,0.09216255961035623,10,0.4307692985785847,0.08712802308420414,10,0.7430925148145558,0.10379337391416239,10,0.4071874582174315,0.0827975950252573,10,0.24368434273262127,0.04403556851177288,10,0.5186081978608222,0.061760713939135695,10,0.23087016195058824,0.04371853491693673,10,0.9134194016456604,0.18580708549902009,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,10,0.08341943159339935,0.10221841471059996,10,0.3889628609954193,0.07254192827965658,10,0.28797410849240357,0.0642817902455927,10,0.6048696195608729,0.08096041589767472,10,0.49002775049993075,0.050977866751330723,10,0.41455833032167433,0.04950030108790645,10,0.6665110261613497,0.08226172517739334,10,0.402094829082489,0.04783547176060627,10,2.4328187465667725,0.5421658376470025,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,11,0.09091720900675662,0.09152113708671776,10,0.36539405919356494,0.07972272628037419,10,0.3009628273313807,0.0735187879226568,10,0.47115321141646743,0.10037064773579592,10,0.5566493736115457,0.07394934773142291,10,0.32355364996986435,0.033445609893809826,10,0.6778361344728926,0.08399152955958886,10,0.33371400833129883,0.02986357923057114,10,1.7912320852279664,0.3811905907432026,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,12,-0.04521778681796268,0.15250171201036603,10,0.2751835037672354,0.11596030642870152,10,0.2247452747472744,0.09055747312791962,10,0.36138224017120785,0.16256354107820678,10,0.4756089835229683,0.10379704254195625,10,0.3649246370374269,0.0487223597579674,10,0.7849714286417391,0.11230556143371997,10,0.377564936876297,0.04268475944806847,10,1.9674586534500123,0.2769179782754722,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,13,0.029622041154121516,0.1660349031612094,10,0.30834043225070823,0.12840019210815648,10,0.26384023772595444,0.1006981117596419,10,0.3754402281850046,0.1773555013697762,10,0.3472089604763269,0.09112910756352417,10,0.33321112201871594,0.04430168451655668,10,0.7696209968806893,0.1375343261641056,10,0.3308720409870148,0.04334095027519792,10,1.356888324022293,0.19601544362573553,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,14,0.06245826466520589,0.15520126110799848,10,0.3183500286195479,0.12642756349463505,10,0.28855229772356467,0.10973693138070822,10,0.36428503619430874,0.16798779178132822,10,0.43077422175685853,0.06022580323338192,10,0.30414212362515564,0.04922775276664882,10,0.7077483892408449,0.11993497832015737,10,0.311590401828289,0.04126436103362703,10,1.482295286655426,0.48200031042875935,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,15,0.12262240230643122,0.1748298425306868,10,0.35091709458828924,0.14302727028168935,10,0.32731638935198,0.11241784652022045,10,0.3814499676547417,0.18960585568220387,10,0.4142366609649364,0.07134454803408037,10,0.27078916102638695,0.04316385847111361,10,0.7126559517466274,0.10907134827403009,10,0.28907712548971176,0.050668070010760395,10,1.4298430323600768,0.4487420485053491,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,16,0.15416560933211582,0.11645751074683354,10,0.3222600297413655,0.11986025826047315,10,0.38547075451400975,0.06807842890162429,10,0.2963169876518104,0.1972670093508905,10,0.6199554159610703,0.10956229175217634,10,0.22139651695007762,0.04082637539177624,10,0.6762851614102035,0.07720148057599963,10,0.2548267513513565,0.036184054062860085,10,1.6143746376037598,0.4330680017356355,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,17,0.18403082827778078,0.10450098804163624,10,0.3560174029371108,0.10741883798391962,10,0.4007497558543296,0.050801537092586106,10,0.3399215149479978,0.19960680361823896,10,0.5193731600501439,0.11756077971444628,10,0.2507145141708651,0.022586083814851478,10,0.5385627092552151,0.04265424403047168,10,0.2531406581401825,0.020330974271422483,10,1.3969335198402404,0.17666296153781766,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,18,0.2088427979153646,0.11989396292019112,10,0.3599367311929617,0.11830494269970974,10,0.43405403171286255,0.07894519788939414,10,0.33527198468398733,0.21746891895632686,10,0.6465188649228043,0.1398834746306135,10,0.19397552430045528,0.03427624815195323,10,0.6232557206004018,0.1016911797397866,10,0.22344632297754288,0.019090020990241218,10,0.9627471029758453,0.19883742096246892,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,19,0.7058381165792111,0.04068308915106383,10,0.768779110201944,0.03372879227808074,10,0.8353191771883454,0.07482176097409957,10,0.7233541252985373,0.09432805583463363,10,0.3994519912627279,0.08689858205849721,10,0.0687917348863053,0.03515950134031042,10,0.33283207957537153,0.1379357969473483,10,0.08564521744847298,0.018510122723052743,10,0.3348249733448029,0.08444271524190164,10
nohidden_HO_T20_bacFT_hard,0.0,0.02,20,0.9586373323806292,0.017885048657580737,10,0.9692155165083799,0.011680798802993934,10,0.9438175963418786,0.01895416149157087,10,0.9961560564355139,0.0038691685012277087,10,0.25332244037426827,0.057455391181692135,10,0.016004648936919337,0.009588287684273987,10,0.4262344161088441,0.1601074275984769,10,0.014023973885923625,0.007355115286730873,10,0.06899891123175621,0.04209533955143033,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,1,0.651437354951768,0.1445333274278717,10,0.74126710726842,0.10979347352547955,10,0.7016133386809555,0.12141513194719473,10,0.7875030970883888,0.09769092922503894,10,0.8482782635802277,0.11548784577331302,10,0.07778239663451435,0.03976885129284025,10,0.29086938980558585,0.10300467372201787,10,0.10422964431345463,0.0420951651865358,10,0.37685116454958917,0.14929896602882273,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,2,0.7177357850993731,0.05827665671813253,10,0.7874295300429655,0.047746349087570875,10,0.690480068908258,0.07095740236267094,10,0.9219803128507575,0.03800655853647988,10,0.5627602582404834,0.07497748695496476,10,0.10522473706610144,0.03269526937609553,10,0.2828694836456941,0.10127319625908486,10,0.09874613881111145,0.023572349480128853,10,0.36852813363075254,0.11887666808260616,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,3,0.4896972905754958,0.12905317739834468,10,0.6177899273956629,0.10268646411768916,10,0.47007478742626735,0.1114267582558285,10,0.9242976771013847,0.03398764350254277,10,0.19188211682453907,0.02179551672079958,10,0.28002693507067866,0.08263959059274736,10,0.5243807402025363,0.06965299287082403,10,0.2438538208603859,0.08569929951100597,10,1.1808664143085479,0.5852323580234132,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,4,0.5257177098272653,0.09057482126681626,10,0.6466008836552023,0.07919953301312907,10,0.5171360526045431,0.09958497972034151,10,0.8776201356803996,0.0441527060462148,10,0.16062603928761504,0.04142532524926148,10,0.22251231176478092,0.054506979784133075,10,0.5111532820722026,0.09343577163836608,10,0.19436216875910758,0.04207938415507027,10,0.8320849567651749,0.23172376492207228,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,5,0.5120385000558424,0.1053273746438286,10,0.6408507448199837,0.07922544970438732,10,0.5076957960011206,0.09206318430931658,10,0.881429637387015,0.04688879648969375,10,0.22206333450286952,0.0394329646528516,10,0.23977416336141366,0.0626618540019244,10,0.5252737066278388,0.0952164102366741,10,0.20885120034217836,0.062052416420647155,10,0.9708986937999725,0.3941100436971027,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,6,0.4560792306931802,0.11753984251981454,10,0.6074982202165327,0.0798138141396839,10,0.4954051329819599,0.07877891471823138,10,0.7924347988377914,0.08771668812234397,10,0.30461197123039857,0.037008859730651954,10,0.2352276674235017,0.05417177988661034,10,0.5078160373856063,0.08254638908816005,10,0.21057089865207673,0.05165838007414683,10,0.9551452487707138,0.29490422207983125,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,7,0.3836678128874142,0.08435628472660608,10,0.560222237287166,0.05808243968378267,10,0.4373532436413714,0.06569802585487954,10,0.7903417036344456,0.05657199625139579,10,0.38071201173748725,0.076071722093659,10,0.2748732575996971,0.057401028541086044,10,0.5522123320363339,0.08384690279116798,10,0.2616522267460823,0.05315155398835397,10,1.4418911993503571,0.43838661873232093,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,8,0.4879685864731065,0.17549797643084883,10,0.6339728757623273,0.1132341300026803,10,0.5366737653896589,0.11491091950630732,10,0.7799970897861318,0.1047405097148112,10,0.31286049807811117,0.1345922597725542,10,0.2008560698683417,0.07770330933039174,10,0.43604165365008524,0.09161190504551454,10,0.18532334566116332,0.07059704767338869,10,0.7980401426553726,0.3899259622634366,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,9,0.41306300472991664,0.122204378852367,10,0.5778609747518029,0.08877427243577579,10,0.45932043511272946,0.08662243712785235,10,0.7848147753440514,0.09396195461371097,10,0.402382787574452,0.09251475589802173,10,0.23170483961204397,0.04425493711080641,10,0.4916325954271505,0.07365631707430162,10,0.21322226971387864,0.04153965293560937,10,0.8362456381320953,0.17409900885371826,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,10,0.16108390003663514,0.10033955247260476,10,0.42958185221757067,0.07257272784401418,10,0.3223577946819085,0.06534752955762661,10,0.649052479483221,0.0790701369742217,10,0.4837376842114799,0.04594349247190039,10,0.37291881232990504,0.04759099439006702,10,0.6349985751476808,0.08086486061436843,10,0.36473803520202636,0.046706388988690985,10,2.150982654094696,0.5067314719349313,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,11,0.11592580468385436,0.08840314932635172,10,0.3886554645207806,0.07511801793813672,10,0.3114419468392763,0.07177223605900858,10,0.525783244145108,0.09582534439388748,10,0.5266372715718399,0.08583951134607494,10,0.3322241341453011,0.04560860725643757,10,0.654810306639936,0.08418876318811365,10,0.33782527446746824,0.03698003675205473,10,1.818241333961487,0.40389786243384074,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,12,0.017917943357348854,0.13865326923962956,10,0.3276331060313676,0.10188548632119272,10,0.25804218083110514,0.07660947384890976,10,0.4580315025313032,0.15609273161158743,10,0.45565977442646516,0.10304108635197576,10,0.356596968926583,0.03822514713916598,10,0.7160176297179597,0.08767594176557952,10,0.36477369666099546,0.036775299774172744,10,1.7672264933586121,0.2396309264045871,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,13,0.13214626558092288,0.13865848717130475,10,0.3883572336059241,0.1034382781345914,10,0.31863719504080257,0.07436784955861667,10,0.5060461566954906,0.1684530903809224,10,0.316446475832591,0.10589111473889168,10,0.3068489816050958,0.03793787549362998,10,0.6580700535617339,0.09168312418933305,10,0.30420705676078796,0.03447964392785431,10,1.1612490355968474,0.16068476828103023,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,14,0.20054114929370068,0.13202438221727517,10,0.4306821287756895,0.10592321670853075,10,0.3623525995972411,0.0964689061475815,10,0.5452585379553996,0.14608371787023475,10,0.3652471521352235,0.06375313031787944,10,0.27649902967191764,0.047941579793740405,10,0.5787310508215633,0.10215561217482848,10,0.2834118366241455,0.03919376794775566,10,1.3031144082546233,0.49278784398453473,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,15,0.26864720246386947,0.15189465389713522,10,0.47266412353467013,0.11991558519233278,10,0.4035680404995617,0.09178727931687311,10,0.5751193424350576,0.16860700806459752,10,0.3513276181857259,0.058335411703920724,10,0.2486119289400604,0.03292011876705696,10,0.5604573078025109,0.06434099501376357,10,0.2577296793460846,0.04450381859357747,10,1.1972532391548156,0.40756162441673394,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,16,0.29178263841644714,0.11159414738317709,10,0.472105687384378,0.0967370197025338,10,0.45418547643448337,0.0619343355805304,10,0.5049803611040832,0.16877294200808415,10,0.5294037582477193,0.09304905870164444,10,0.2142891503560779,0.051907141570138385,10,0.5253777604833569,0.06399500853907274,10,0.23401143848896028,0.04412190243645569,10,1.350773185491562,0.46757909668653075,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,17,0.3290988948361669,0.07590530895172576,10,0.5022656286835794,0.07526821533097768,10,0.46735596034097127,0.02539506243232747,10,0.5633117384294735,0.16975074644685995,10,0.4050817038235871,0.11373322168998147,10,0.23410353490475608,0.03502100236311889,10,0.5319899216053354,0.06258335289558867,10,0.23120207488536834,0.023352460467241303,10,1.1830919861793519,0.11538590789651906,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,18,0.34609451897566634,0.09904798463382343,10,0.510783186118102,0.08854216178462643,10,0.48264989951918713,0.06784449330797647,10,0.5668297105178542,0.18396035569444802,10,0.5460364983307106,0.1313308720010399,10,0.19500301763287284,0.04853665299465944,10,0.4737268660924407,0.13112940518366153,10,0.2079415887594223,0.02433997502633594,10,0.8375882983207703,0.19058130592757266,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,19,0.7093445112036598,0.04897291421768692,10,0.7834343147670711,0.038298000716868216,10,0.7470789923570964,0.059661367414034196,10,0.831771336352815,0.0787883308969397,10,0.32224230010051547,0.06882229502823008,10,0.07054274371575195,0.05048710440866832,10,0.3194975885359169,0.1695383846026213,10,0.09300993084907531,0.026501884168696907,10,0.3712681412696838,0.12605463287320043,10
nohidden_HO_T20_bacFT_hard,0.0,0.05,20,0.9032141390607624,0.01807444766665768,10,0.9265041433541243,0.012258008949744548,10,0.8653484715800156,0.01956954855509975,10,0.9971568970312467,0.0033701650538481777,10,0.2240996824661273,0.04759493178900279,10,0.042435814123965965,0.010508915567701099,10,0.7088773206461052,0.07769485573367642,10,0.034818865545094016,0.00851024695810535,10,0.18146380931138992,0.059075080530806255,10
nohidden_HO_T20_bacFT_hard,0.0,0.1,1,0.7080024705340893,0.10827739717857879,10,0.7828457775354372,0.08325372739650258,10,0.7329739648650724,0.09149197234600545,10,0.8412584054907661,0.07570108158803517,10,0.8122124246201841,0.1205394389090613,10,0.0665771277119245,0.025898030893501782,10,0.3049804795252361,0.06340640713694355,10,0.08679799735546112,0.030701129058121893,10,0.30482485964894296,0.10568303023684861,10
nohidden_HO_T20_bacFT_hard,0.0,0.1,2,0.7441903927386051,0.04947619214781075,10,0.8067458195292403,0.04206166984958604,10,0.7125161993170952,0.06507113464876449,10,0.9345806157522081,0.03142329606018489,10,0.578547142044908,0.07473000402399102,10,0.09440012843790094,0.0284659190697775,10,0.3016122420323991,0.11209840177419825,10,0.08598485738039016,0.01933753982238826,10,0.3064254209399223,0.08531603470284516,10
nohidden_HO_T20_bacFT_hard,0.0,0.1,3,0.5216315079145701,0.13654877416868985,10,0.6388710128047824,0.10879960592555776,10,0.49269918955351083,0.12130435183095861,10,0.9342394185549235,0.03167040837804122,10,0.2199400788567174,0.028283927679972506,10,0.2608816719093462,0.08474012235522185,10,0.5187110575148692,0.0784534708847221,10,0.22529734745621682,0.0865112846927954,10,1.0441500693559647,0.5372301433505443,10
nohidden_HO_T20_bacFT_hard,0.0,0.1,4,0.5462643190175047,0.09101247672123224,10,0.65751202168631,0.08066119219352622,10,0.5191695589482014,0.0991067792487791,10,0.9120093563240304,0.03836840532854844,10,0.15585619993168182,0.04536727608418637,10,0.22707918859009885,0.056033082535797446,10,0.5353199357516462,0.09858878773178632,10,0.19254671409726143,0.044436874018544625,10,0.7937809348106384,0.22996189029267639,10
nohidden_HO_T20_bacFT_hard,0.0,0.1,5,0.5237678792660788,0.10041321889964465,10,0.6455225300599626,0.07677813040515719,10,0.5032495326608951,0.08720759786824375,10,0.9118534257340596,0.03739693753869632,10,0.20503911657839424,0.038358927913362886,10,0.24836427547629913,0.062114030208798174,10,0.5648702496164755,0.08550945861551139,10,0.21169722378253936,0.06127313304815773,10,0.9600412726402283,0.38067907336468465,10
