COG	LBCA_alt
COG4956	0.999875
COG4962	0.999682
COG4963	0.895628
COG4965	0.999167
COG4968	0.998777
COG4992	0.998522
COG5000	0.782808
COG5001	0.999995
COG5002	0.999993
COG5009	0.790774
COG5012	0.896609
COG5405	0.999869
COG5557	0.997305
COG5652	0.655608
