COG_ID	category	name	combined_input	combined_out_post	combined_present	euryroot_ml_input	euryroot_ml_out_post	euryroot_ml_present	euryroot_unif_input	euryroot_unif_out_post	euryroot_unif_present	gld_min1_input	gld_min1_out_post	gld_min1_present	gld_min4_input	gld_min4_out_post	gld_min4_present
COG1525	L	Endonuclease YncB, thermonuclease family	0.0050	0.5058	1	0.0000	0.1315	0	0.0000	0.2754	0	1.0000	0.6133	1	0.9353	0.4434	0
COG1526	C	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase	0.1050	0.8801	1	0.9300	0.9895	1	0.0800	0.8546	1	1.0000	0.9989	1	0.9999	0.9936	1
COG1527	C	Archaeal/vacuolar-type H+-ATPase subunit C/Vma6	0.0000	0.9782	1	0.2000	0.9996	1	0.0000	0.9777	1	1.0000	1.0000	1	0.9999	0.9999	1
COG1528	P	Ferritin	0.0000	0.1842	0	0.1500	0.7258	1	0.0000	0.1181	0	1.0000	0.9855	1	0.9558	0.8599	1
COG1529	C	Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit	0.0050	0.0452	0	0.7300	0.1347	0	0.0400	0.0658	0	1.0000	0.7337	1	0.9934	0.5811	1
COG1530	J	Ribonuclease G or E	0.0000	0.9860	1	0.4300	0.9978	1	0.0000	0.9551	1	1.0000	0.9997	1	0.9453	0.9995	1
COG1531	S	Uncharacterized conserved protein, UPF0248 family	0.0000	0.8756	1	0.2400	0.9947	1	0.0100	0.8857	1	1.0000	0.9963	1	0.9975	0.9978	1
COG1532	R	Predicted RNA-binding protein	0.0000	0.4742	0	0.4500	0.9637	1	0.0000	0.2413	0	0.7021	0.9906	1	0.0015	0.9175	1
COG1533	L	DNA repair photolyase	0.0700	0.9821	1	0.8860	0.9896	1	0.0300	0.9587	1	1.0000	0.9990	1	1.0000	0.9967	1
COG1534	J	RNA-binding protein YhbY	0.0000	0.7476	1	0.7100	0.9485	1	0.0000	0.4099	0	1.0000	0.9670	1	0.9994	0.9827	1
COG1535	Q	Isochorismate hydrolase	0.0000	0.0102	0	0.0000	0.0073	0	0.0000	0.0087	0	0.0000	0.0439	0	0.0000	0.0155	0
COG1536	N	Flagellar motor switch protein FliG	0.0000	0.0021	0	0.0000	0.0007	0	0.0000	0.0024	0	0.0000	0.0017	0	0.0000	0.0007	0
COG1537	J	Stalled ribosome rescue protein Dom34, pelota family	0.0950	0.9947	1	0.6500	0.9994	1	0.0000	0.9354	1	1.0000	1.0000	1	0.9999	0.9998	1
COG1538	M	Outer membrane protein TolC	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0000	0
COG1539	H	Dihydroneopterin aldolase	0.0000	0.0011	0	0.0000	0.0000	0	0.0000	0.0028	0	0.0000	0.0000	0	0.0000	0.0000	0
COG1540	E	5-oxoprolinase subunit A	0.0000	0.0112	0	0.0500	0.0353	0	0.0000	0.0094	0	0.9529	0.8177	1	0.0009	0.1268	0
COG1541	H	Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family	0.0000	0.5560	1	0.1604	0.9584	1	0.0000	0.3730	0	1.0000	0.9970	1	1.0000	0.9886	1
COG1542	S	Uncharacterized conserved protein, DUF505 domain	0.0000	0.1109	0	0.0100	0.5894	1	0.0000	0.0681	0	0.4766	0.8141	1	0.0003	0.5338	1
COG1543	G	Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains	0.0000	0.0176	0	0.0200	0.1375	0	0.0000	0.0101	0	0.6369	0.6626	1	0.0077	0.2679	0
COG1544	J	Ribosome-associated translation inhibitor RaiA	0.0000	0.0016	0	0.0000	0.0001	0	0.0000	0.0012	0	0.0000	0.0001	0	0.0000	0.0001	0
COG1545	R	Uncharacterized OB-fold protein, contains Zn-ribbon domain	0.2650	0.9975	1	1.0000	0.9999	1	0.6500	0.9978	1	1.0000	1.0000	1	1.0000	1.0000	1
COG1546	H	Nicotinamide mononucleotide (NMN) deamidase PncC	0.0000	0.0286	0	0.0100	0.0081	0	0.0000	0.0262	0	0.9910	0.0053	0	0.0307	0.0077	0
COG1547	S	Predicted metal-dependent hydrolase	0.0000	0.0104	0	0.1090	0.0312	0	0.0000	0.0122	0	0.8085	0.4754	0	0.1107	0.1013	0
COG1548	H	Methanofuran synthetase MfnF, hydantoinase/oxoprolinase family	0.0000	0.7944	1	0.2800	0.9976	1	0.0000	0.5012	1	1.0000	0.9990	1	0.9985	0.9985	1
COG1549	J	Archaeosine tRNA-ribosyltransferase, contains uracil-DNA-glycosylase and PUA domains	0.4350	0.9839	1	0.9907	0.9992	1	0.1000	0.7697	1	1.0000	1.0000	1	0.9297	0.9993	1
COG1550	S	Stress-induced protein YlxP, DUF503 family	0.0000	0.0046	0	0.0000	0.0191	0	0.0000	0.0032	0	0.0000	0.5026	1	0.0000	0.0530	0
COG1551	T	sRNA-binding carbon storage regulator CsrA	0.0000	0.0015	0	0.0000	0.0012	0	0.0000	0.0017	0	0.0000	0.0031	0	0.0000	0.0006	0
COG1552	J	Ribosomal protein L40E	0.0000	0.8936	1	0.2700	0.9910	1	0.0000	0.8258	1	0.0193	0.9928	1	0.0001	0.9892	1
COG1553	P	Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family	0.0100	0.5492	1	0.8400	0.9655	1	0.0400	0.5269	1	1.0000	0.9986	1	0.9960	0.9733	1
COG1554	G	Kojibiose phosphorylase YcjT	0.0000	0.0150	0	0.0100	0.0438	0	0.0000	0.0152	0	0.9610	0.4377	0	0.0156	0.0639	0
COG1555	L	DNA uptake protein ComE or related DNA-binding protein	0.0000	0.0157	0	0.0000	0.0036	0	0.0000	0.0142	0	0.0000	0.0370	0	0.0000	0.0039	0
COG1556	C	L-lactate utilization protein LutC, contains LUD domain	0.0000	0.0163	0	0.0100	0.0491	0	0.0000	0.0053	0	0.0005	0.5576	1	0.0000	0.0303	0
COG1558	N	Flagellar basal body rod protein FlgC	0.0000	0.0004	0	0.0000	0.0001	0	0.0000	0.0005	0	0.0000	0.0004	0	0.0000	0.0002	0
COG1559	M	Endolytic transglycosylase MltG, terminates peptidoglycan polymerization	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0000	0
COG1560	I	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis)	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0007	0	0.0000	0.0001	0	0.0000	0.0001	0
COG1561	S	Uncharacterized stationary-phase protein YicC, UPF0701 family	0.0000	0.0032	0	0.0000	0.0002	0	0.0000	0.0044	0	0.0000	0.0002	0	0.0000	0.0002	0
COG1562	I	Phytoene/squalene synthetase	0.0000	0.0411	0	0.0000	0.0089	0	0.0000	0.0214	0	1.0000	0.2789	0	0.0019	0.0807	0
COG1563	R	Uncharacterized MnhB-related membrane protein	0.0050	0.7896	1	0.7723	0.9417	1	0.0200	0.5607	1	1.0000	0.9062	1	0.9925	0.9292	1
COG1564	H	Thiamine pyrophosphokinase	0.0000	0.0049	0	0.0000	0.0008	0	0.0000	0.0075	0	0.0000	0.0006	0	0.0000	0.0003	0
COG1565	R	SAM-dependent methyltransferase, MidA family	0.0000	0.0168	0	0.0000	0.0109	0	0.0000	0.0118	0	0.0000	0.0175	0	0.0000	0.0150	0
COG1566	V	Multidrug resistance efflux pump EmrA	0.0000	0.0017	0	0.0000	0.0004	0	0.0000	0.0014	0	0.0000	0.0020	0	0.0000	0.0004	0
COG1567	V	CRISPR-Cas system type III CSM-effector complex subunit Csm4, RAMP superfamily Cas5 group	0.0000	0.2155	0	0.1600	0.9409	1	0.0000	0.1024	0	0.7785	0.9888	1	0.0055	0.8103	1
COG1568	Q	Aminopropyltransferase BpsA, N(4)-bis(aminopropyl)spermidine biosynthesis	0.0000	0.6685	1	0.4100	0.9485	1	0.0000	0.4777	0	1.0000	0.9769	1	0.7909	0.9761	1
COG1569	R	Predicted nucleic acid-binding protein, contains PIN domain	0.0000	0.2599	0	0.8047	0.8443	1	0.0400	0.3094	0	1.0000	0.8529	1	0.9960	0.8348	1
COG1570	L	Exonuclease VII, large subunit	0.0000	0.0399	0	0.0300	0.0080	0	0.0000	0.0267	0	0.2622	0.0103	0	0.0002	0.0029	0
COG1571	J	tRNA(Ile2) C34 agmatinyltransferase TiaS	0.0050	0.9989	1	0.8480	1.0000	1	0.0400	0.9962	1	1.0000	1.0000	1	0.9999	1.0000	1
COG1572	O	Serine protease, subtilase family	0.0500	0.5418	1	0.7508	0.8662	1	0.0000	0.2010	0	0.3419	0.9273	1	0.0003	0.5913	1
COG1573	L	Uracil-DNA glycosylase	0.0200	0.9345	1	0.9700	0.9532	1	0.1500	0.9496	1	1.0000	0.9975	1	1.0000	0.9775	1
COG1574	R	Predicted amidohydrolase YtcJ	0.0000	0.2608	0	0.7000	0.5331	1	0.0100	0.4228	0	1.0000	0.9553	1	0.9993	0.9211	1
COG1575	H	1,4-dihydroxy-2-naphthoate polyprenyltransferase	0.0000	0.1426	0	0.0500	0.1239	0	0.0000	0.2124	0	1.0000	0.6926	1	0.9992	0.5186	1
COG1576	J	23S rRNA pseudoU1915 N3-methylase RlmH	0.0000	0.0209	0	0.2100	0.0075	0	0.0000	0.0247	0	0.3491	0.0003	0	0.0003	0.0013	0
COG1577	I	Mevalonate kinase	0.2950	0.9933	1	0.8400	0.9996	1	0.0600	0.9905	1	1.0000	0.9999	1	0.9999	0.9998	1
COG1578	V	House-cleaning carbohydrate phosphatase, DUF89 family	0.0000	0.9752	1	0.0000	0.9951	1	0.0000	0.9527	1	1.0000	0.9999	1	0.9999	0.9998	1
COG1579	R	Predicted nucleic acid-binding protein DR0291, contains C4-type Zn-ribbon domain	0.0050	0.0132	0	0.0000	0.0015	0	0.0000	0.0054	0	0.0000	0.0068	0	0.0000	0.0018	0
COG1580	N	Flagellar basal body-associated protein FliL	0.0000	0.0030	0	0.0000	0.0008	0	0.0000	0.0024	0	0.0000	0.0015	0	0.0000	0.0016	0
COG1581	K	DNA/RNA-binding protein AlbA/Ssh10b	0.0300	0.9907	1	0.6700	0.9998	1	0.0000	0.9690	1	1.0000	0.9912	1	1.0000	0.9999	1
COG1582	N	Swarming motility protein SwrD	0.0000	0.0033	0	0.0000	0.0097	0	0.0000	0.0021	0	0.0000	0.0850	0	0.0000	0.0150	0
COG1583	V	CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily	0.0000	0.8115	1	0.9500	0.9962	1	0.0300	0.8312	1	0.9938	0.9988	1	0.4045	0.9758	1
COG1584	C	Succinate-acetate transporter SatP	0.0000	0.2149	0	0.0800	0.5215	1	0.0000	0.2508	0	1.0000	0.9326	1	0.9839	0.8075	1
COG1585	O	Membrane protein implicated in regulation of membrane protease activity	0.0100	0.4001	0	0.0200	0.2632	0	0.0000	0.1176	0	1.0000	0.7438	1	0.9938	0.5147	1
COG1586	E	S-adenosylmethionine decarboxylase	0.0000	0.8481	1	0.4500	0.9787	1	0.0000	0.7556	1	1.0000	0.9954	1	1.0000	0.9934	1
COG1587	H	Uroporphyrinogen-III synthase	0.0000	0.2952	0	0.0900	0.6218	1	0.0000	0.1973	0	0.9999	0.9297	1	0.9390	0.7296	1
COG1588	J	RNase P/RNase MRP subunit p29	0.0100	0.9947	1	0.3000	0.9995	1	0.0000	0.9677	1	1.0000	0.9983	1	0.9999	0.9997	1
COG1589	D	Cell division septal protein FtsQ	0.0000	0.0008	0	0.0000	0.0000	0	0.0000	0.0009	0	0.0000	0.0000	0	0.0000	0.0000	0
COG1590	J	tRNA(Phe) wybutosine-synthesizing methylase Tyw3	0.0000	0.5256	1	0.7200	0.9914	1	0.0000	0.3019	0	1.0000	0.8934	1	0.9990	0.9891	1
COG1591	L	Holliday junction resolvase Hjc, archaeal type	0.0150	0.8801	1	0.9532	0.9654	1	0.0100	0.8435	1	1.0000	0.9959	1	1.0000	0.9874	1
COG1592	C	Rubrerythrin	0.0050	0.9783	1	0.6099	0.9995	1	0.0000	0.7450	1	1.0000	1.0000	1	1.0000	0.9998	1
COG1593	G	TRAP-type C4-dicarboxylate transport system, large permease component	0.0000	0.0086	0	0.0000	0.0026	0	0.0000	0.0094	0	0.0000	0.0497	0	0.0000	0.0079	0
COG1594	K	DNA-directed RNA polymerase, subunit M/Transcription elongation factor TFIIS	0.0050	0.9840	1	0.3100	0.9948	1	0.0000	0.8585	1	1.0000	0.9999	1	1.0000	0.9997	1
COG1595	K	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	0.0000	0.0045	0	0.0000	0.0001	0	0.0000	0.0058	0	0.0004	0.0068	0	0.0000	0.0000	0
COG1596	M	Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	0.0000	0.0078	0	0.0000	0.0012	0	0.0000	0.0072	0	0.0000	0.0050	0	0.0000	0.0017	0
COG1597	IR	Phosphatidylglycerol kinase, diacylglycerol kinase family	0.0000	0.0104	0	0.0000	0.0004	0	0.0000	0.0132	0	0.9990	0.1307	0	0.1260	0.0123	0
COG1598	V	Antitoxin component HicB of the HicAB toxin-antitoxin system	0.0050	0.8687	1	0.8600	0.9969	1	0.0100	0.7068	1	1.0000	0.9991	1	0.9999	0.9956	1
COG1599	L	ssDNA-binding replication factor A, large subunit	0.0050	0.9985	1	0.9300	1.0000	1	0.2300	0.9979	1	1.0000	1.0000	1	1.0000	1.0000	1
COG1600	J	Epoxyqueuosine reductase QueG (queuosine biosynthesis)	0.0000	0.4974	0	0.0000	0.4218	0	0.0000	0.2582	0	1.0000	0.9884	1	0.9999	0.9738	1
COG1601	J	Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain	0.1600	0.9947	1	0.9700	0.9999	1	0.1400	0.9888	1	1.0000	1.0000	1	1.0000	0.9999	1
COG1602	L	Archaeal DNA repair protein NreA	0.1550	0.9951	1	1.0000	0.9998	1	0.2300	0.9912	1	1.0000	0.9999	1	1.0000	0.9999	1
COG1603	J	RNase P/RNase MRP subunit p30	0.0000	0.8599	1	0.6100	0.9997	1	0.0000	0.6781	1	1.0000	0.9996	1	0.9996	0.9997	1
COG1604	V	CRISPR/Cas system CMR subunit Cmr6, Cas7 group, RAMP superfamily	0.0100	0.3143	0	0.7800	0.9610	1	0.0100	0.1435	0	0.9991	0.9959	1	0.0716	0.7801	1
COG1605	E	Chorismate mutase	0.0300	0.4748	0	0.0100	0.3357	0	0.0000	0.0986	0	1.0000	0.9078	1	0.9995	0.6607	1
COG1606	R	ATP-utilizing enzyme, PP-loop superfamily	0.4150	0.9925	1	0.9700	0.9984	1	0.4300	0.9820	1	1.0000	0.9996	1	0.9999	0.9988	1
COG1607	I	Acyl-CoA hydrolase	0.0000	0.0088	0	0.0000	0.0046	0	0.0000	0.0118	0	0.9999	0.3504	0	0.7350	0.1442	0
COG1608	I	Isopentenyl phosphate kinase	0.0200	0.9974	1	0.6600	0.9998	1	0.0000	0.9723	1	1.0000	1.0000	1	0.9999	0.9999	1
COG1609	K	DNA-binding transcriptional regulator, LacI/PurR family	0.0000	0.0041	0	0.0000	0.0001	0	0.0000	0.0053	0	0.0000	0.0007	0	0.0000	0.0001	0
COG1610	R	Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity	0.0000	0.0010	0	0.0000	0.0001	0	0.0000	0.0008	0	0.0000	0.0006	0	0.0000	0.0001	0
COG1611	F	Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family	0.0050	0.7702	1	0.0800	0.4159	0	0.0000	0.4299	0	1.0000	0.8301	1	0.9999	0.8859	1
COG1612	H	Heme A synthase	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0009	0	0.9996	0.0009	0	0.0453	0.0000	0
COG1613	P	ABC-type sulfate transport system, periplasmic component	0.0000	0.0015	0	0.0000	0.0002	0	0.0000	0.0018	0	0.0000	0.0001	0	0.0000	0.0002	0
COG1614	C	CO dehydrogenase/acetyl-CoA synthase beta subunit	0.0000	0.8503	1	0.9700	0.9995	1	0.1000	0.8911	1	1.0000	0.9997	1	0.9967	0.9994	1
COG1615	S	Uncharacterized membrane protein, UPF0182 family	0.0000	0.1742	0	0.4400	0.7411	1	0.0000	0.1648	0	1.0000	0.8887	1	0.9388	0.8358	1
COG1617	J	tRNA threonylcarbamoyladenosine modification (KEOPS) complex,  Cgi121 subunit	0.0300	0.9863	1	0.1100	0.9925	1	0.0000	0.9182	1	1.0000	0.9991	1	0.9999	0.9984	1
COG1618	F	Nucleoside-triphosphatase THEP1	0.0000	0.9475	1	0.3200	0.9986	1	0.0000	0.9567	1	1.0000	0.9998	1	0.9999	0.9999	1
COG1619	M	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	0.0000	0.0115	0	0.0100	0.0081	0	0.0000	0.0116	0	0.9997	0.1160	0	0.0118	0.0137	0
COG1620	C	L-lactate permease	0.0000	0.0276	0	0.2000	0.1203	0	0.0000	0.0237	0	1.0000	0.6915	1	0.0494	0.1977	0
COG1621	G	Sucrose-6-phosphate hydrolase SacC, GH32 family	0.0000	0.0189	0	0.0100	0.0144	0	0.0000	0.0172	0	0.0004	0.0855	0	0.0000	0.0053	0
COG1622	C	Heme/copper-type cytochrome/quinol oxidase, subunit 2	0.0000	0.0082	0	0.4234	0.0032	0	0.0000	0.0160	0	1.0000	0.1130	0	0.6444	0.0408	0
COG1623	T	c-di-AMP synthetase DisA, contains DisA_N, linker and DNA-binding domains	0.0000	0.0021	0	0.0000	0.0031	0	0.0000	0.0016	0	0.0000	0.0287	0	0.0000	0.0058	0
COG1624	T	c-di-AMP synthetase, contains DisA_N domain	0.2150	0.7258	1	0.6100	0.9902	1	0.0000	0.0711	0	0.8189	0.9925	1	0.7116	0.9411	1
COG1625	C	Fe-S oxidoreductase, related to NifB/MoaA family	0.0000	0.0879	0	0.1500	0.9371	1	0.0000	0.0210	0	0.5042	0.9423	1	0.0140	0.6808	1
COG1626	G	Neutral trehalase	0.0000	0.0072	0	0.0000	0.0108	0	0.0000	0.0078	0	0.0000	0.1429	0	0.0000	0.0339	0
COG1627	R	Uncharacterized conserved protein MJ0835, predicted component of type IV pili-like system, DUF1515 family	0.0000	0.1871	0	0.1800	0.6567	1	0.0000	0.0385	0	0.4834	0.7721	1	0.0037	0.5573	1
COG1628	R	Endonuclease V homolog, UPF0215 family	0.0550	0.9970	1	0.8400	1.0000	1	0.0100	0.9956	1	1.0000	1.0000	1	0.9999	1.0000	1
COG1629	P	Outer membrane receptor protein, Fe transport	0.0000	0.0111	0	0.0000	0.0005	0	0.0000	0.0168	0	0.0000	0.0002	0	0.0000	0.0001	0
COG1630	L	ssDNA and dsDNA 5'-3' nuclease NurA, repair of double-stranded DNA breaks	0.0000	0.8771	1	0.9928	0.9993	1	0.2062	0.9412	1	1.0000	0.9997	1	1.0000	0.9990	1
COG1631	J	Ribosomal protein L44E	0.0050	0.9947	1	0.9300	0.9998	1	0.0200	0.9931	1	1.0000	0.9992	1	0.9999	0.9997	1
COG1632	J	Ribosomal protein L15E	0.1200	0.9951	1	0.6100	0.9998	1	0.0300	0.9930	1	1.0000	0.9997	1	0.9999	0.9999	1
COG1633	P	Rubrerythrin, includes spore coat protein YhjR	0.0000	0.6943	1	0.5996	0.9784	1	0.0100	0.8163	1	1.0000	0.9968	1	0.9998	0.9827	1
COG1634	H	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase MptE (tetrahydrofolate and tetrahydromethanopterin biosynthesis)	0.0000	0.9605	1	0.6500	0.9989	1	0.0100	0.9512	1	1.0000	0.9996	1	0.9999	0.9997	1
COG1635	GH	Thiazole synthase/Archaeal ribulose 1,5-bisphosphate synthetase	0.0400	0.9849	1	0.9200	0.9972	1	0.1000	0.9766	1	1.0000	0.9984	1	0.9989	0.9984	1
COG1636	J	Epoxyqueuosine reductase QueH (tRNA modification)	0.0000	0.0332	0	0.0000	0.0150	0	0.0000	0.0383	0	0.0000	0.0005	0	0.0000	0.0053	0
COG1637	L	Endonuclease NucS, RecB family	0.1050	0.8888	1	0.9993	0.9385	1	0.4500	0.8563	1	1.0000	0.9908	1	1.0000	0.9694	1
COG1638	G	TRAP-type C4-dicarboxylate transport system, periplasmic component	0.0000	0.0088	0	0.0000	0.0023	0	0.0000	0.0069	0	0.0000	0.0537	0	0.0000	0.0051	0
COG1639	T	HD-like signal output (HDOD) domain, no enzymatic activity	0.0000	0.0019	0	0.0000	0.0028	0	0.0000	0.0017	0	0.0000	0.0096	0	0.0000	0.0051	0
COG1640	G	4-alpha-glucanotransferase	0.0000	0.0159	0	0.1500	0.0282	0	0.0000	0.0083	0	0.9913	0.3816	0	0.0102	0.0596	0
COG1641	H	CTP-dependent cyclometallase, nickel-pincer nucleotide (NPN) cofactor biosynthesis	0.4250	0.9875	1	0.7900	0.9987	1	0.0800	0.9402	1	1.0000	0.9999	1	0.9998	0.9993	1
COG1643	J	HrpA-like RNA helicase	0.0000	0.0018	0	0.0000	0.0001	0	0.0000	0.0039	0	0.0000	0.0005	0	0.0000	0.0002	0
COG1644	K	DNA-directed RNA polymerase, subunit N (RpoN/RPB10)	0.3000	0.9906	1	1.0000	0.9997	1	0.8000	0.9943	1	1.0000	0.9985	1	0.9999	0.9995	1
COG1645	R	Uncharacterized Zn-finger containing protein, UPF0148 family	0.0100	0.9628	1	0.6800	0.9967	1	0.0000	0.6959	1	1.0000	0.9979	1	0.9997	0.9991	1
COG1646	I	Glycerol-1-phosphate heptaprenyltransferase	0.0000	0.9834	1	0.7700	0.9997	1	0.0000	0.9791	1	1.0000	0.9998	1	0.9999	0.9997	1
COG1647	Q	Esterase/lipase	0.0000	0.0060	0	0.0000	0.0052	0	0.0000	0.0062	0	0.0000	0.0363	0	0.0000	0.0103	0
COG1648	H	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	0.0000	0.8080	1	0.6300	0.9902	1	0.0000	0.5127	1	0.9991	0.9991	1	0.4799	0.9657	1
COG1649	S	Uncharacterized lipoprotein YddW, UPF0748 family	0.0000	0.0153	0	0.1000	0.0285	0	0.0000	0.0085	0	0.9423	0.1902	0	0.0892	0.0401	0
COG1650	J	D-tyrosyl-tRNA(Tyr) deacylase	0.1600	0.9769	1	0.8900	0.9988	1	0.0700	0.9789	1	1.0000	0.9989	1	0.9999	0.9997	1
COG1651	O	Protein thiol-disulfide isomerase DsbC	0.0000	0.0212	0	0.5800	0.0015	0	0.0000	0.0162	0	0.9968	0.0115	0	0.0048	0.0006	0
COG1652	P	Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain	0.0000	0.0097	0	0.0000	0.0013	0	0.0000	0.0064	0	0.0000	0.0357	0	0.0000	0.0010	0
COG1653	G	ABC-type glycerol-3-phosphate transport system, periplasmic component	0.0000	0.0628	0	0.0777	0.0070	0	0.0000	0.0359	0	1.0000	0.2474	0	0.8875	0.1679	0
COG1654	K	Biotin operon repressor	0.0000	0.0000	0	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0107	0	0.0000	0.0015	0
COG1655	S	Uncharacterized conserved protein, DUF2225 family	0.0000	0.0065	0	0.0100	0.0595	0	0.0000	0.0054	0	0.0803	0.1508	0	0.0000	0.0240	0
COG1656	R	Uncharacterized conserved protein, contains PIN-related Mut7-C RNAse domain	0.0000	0.9707	1	0.8400	0.9994	1	0.0100	0.9952	1	1.0000	0.9998	1	1.0000	0.9999	1
COG1657	I	Terpene cyclase SqhC	0.0050	0.1431	0	0.6300	0.2663	0	0.0000	0.0293	0	0.9987	0.6506	1	0.0395	0.1333	0
COG1658	J	5S rRNA maturation ribonuclease M5, contains TOPRIM domain	0.7050	0.9748	1	1.0000	0.9981	1	0.5900	0.9828	1	1.0000	0.9959	1	0.9999	0.9949	1
COG1659	V	Bacteriocin, linocin/CFP29 family	0.0000	0.0180	0	0.0100	0.1265	0	0.0000	0.0161	0	0.0248	0.5353	1	0.0000	0.0526	0
COG1660	T	RNase adaptor protein RapZ for GlmZ sRNA degradation, contains a P-loop ATPase domain	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0000	0
COG1661	R	Predicted DNA-binding protein with PD1-like DNA-binding motif, PPC/DUF296 domain	0.0000	0.7331	1	0.0100	0.7825	1	0.0000	0.5323	1	1.0000	0.9775	1	0.9999	0.9765	1
COG1662	X	Transposase and inactivated derivatives, IS1 family	0.0000	0.0085	0	0.0298	0.1156	0	0.0000	0.0060	0	0.7460	0.4568	0	0.0037	0.1072	0
COG1663	M	Tetraacyldisaccharide-1-P 4'-kinase (Lipid A 4'-kinase)	0.0000	0.0004	0	0.0000	0.0001	0	0.0000	0.0005	0	0.0000	0.0004	0	0.0000	0.0003	0
COG1664	Z	Cytoskeletal protein CcmA, bactofilin family	0.0000	0.0051	0	0.0000	0.0016	0	0.0000	0.0038	0	0.0000	0.0084	0	0.0000	0.0024	0
COG1665	R	Predicted nucleotidyltransferase AF1967	0.1300	0.9594	1	0.8800	0.9999	1	0.0300	0.9051	1	1.0000	0.9999	1	1.0000	0.9999	1
COG1666	T	Cyclic di-GMP-binding protein YajQ, UPF0234 family	0.0000	0.0001	0	0.0000	0.0001	0	0.0000	0.0001	0	0.0000	0.0003	0	0.0000	0.0001	0
COG1667	S	Uncharacterized conserved protein AF1501, DUF2226 family	0.0000	0.0577	0	0.2700	0.8634	1	0.0000	0.0146	0	0.0236	0.9383	1	0.0001	0.7862	1
COG1668	CP	ABC-type Na+ efflux pump, permease component NatB	0.0050	0.9326	1	0.8435	0.9932	1	0.0000	0.5383	1	1.0000	0.9996	1	1.0000	0.9976	1
COG1669	R	Predicted nucleotidyltransferase MJ0435	0.0400	0.9546	1	0.5800	0.9982	1	0.0000	0.7135	1	1.0000	0.9996	1	0.9994	0.9982	1
COG1670	JO	Protein N-acetyltransferase, RimJ/RimL family	0.0000	0.1122	0	0.0297	0.0635	0	0.0000	0.0822	0	1.0000	0.2903	0	0.9998	0.1350	0
COG1671	S	Uncharacterized conserved protein YaiI, UPF0178 family	0.0000	0.0041	0	0.0000	0.0003	0	0.0000	0.0024	0	0.0000	0.0010	0	0.0000	0.0007	0
COG1672	R	Predicted ATPase, archaeal AAA+ ATPase superfamily	0.0000	0.8871	1	0.9792	0.9927	1	0.0600	0.8817	1	1.0000	0.9987	1	1.0000	0.9915	1
COG1673	R	Predicted RNA-binding protein, contains PUA-like EVE domain	0.0000	0.4143	0	0.5488	0.9573	1	0.0000	0.2762	0	0.9999	0.9875	1	0.9723	0.9764	1
COG1674	D	DNA segregation ATPase FtsK/SpoIIIE or related protein	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0000	0
COG1675	K	Transcription initiation factor IIE, alpha subunit	0.0150	0.9859	1	0.8900	0.9999	1	0.1600	0.9741	1	1.0000	1.0000	1	1.0000	0.9999	1
COG1676	J	tRNA splicing endonuclease subunit SEN34	0.0200	0.9985	1	0.9321	1.0000	1	0.0100	0.9978	1	1.0000	1.0000	1	1.0000	1.0000	1
COG1677	N	Flagellar hook-basal body complex protein FliE	0.0000	0.0005	0	0.0000	0.0002	0	0.0000	0.0007	0	0.0000	0.0010	0	0.0000	0.0003	0
COG1678	K	Putative transcriptional regulator, AlgH/UPF0301 family	0.0000	0.0014	0	0.0000	0.0005	0	0.0000	0.0012	0	0.0000	0.0006	0	0.0000	0.0009	0
COG1679	I	Mevalonate 5-phosphate dehydratase subunit 1, aconitase superfamily (modified mevalonate pathway)	0.7250	0.9978	1	0.4100	0.9996	1	0.0100	0.9941	1	1.0000	0.9999	1	0.9999	0.9999	1
