COG_ID	input_prob	input_present	candidate	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus
COG0001	1	1	1	0.999208	0.00148335	0.995999	0.00747496	0.979152	0.0419471	0.00320917	0.0200558	3.4389	0.999376	1
COG0002	1	1	1	0.999553	0.00051466	0.996957	0.00456231	0.987836	0.0203545	0.00259602	0.0117162	3.46164	0.992525	1
COG0003	1	1	1	0.99932	0.000899157	0.995131	0.00605139	0.970034	0.0370174	0.00418878	0.0292864	4.76034	0.99153	1
COG0004	1	1	1	0.98625	0.0121275	0.939629	0.0493871	0.783854	0.159139	0.0466204	0.202396	0.671431	0.974916	1
COG0005	1	1	1	0.999782	0.0001597	0.998665	0.00111527	0.993469	0.00595528	0.00111729	0.00631303	4.54051	0.994571	1
COG0006	1	1	1	0.999958	4.97253e-05	0.999539	0.000633258	0.995261	0.00761689	0.000419676	0.00469702	3.08212	0.999454	1
COG0007	1	1	1	0.987407	0.023998	0.950721	0.0941886	0.862081	0.257638	0.0366864	0.125326	1.71065	0.977134	0.99375
COG0008	1	1	1	1	1.01223e-06	0.999973	4.66688e-05	0.99885	0.0019601	2.60472e-05	0.0011493	3.11608	0.997626	1
COG0009	1	1	1	0.999747	0.000181245	0.997235	0.00172154	0.969941	0.022775	0.00251186	0.0298064	1.13225	0.98823	1
COG0010	1	1	1	0.999727	0.000282886	0.997941	0.00236763	0.988072	0.013755	0.00178611	0.0116549	4.35774	0.997969	1
COG0011	1	1	1	0.999522	0.00049727	0.996584	0.00376967	0.98019	0.0235368	0.00293827	0.0193316	5.15173	0.973177	1
COG0012	1	1	1	0.999868	0.000165089	0.997442	0.00313266	0.955073	0.0509922	0.00242615	0.0447952	0.268784	0.989776	1
COG0013	1	1	1	1	1.01503e-07	0.999995	4.48701e-06	0.999815	0.000201024	4.47035e-06	0.000184417	5.2791	0.998687	1
COG0014	0.9438	1	1	0.145683	0.259615	0.0689929	0.179366	0.0241145	0.068089	0.0766899	0.121568	-4.52429	0.502476	0.5125
COG0015	1	1	1	0.997638	0.00203008	0.988448	0.00920412	0.937048	0.055707	0.00919002	0.0605901	1.15402	0.996639	1
COG0016	1	1	1	0.999994	8.51287e-06	0.999852	0.000228304	0.996647	0.00477335	0.000142872	0.00334692	2.80648	0.992842	1
COG0017	1	1	1	0.99993	0.000171539	0.999012	0.00218942	0.989272	0.0219409	0.000917256	0.0106582	4.56054	0.998028	1
COG0018	1	1	1	0.999973	2.60557e-05	0.999434	0.000502067	0.988976	0.00940919	0.000538826	0.0109966	1.47508	0.992854	1
COG0019	1	1	1	0.991779	0.00695835	0.963643	0.0285663	0.852513	0.122283	0.0281363	0.139266	0.290112	0.988213	1
COG0020	1	1	1	0.999924	9.43873e-05	0.998662	0.00209766	0.981182	0.0334192	0.00126207	0.018742	1.53822	0.990398	1
COG0022	1	1	1	0.319512	0.35662	0.220325	0.383418	0.190051	0.373785	0.099187	0.129461	-1.55539	0.904453	0.9625
COG0023	1	1	1	0.999759	0.000339622	0.997085	0.00444855	0.96868	0.0502436	0.00267351	0.0310789	5.08417	0.978822	1
COG0024	1	1	1	0.999864	0.000123903	0.997782	0.00182681	0.96797	0.030457	0.00208235	0.0318944	0.762303	0.99336	1
COG0025	1	1	1	0.91778	0.0420803	0.640376	0.176151	0.2795	0.222361	0.277404	0.638281	-0.565561	0.860837	0.91875
COG0026	0.9998	1	1	0.139644	0.196865	0.0276151	0.0491654	0.00450893	0.00929802	0.112029	0.135135	-5.31358	0.387587	0.39375
COG0027	0.9966	1	1	0.342188	0.212399	0.0716529	0.0841094	0.00942047	0.0151486	0.270535	0.332767	-3.1672	0.106768	0.028125
COG0028	1	1	1	0.998419	0.00181303	0.991514	0.00871066	0.968297	0.0355256	0.00690496	0.0301223	2.18303	0.998829	1
COG0029	1	1	1	0.475883	0.345851	0.290465	0.378131	0.17489	0.284432	0.185418	0.300994	-1.63527	0.80578	0.859375
COG0030	1	1	1	0.999852	9.52224e-05	0.997422	0.00181723	0.9605	0.0304053	0.00243008	0.0393524	0.460597	0.987369	1
COG0031	1	1	1	0.924932	0.0734797	0.728641	0.189713	0.415074	0.292345	0.196291	0.509858	-2.02799	0.989038	1
COG0034	1	1	1	0.9978	0.00299254	0.991032	0.0106274	0.965269	0.0344881	0.00676763	0.0325307	1.81815	0.996368	1
COG0035	1	1	1	0.822357	0.142886	0.460451	0.281252	0.206635	0.294609	0.361906	0.615722	-1.65005	0.7769	0.825
COG0036	1	1	1	0.00402098	0.00462342	0.000404072	0.000640169	4.65304e-05	9.40352e-05	0.00361691	0.00397445	-12.2951	0.179822	0.11875
COG0037	1	1	1	0.999961	3.65956e-05	0.999304	0.000651476	0.9893	0.0102621	0.000656247	0.0106605	1.96516	0.989752	1
COG0038	1	1	1	0.998937	0.00070525	0.994475	0.00302737	0.977121	0.013251	0.00446159	0.0218155	3.93589	0.964671	1
COG0039	1	1	1	0.988871	0.00909875	0.947366	0.0320118	0.77996	0.121763	0.0415051	0.208911	0.355038	0.974233	1
COG0040	1	1	1	0.999974	2.38053e-05	0.999865	0.000109608	0.999443	0.000597927	0.000109255	0.00053072	6.55042	0.992537	1
COG0041	1	1	1	0.998857	0.00193755	0.994736	0.00715826	0.976195	0.0237023	0.00412083	0.0226623	2.43316	0.991748	1
COG0042	1	1	1	0.131911	0.296296	0.102212	0.297744	0.0959803	0.287262	0.0296994	0.0359307	-4.2124	0.735111	0.778125
COG0043	1	1	1	0.999994	3.9883e-06	0.999959	1.87683e-05	0.999777	8.77634e-05	3.41535e-05	0.000216126	9.04519	0.992115	1
COG0044	1	1	1	0.999673	0.000222134	0.998348	0.00104946	0.992671	0.00547511	0.00132418	0.00700152	3.49894	0.998288	1
COG0045	1	1	1	0.998105	0.00352351	0.991512	0.0155632	0.960103	0.0812868	0.00659227	0.0380014	2.63326	0.999065	1
COG0046	1	1	1	0.997681	0.00282219	0.992724	0.00750201	0.975879	0.0199717	0.0049575	0.0218023	2.25179	0.996428	1
COG0047	1	1	1	0.999671	0.000615183	0.996939	0.00638197	0.979953	0.0421004	0.00273216	0.0197185	4.17813	0.995577	1
COG0048	1	1	1	0.999903	9.64459e-05	0.997833	0.00218834	0.968846	0.0256375	0.00207025	0.0310578	1.58498	0.981722	1
COG0049	1	1	1	0.999927	5.11501e-05	0.998314	0.00128211	0.975692	0.0215569	0.00161314	0.0242344	1.93078	0.982795	1
COG0051	1	1	1	0.999826	0.00026664	0.994711	0.00852601	0.935475	0.0764535	0.00511509	0.0643504	0.853065	0.978536	0.99375
COG0052	1	1	1	0.999811	0.000152412	0.996277	0.00318723	0.934344	0.0708242	0.00353479	0.065467	-0.020651	0.961191	1
COG0053	1	1	1	0.999244	0.000713312	0.994421	0.00419499	0.956113	0.0299967	0.00482297	0.0431309	2.02342	0.996916	1
COG0054	1	1	1	0.997586	0.00183839	0.987339	0.0100123	0.948095	0.0395895	0.0102466	0.0494909	2.30611	0.979785	0.996875
COG0055	0.0012	1	1	0.00648439	0.0167696	0.00646751	0.0167259	0.000728238	0.00185044	1.68742e-05	0.00575615	-8.5216	0.0255969	0
COG0056	0.0012	1	1	0.00247846	0.00387079	0.0024717	0.00385948	0.00028404	0.000381109	6.75325e-06	0.00219442	-9.45055	0.0157728	0
COG0057	1	1	1	0.999795	0.000212449	0.997638	0.00273182	0.971299	0.0377941	0.00215638	0.0284962	0.961063	0.995112	1
COG0058	1	1	1	0.953941	0.0787105	0.807914	0.203187	0.46959	0.278333	0.146028	0.484351	-0.464805	0.897445	0.93125
COG0059	1	1	1	0.999071	0.000844509	0.995039	0.00412348	0.973525	0.0246812	0.00403196	0.0255457	2.82727	0.982931	1
COG0060	1	1	1	0.999972	4.36904e-05	0.999277	0.00111708	0.983579	0.0237828	0.000694692	0.0163933	0.893858	0.98394	1
COG0061	1	1	1	0.999989	9.78421e-06	0.999915	7.59015e-05	0.999489	0.000523601	7.34925e-05	0.000500023	5.87126	0.997914	1
COG0062	0.0007	1	1	0.130783	0.234004	0.130696	0.233931	0.0470313	0.117292	8.73506e-05	0.0837516	-3.83315	0.398836	0.359375
COG0063	1	1	1	0.999994	9.37144e-06	0.999897	0.000155572	0.998253	0.00248878	9.68575e-05	0.00174123	7.96085	0.965586	0.996875
COG0064	1	1	1	0.993829	0.0136837	0.955516	0.082517	0.833999	0.255568	0.0383124	0.15983	0.220095	0.963878	1
COG0065	1	1	1	0.999579	0.000712479	0.998938	0.00128063	0.997268	0.00290588	0.000640869	0.00231034	4.96839	0.999149	1
COG0066	1	1	1	0.99996	7.78503e-05	0.999837	0.00025346	0.999292	0.00104422	0.000123203	0.000667691	6.43922	0.999059	1
COG0067	1	1	1	0.989662	0.00939274	0.94546	0.0566648	0.797894	0.192642	0.044202	0.191768	0.779522	0.976145	1
COG0068	1	1	1	0.999978	1.39717e-05	0.999818	0.000117383	0.998814	0.000765776	0.000160038	0.00116378	7.8692	0.990598	0.996875
COG0069	1	1	1	0.99752	0.00378544	0.978676	0.0386205	0.906447	0.161125	0.0188439	0.0910734	3.0317	0.864394	0.940625
COG0070	0.9999	1	1	0.991761	0.00959598	0.92453	0.0708156	0.666541	0.210656	0.0672317	0.32522	3.44588	0.548831	0.509375
COG0071	1	1	1	0.999999	1.16435e-06	0.999994	8.54709e-06	0.999956	6.35835e-05	4.94719e-06	4.28557e-05	9.05827	0.99992	1
COG0072	1	1	1	0.998742	0.000918045	0.97112	0.0295267	0.697536	0.209278	0.0276213	0.301205	-2.16129	0.965361	1
COG0073	1	1	1	0.07825	0.084438	0.00939488	0.011287	0.000937054	0.00121537	0.0688552	0.077313	-7.30289	0.427786	0.446875
COG0074	1	1	1	0.999033	0.00154256	0.994833	0.00952583	0.970417	0.0601865	0.00419939	0.028616	3.02906	0.995934	1
COG0075	1	1	1	0.99997	3.05046e-05	0.999825	0.000239424	0.999072	0.00147606	0.000145376	0.000898302	7.11701	0.998671	1
COG0076	1	1	1	0.999827	0.000145228	0.999058	0.000716547	0.995802	0.00320953	0.000769436	0.00402504	6.16552	0.997631	1
COG0077	1	1	1	0.991733	0.00849091	0.948634	0.061751	0.798066	0.219802	0.0430992	0.193668	0.196521	0.964248	1
COG0078	1	1	1	0.0660981	0.0595766	0.0104374	0.00975988	0.00146072	0.00165911	0.0556607	0.0646374	-7.81037	0.422971	0.446875
COG0079	1	1	1	0.999999	1.35697e-06	0.999995	5.22189e-06	0.999986	1.67774e-05	3.63588e-06	1.30534e-05	9.864	0.999785	1
COG0080	1	1	1	0.999833	0.00023332	0.997179	0.00384424	0.97636	0.0259861	0.0026539	0.0234727	1.72375	0.983919	1
COG0081	1	1	1	0.999503	0.000651575	0.994101	0.00628482	0.931349	0.0625046	0.00540221	0.0681543	0.718535	0.971569	1
COG0082	1	1	1	0.999501	0.000663572	0.997417	0.00414679	0.984891	0.0283729	0.00208366	0.0146092	2.74883	0.996046	1
COG0083	1	1	1	0.890199	0.181243	0.668943	0.255418	0.369193	0.308029	0.221256	0.521006	0.156406	0.708237	0.7375
COG0084	1	1	1	0.938553	0.146752	0.781094	0.276637	0.410159	0.298241	0.157459	0.528394	-3.2043	0.580634	0.565625
COG0085	1	1	1	0.999933	6.36074e-05	0.998074	0.00187927	0.954077	0.0503969	0.00185841	0.0458555	0.871652	0.985064	1
COG0086	1	1	1	0.999923	7.56656e-05	0.997729	0.00253916	0.961336	0.039968	0.00219399	0.0385872	1.08637	0.988666	1
COG0087	1	1	1	0.999853	0.000167549	0.995553	0.00468593	0.916238	0.0803288	0.00430059	0.0836151	0.514146	0.968406	0.9875
COG0088	1	1	1	0.999931	0.000120268	0.995329	0.00901542	0.948587	0.0927326	0.00460142	0.0513433	1.05327	0.984842	0.99375
COG0089	1	1	1	0.998707	0.00217488	0.985698	0.023263	0.855659	0.177096	0.0130094	0.143049	-0.0274102	0.954026	0.98125
COG0090	1	1	1	0.999684	0.000522776	0.992738	0.012715	0.873855	0.181133	0.00694627	0.125829	0.0676723	0.971645	0.98125
COG0091	1	1	1	0.999907	0.000114924	0.996704	0.00407405	0.951141	0.0537927	0.00320375	0.048767	1.19248	0.966113	0.984375
COG0092	1	1	1	0.999993	1.3976e-05	0.999855	0.000221019	0.996477	0.00423658	0.000138462	0.0035165	3.81114	0.985056	0.99375
COG0093	1	1	1	0.999999	1.46584e-06	0.999941	7.90459e-05	0.998302	0.00264693	5.81145e-05	0.00169683	4.52058	0.985817	0.9875
COG0094	1	1	1	0.999999	2.37695e-06	0.999951	6.61174e-05	0.998754	0.00240287	4.79221e-05	0.00124478	4.78811	0.988226	0.9875
COG0095	1	1	1	0.992384	0.0167842	0.949154	0.093675	0.818218	0.234178	0.0432299	0.174166	2.21701	0.983853	1
COG0096	1	1	1	0.999991	2.07564e-05	0.999668	0.000635197	0.989776	0.0234325	0.000322759	0.0102156	2.64822	0.984811	0.990625
COG0097	1	1	1	0.999991	1.60903e-05	0.999735	0.000356722	0.992888	0.0124293	0.000256538	0.00710303	2.9844	0.989717	0.99375
COG0098	1	1	1	0.99995	8.24359e-05	0.998132	0.00315279	0.963709	0.0630293	0.00181848	0.0362411	1.21706	0.986031	0.996875
COG0099	1	1	1	0.99995	5.33832e-05	0.998186	0.00260058	0.966192	0.0486896	0.00176346	0.033758	1.13374	0.957651	1
COG0100	1	1	1	0.999759	0.000274264	0.990917	0.013539	0.886151	0.13822	0.00884187	0.113608	-0.0672688	0.940833	1
COG0101	1	1	1	0.997073	0.00524519	0.98435	0.0249159	0.920944	0.0999001	0.0127233	0.0761298	0.576317	0.985951	1
COG0102	1	1	1	0.999797	0.000232275	0.995301	0.00498217	0.912001	0.102996	0.00449681	0.0877963	-0.181682	0.966712	1
COG0103	1	1	1	0.000816336	0.00128925	5.458e-05	0.000105439	4.1604e-06	9.24826e-06	0.000761756	0.000812176	-14.4895	0.0475812	0
COG0104	1	1	1	0.999427	0.00043982	0.996854	0.00292903	0.979536	0.0238689	0.00257224	0.0198903	2.30234	0.995172	1
COG0105	1	1	1	0.999522	0.000371563	0.995959	0.0030225	0.975366	0.0178015	0.00356209	0.0241556	2.72808	0.997311	1
COG0106	1	1	1	0.999892	0.000122225	0.999472	0.000666652	0.99821	0.00272852	0.000420392	0.00168198	5.37938	0.99385	1
COG0107	1	1	1	0.999926	8.45344e-05	0.999617	0.000448699	0.998397	0.00270711	0.000308812	0.00152969	5.46681	0.996096	1
COG0108	1	1	1	0.988301	0.0132189	0.944376	0.0554764	0.801185	0.175797	0.043925	0.187116	0.787494	0.980207	0.99375
COG0109	1	1	1	0.288909	0.349257	0.189686	0.311934	0.134578	0.294577	0.099223	0.154332	-1.94477	0.772645	0.825
COG0110	1	1	1	0.90117	0.0790914	0.538696	0.263263	0.218622	0.301353	0.362473	0.682548	-2.07577	0.988167	1
COG0111	1	1	1	0.999612	0.000494381	0.998119	0.00194707	0.99303	0.00569982	0.0014925	0.00658166	3.49943	0.999134	1
COG0112	1	1	1	0.999713	0.000226605	0.997233	0.00235815	0.976782	0.0251374	0.00248021	0.0229309	1.72669	0.998008	1
COG0113	1	1	1	0.997871	0.00433576	0.987518	0.0289906	0.944185	0.129629	0.0103536	0.0536864	2.41609	0.989072	1
COG0114	1	1	1	0.199024	0.274694	0.122705	0.290337	0.100561	0.286167	0.0763193	0.0984629	-2.1796	0.760642	0.790625
COG0115	1	1	1	0.958403	0.028166	0.844186	0.0984858	0.610085	0.222347	0.114218	0.348318	-1.16538	0.988268	1
COG0116	0.9999	1	1	0.570409	0.164588	0.177783	0.0997801	0.0293289	0.0189759	0.392625	0.54108	-3.3796	0.443953	0.446875
COG0117	0.8653	1	1	0.0199383	0.03265	0.0048003	0.00839079	0.000869364	0.00139617	0.015138	0.0190689	-7.59832	0.290473	0.24375
COG0118	1	1	1	0.998074	0.00196998	0.991105	0.00958226	0.959468	0.0561605	0.0069688	0.038606	2.27518	0.990109	1
COG0119	1	1	1	0.999507	0.000615704	0.9976	0.00309581	0.991056	0.0139657	0.00190723	0.0084517	3.34365	0.99853	1
COG0120	1	1	1	0.99934	0.000782497	0.99561	0.00463859	0.976539	0.0220815	0.00373018	0.0228014	4.31808	0.987784	1
COG0121	1	1	1	0.810959	0.106669	0.383257	0.190124	0.0926457	0.102675	0.427701	0.718313	-1.18287	0.485507	0.5
COG0122	1	1	1	0.864837	0.106591	0.586737	0.260787	0.294777	0.312291	0.278099	0.570059	-1.22073	0.959458	0.996875
COG0123	1	1	1	0.99999	1.2247e-05	0.999951	5.35561e-05	0.999808	0.000212256	3.8743e-05	0.000182033	8.58773	0.999919	1
COG0124	1	1	1	0.999752	0.000242741	0.995558	0.00406254	0.934607	0.0549012	0.0041936	0.0651448	-0.415254	0.980905	1
COG0125	1	1	1	0.993774	0.00585175	0.94309	0.0511403	0.703683	0.225126	0.0506836	0.290091	-1.1316	0.981164	1
COG0126	1	1	1	0.999955	4.14913e-05	0.999462	0.000553633	0.992895	0.00936514	0.000493228	0.00706017	2.33244	0.996464	1
COG0127	1	1	1	0.999986	1.02566e-05	0.999856	0.000135235	0.998498	0.00190913	0.000130713	0.00148839	4.49819	0.995197	1
COG0128	1	1	1	0.999468	0.00057679	0.997203	0.00312714	0.986283	0.018886	0.00226545	0.013185	2.86946	0.994054	1
COG0129	1	1	1	0.996771	0.00291675	0.985299	0.0131161	0.954524	0.0369874	0.011472	0.0422463	2.16396	0.988468	1
COG0130	1	1	1	0.999866	0.000145052	0.997317	0.00335248	0.959694	0.054658	0.00254899	0.0401716	0.913893	0.959685	1
COG0131	1	1	1	0.99987	0.000122703	0.999361	0.000605781	0.997719	0.00272735	0.000508606	0.00215101	5.20819	0.98772	1
COG0132	0.9587	1	1	0.0432837	0.0510479	0.00570016	0.00782204	0.000684845	0.000995503	0.0375835	0.0425988	-6.62564	0.18926	0.125
COG0133	1	1	1	0.985646	0.0207308	0.920002	0.124674	0.784805	0.298875	0.0656435	0.200841	0.474819	0.978924	1
COG0134	1	1	1	0.999801	0.000301219	0.998327	0.00320742	0.987122	0.0307703	0.00147414	0.0126784	3.72863	0.992795	1
COG0135	1	1	1	0.995596	0.0110454	0.975515	0.0635534	0.930778	0.174825	0.0200812	0.0648181	2.43143	0.987476	1
COG0136	1	1	1	0.999853	0.000116436	0.999366	0.000719343	0.996466	0.00524789	0.000486493	0.00338709	4.03927	0.993777	1
COG0137	1	1	1	0.999208	0.000807567	0.995894	0.00582528	0.978151	0.038362	0.00331378	0.0210571	2.67249	0.990232	1
COG0138	0.9978	1	1	0.449412	0.33194	0.255913	0.376597	0.208666	0.390196	0.193498	0.240746	-2.74998	0.923614	0.98125
COG0139	1	1	1	0.999778	0.000168073	0.99899	0.000640995	0.996685	0.00224404	0.000787437	0.00309259	4.98537	0.986169	1
COG0140	0.9997	1	1	0.959598	0.0289752	0.80411	0.128101	0.47726	0.233814	0.155488	0.482338	0.447093	0.677108	0.71875
COG0141	1	1	1	0.999951	4.94666e-05	0.999703	0.000415473	0.99891	0.00163063	0.000247955	0.00104088	5.86207	0.996643	1
COG0142	1	1	1	0.999952	5.83432e-05	0.999564	0.000621065	0.996963	0.00478484	0.000388682	0.00298887	3.76406	0.998603	1
COG0143	1	1	1	0.999849	0.000218413	0.996876	0.00494424	0.953363	0.0727654	0.00297296	0.0464861	2.6472	0.960869	1
COG0144	1	1	1	0.953164	0.0394414	0.815589	0.102779	0.513006	0.173735	0.137575	0.440158	-1.18799	0.841314	0.915625
COG0145	1	1	1	0.994384	0.00445531	0.971028	0.0281721	0.875648	0.141449	0.0233562	0.118736	2.56098	0.995311	1
COG0146	1	1	1	0.986412	0.0139597	0.915562	0.0913966	0.680962	0.249249	0.0708506	0.30545	2.11929	0.932582	1
COG0147	1	1	1	0.989675	0.0223696	0.961152	0.0829451	0.894931	0.22275	0.0285225	0.0947437	1.38433	0.992459	1
COG0148	1	1	1	0.999944	7.56168e-05	0.999358	0.000842084	0.99393	0.0084339	0.000586092	0.00601482	3.17713	0.997269	1
COG0149	1	1	1	0.99992	0.000118333	0.998962	0.00150058	0.98669	0.0202204	0.000957668	0.0132303	1.92069	0.994676	1
COG0150	1	1	1	0.999544	0.000611236	0.997694	0.00272105	0.99007	0.010901	0.00185019	0.00947434	3.24277	0.994126	1
COG0151	1	1	1	0.993794	0.00660802	0.967038	0.0289116	0.839931	0.138078	0.0267558	0.153862	0.119525	0.99214	1
COG0152	1	1	1	0.998817	0.00175423	0.994881	0.00585609	0.977135	0.0239748	0.00393534	0.0216818	2.37606	0.994554	1
COG0153	1	1	1	0.354529	0.254333	0.107385	0.156126	0.0228157	0.0434823	0.247144	0.331713	-3.36318	0.551622	0.55625
COG0154	1	1	1	0.997321	0.00315594	0.980816	0.021862	0.892228	0.141972	0.0165048	0.105093	0.288875	0.99359	1
COG0155	0.9999	1	1	0.0415161	0.0823808	0.00723459	0.0175475	0.00110561	0.00286576	0.0342815	0.0404105	-6.48713	0.338789	0.321875
COG0156	1	1	1	0.314774	0.300906	0.106037	0.13573	0.0191556	0.0292673	0.208737	0.295619	-4.25285	0.644242	0.66875
COG0157	1	1	1	0.996888	0.00430437	0.982689	0.0230733	0.927135	0.0955212	0.0141988	0.0697532	2.18904	0.98821	1
COG0158	0.9887	1	1	0.393773	0.261851	0.147743	0.176018	0.0417517	0.0783477	0.24603	0.352021	-1.81713	0.646209	0.684375
COG0159	1	1	1	0.99942	0.000653606	0.996151	0.00605486	0.97716	0.0446107	0.00326872	0.0222597	3.06808	0.989834	1
COG0160	1	1	1	0.996003	0.00378098	0.976806	0.019682	0.902226	0.0848307	0.0191974	0.0937778	2.46794	0.990445	1
COG0161	0.1175	1	1	0.000800961	0.00105349	0.000614524	0.00080054	6.76334e-05	9.0002e-05	0.000186437	0.000733328	-9.70173	0.0646951	0.00625
COG0162	1	1	1	0.99995	3.86527e-05	0.998925	0.000853002	0.980567	0.0166671	0.00102478	0.019383	1.28581	0.991022	1
COG0163	1	1	1	0.999862	0.000184285	0.999186	0.000908909	0.995904	0.00344903	0.000676155	0.00395781	6.2081	0.940129	0.996875
COG0164	1	1	1	0.999927	5.75198e-05	0.998753	0.00102105	0.979754	0.020249	0.00117445	0.020173	1.57923	0.983493	1
COG0165	1	1	1	0.999313	0.000826473	0.9958	0.0070618	0.974804	0.0483165	0.00351346	0.0245097	2.50269	0.993725	1
COG0166	1	1	1	0.163981	0.286071	0.0942607	0.236274	0.0345979	0.0953987	0.06972	0.129383	-4.9494	0.636637	0.6375
COG0167	1	1	1	0.999974	2.55026e-05	0.999815	0.000226006	0.998714	0.00198898	0.000158668	0.00125968	4.84402	0.998718	1
COG0168	1	1	1	0.918547	0.0987469	0.781494	0.190317	0.517205	0.3113	0.137053	0.401342	-0.320149	0.919668	0.96875
COG0169	1	1	1	0.999757	0.000382507	0.99876	0.00228954	0.993767	0.013052	0.00099647	0.00599015	3.58794	0.997912	1
COG0170	1	1	1	0.999682	0.000269591	0.994878	0.0049984	0.9249	0.0756339	0.00480396	0.0747823	4.60897	0.803037	0.8625
COG0171	1	1	1	0.999967	3.34797e-05	0.999816	0.000145426	0.998981	0.000672432	0.000150561	0.000986457	5.10845	0.996425	1
COG0172	1	1	1	0.999749	0.000300278	0.996195	0.00423742	0.945291	0.0567547	0.00355309	0.0544572	0.10849	0.991395	1
COG0174	1	1	1	0.999951	3.55027e-05	0.999731	0.000228157	0.998766	0.0014317	0.00022012	0.00118446	5.42506	0.997716	1
COG0175	1	1	1	0.955874	0.0558296	0.838946	0.147289	0.558152	0.260493	0.116928	0.397723	0.189581	0.98201	1
COG0176	1	1	1	0.201329	0.209101	0.0431198	0.062746	0.00641123	0.00876566	0.158209	0.194918	-5.58538	0.490086	0.51875
COG0177	1	1	1	0.999929	6.51389e-05	0.999026	0.000941432	0.988361	0.0129802	0.000902474	0.0115678	2.26004	0.99662	1
COG0178	1	1	1	0.206875	0.375198	0.143959	0.312278	0.104166	0.294019	0.0629158	0.10271	-4.81599	0.909171	0.9625
COG0179	1	1	1	0.999363	0.000824011	0.997364	0.00331313	0.991667	0.0102924	0.00199938	0.00769597	4.40743	0.999443	1
COG0180	1	1	1	0.999959	4.81055e-05	0.99924	0.000687835	0.985905	0.0140859	0.00071907	0.0140541	1.35644	0.991062	1
COG0181	1	1	1	0.994152	0.0119141	0.968544	0.0710603	0.898706	0.204626	0.0256081	0.0954455	1.78635	0.979267	0.996875
COG0182	1	1	1	0.999987	1.76361e-05	0.9999	0.000141997	0.99946	0.00079873	8.70228e-05	0.000526845	7.89531	0.996762	1
COG0183	1	1	1	0.999701	0.000447426	0.998565	0.00210572	0.9964	0.00511141	0.00113553	0.0033012	4.67225	0.99995	1
COG0184	1	1	1	0.999852	0.000146747	0.996591	0.00454587	0.939255	0.0885898	0.00326097	0.0605976	0.0623237	0.98521	1
COG0185	1	1	1	0.999728	0.000494439	0.992448	0.0143012	0.890694	0.175654	0.00727916	0.109033	0.310689	0.964104	0.984375
COG0186	1	1	1	0.999998	4.54487e-06	0.999855	0.000235117	0.9951	0.00734636	0.000143051	0.00489783	3.51177	0.987932	0.99375
COG0187	0.9992	1	1	0.161173	0.304383	0.0977691	0.280183	0.0482704	0.144224	0.0634035	0.112902	-5.92546	0.678207	0.678125
COG0188	0.9991	1	1	0.160691	0.311283	0.10208	0.290014	0.0653776	0.195239	0.0586112	0.0953133	-5.60327	0.688634	0.684375
COG0189	1	1	1	0.814287	0.122566	0.468354	0.242144	0.198293	0.27878	0.345933	0.615994	-1.98204	0.967195	1
COG0190	1	1	1	0.013706	0.0375498	0.00147135	0.00410636	0.000151286	0.000422362	0.0122347	0.0135547	-10.8393	0.200877	0.121875
COG0191	0.9999	1	1	0.0728925	0.15523	0.0122396	0.0296626	0.00155022	0.0039694	0.0606529	0.0713423	-7.24372	0.440646	0.475
COG0192	1	1	1	0.000443256	0.00103654	3.75479e-05	9.53642e-05	3.44217e-06	9.06827e-06	0.000405708	0.000439814	-14.551	0.133962	0.05
COG0195	1	1	1	0.999989	1.06406e-05	0.999802	0.000217694	0.996225	0.00536728	0.000187039	0.00376415	2.68542	0.983431	1
COG0197	1	1	1	0.999995	1.1031e-05	0.99978	0.000408775	0.996399	0.00564226	0.000215054	0.00359559	3.80051	0.991403	0.996875
COG0198	1	1	1	0.999991	1.75833e-05	0.999637	0.000554339	0.992971	0.0139877	0.00035423	0.00701994	3.11556	0.975486	0.990625
COG0199	0.1413	1	1	0.850452	0.11665	0.806032	0.139616	0.34545	0.221975	0.0444196	0.505002	-1.98098	0.639958	0.696875
COG0200	1	1	1	0.99989	0.000159088	0.997138	0.00419042	0.966045	0.0444556	0.00275201	0.0338448	1.25335	0.980347	0.996875
COG0201	1	1	1	0.0311572	0.0492575	0.00292127	0.00509249	0.000248748	0.00046401	0.0282359	0.0309084	-10.2858	0.164316	0.090625
COG0202	1	1	1	0.999946	4.82705e-05	0.998409	0.00157128	0.965187	0.0340008	0.00153774	0.0347595	0.832567	0.985059	1
COG0205	1	1	1	0.212844	0.277549	0.0939177	0.221245	0.0355861	0.0988444	0.118926	0.177258	-4.14158	0.61748	0.584375
COG0206	1	1	1	0.946538	0.0851952	0.711989	0.280403	0.412594	0.400605	0.234549	0.533944	-2.70505	0.991652	1
COG0207	1	1	1	0.36023	0.32113	0.105454	0.131686	0.0163103	0.0257911	0.254776	0.34392	-4.35855	0.509198	0.53125
COG0208	0.2597	1	1	4.71234e-05	0.000134981	2.84404e-05	8.1788e-05	4.60446e-06	1.34168e-05	1.86831e-05	4.2519e-05	-12.0665	0.00946408	0
COG0209	1	1	1	0.985687	0.0228073	0.936922	0.0738529	0.779726	0.198961	0.0487646	0.205961	0.218314	0.986453	1
