COG_ID	input_prob	input_present	candidate	q_full_mean	q_full_sd	q_mask_neutral_mean	q_mask_neutral_sd	q_mask_absent_mean	q_mask_absent_sd	self_anchor_neutral	self_anchor_absent	residual_context	dropout_mean	dropout_consensus
COG0684	0.9999	1	1	0.912841	0.103711	0.682232	0.225524	0.348691	0.276962	0.230609	0.56415	-0.00815574	0.870394	0.9625
COG0685	1	1	1	0.980022	0.01558	0.906383	0.0714104	0.702816	0.221369	0.0736389	0.277206	0.174418	0.959292	1
COG0686	0.9998	1	1	0.318373	0.284443	0.124185	0.22945	0.0448587	0.113567	0.194188	0.273515	-2.86321	0.665907	0.653125
COG0687	0.7863	1	1	0.0426594	0.115279	0.0114107	0.0325867	0.00184398	0.00539022	0.0312487	0.0408155	-6.24132	0.278184	0.24375
COG0688	0.9989	1	1	0.70073	0.243266	0.39773	0.244367	0.143076	0.130388	0.303001	0.557655	-1.86162	0.739983	0.765625
COG0689	1	1	1	0.968348	0.0351079	0.838587	0.157201	0.611007	0.331084	0.129761	0.357341	0.0145392	0.869168	0.925
COG0693	1	1	1	0.989338	0.00976607	0.940688	0.0496643	0.742025	0.167511	0.04865	0.247313	0.580877	0.98685	1
COG0694	1	1	1	0.539372	0.301818	0.280884	0.341363	0.154415	0.281035	0.258487	0.384956	-1.38987	0.90735	0.959375
COG0695	1	1	1	0.546302	0.319315	0.317005	0.351393	0.19963	0.343116	0.229297	0.346672	-2.05155	0.972514	0.996875
COG0696	0.9998	1	1	0.297342	0.361859	0.213808	0.379538	0.15802	0.319111	0.0835338	0.139322	-1.88098	0.699631	0.73125
COG0697	1	1	1	0.998324	0.00254192	0.987755	0.0154139	0.917093	0.0891814	0.0105684	0.0812308	0.0774585	0.999249	1
COG0698	0.9968	1	1	0.00793705	0.00781394	0.000955561	0.00111497	0.000102711	0.000132831	0.00698149	0.00783434	-9.77036	0.104597	0.034375
COG0701	1	1	1	0.98167	0.025254	0.87269	0.170069	0.630399	0.306886	0.10898	0.351271	1.16298	0.93277	0.990625
COG0702	0.9998	1	1	0.146739	0.299202	0.10256	0.282033	0.0818516	0.241805	0.0441796	0.0648876	-2.66579	0.83651	0.9125
COG0703	0.9999	1	1	0.172679	0.247805	0.0513578	0.1105	0.010437	0.0263059	0.121321	0.162242	-5.39446	0.38595	0.40625
COG0704	1	1	1	1	1.70682e-07	0.999999	1.56637e-06	0.999991	1.57949e-05	6.55651e-07	8.76188e-06	10.8666	0.999949	1
COG0705	1	1	1	0.969259	0.0274813	0.853477	0.119804	0.573503	0.256518	0.115782	0.395756	-0.363879	0.964324	1
COG0707	1	1	1	0.0401385	0.094773	0.00511779	0.0138458	0.000528991	0.00147714	0.0350207	0.0396095	-9.86337	0.126136	0.01875
COG0708	1	1	1	0.481241	0.311423	0.192375	0.21404	0.05112	0.0976318	0.288866	0.430121	-3.95632	0.612136	0.5875
COG0709	1	1	1	0.420453	0.265774	0.171016	0.262256	0.0636417	0.147053	0.249437	0.356811	-2.05197	0.447471	0.44375
COG0710	1	1	1	0.558267	0.134513	0.114034	0.0717975	0.0122122	0.011413	0.444233	0.546055	-2.18605	0.0774117	0.0125
COG0713	1	1	1	0.937175	0.113533	0.843169	0.259276	0.685877	0.33986	0.0940059	0.251298	0.794264	0.97564	0.996875
COG0714	1	1	1	0.991606	0.00790143	0.969882	0.0212982	0.884352	0.0834038	0.0217242	0.107254	0.732265	0.99935	1
COG0715	1	1	1	0.983182	0.0173074	0.937986	0.0593667	0.76613	0.18056	0.0451958	0.217053	0.472291	0.986141	0.996875
COG0716	1	1	1	0.868047	0.0903333	0.454712	0.179293	0.0993449	0.0953513	0.413335	0.768702	-1.77557	0.680233	0.65
COG0717	1	1	1	0.999862	0.000136302	0.998791	0.00117615	0.990756	0.00896419	0.00107127	0.00910592	4.40777	0.95794	1
COG0719	1	1	1	0.999661	0.000536136	0.996039	0.00579731	0.971615	0.0333636	0.00362176	0.0280457	2.85748	0.9689	1
COG0720	1	1	1	0.998374	0.00193387	0.99239	0.00859662	0.976524	0.0251776	0.00598496	0.0218509	3.83119	0.976425	1
COG0721	1	1	1	0.981431	0.044576	0.91899	0.160043	0.782664	0.309842	0.06244	0.198767	0.122528	0.956685	0.99375
COG0723	0.9993	1	1	0.290527	0.305468	0.145834	0.234047	0.0742323	0.162376	0.144693	0.216295	-2.52276	0.608644	0.628125
COG0724	0.8636	1	1	0.508845	0.248578	0.228959	0.222041	0.056662	0.0968049	0.279887	0.452183	-1.69401	0.438818	0.465625
COG0725	1	1	1	0.99831	0.0022972	0.994766	0.00600483	0.982666	0.0172679	0.00354439	0.0156443	3.99524	0.977233	1
COG0726	1	1	1	0.751459	0.18412	0.37477	0.316367	0.193179	0.329886	0.376688	0.55828	-3.04765	0.957125	1
COG0727	1	1	1	0.999456	0.000645558	0.996643	0.00377029	0.983179	0.0183121	0.00281245	0.0162765	4.46889	0.99596	1
COG0730	1	1	1	0.999295	0.000746863	0.997045	0.00255053	0.990141	0.00711315	0.0022499	0.0091539	3.33226	0.995848	1
COG0731	1	1	1	1	4.21468e-08	1	6.45824e-07	0.999993	1.16377e-05	3.57628e-07	6.55651e-06	13.7184	0.998132	1
COG0732	1	1	1	0.995672	0.00431216	0.975385	0.0206791	0.84163	0.134608	0.0202867	0.154042	2.00278	0.966017	1
COG0733	1	1	1	0.780017	0.156565	0.447452	0.309142	0.243694	0.350668	0.332566	0.536323	-0.424545	0.658978	0.6875
COG0735	1	1	1	0.537451	0.298582	0.291594	0.33068	0.163958	0.298223	0.245857	0.373493	-3.10183	0.851373	0.94375
COG0736	0.2689	1	1	0.0034959	0.00401539	0.00184625	0.0020482	0.000179222	0.000174235	0.00164965	0.00331667	-9.14025	0.123015	0.0125
COG0737	0.9957	1	1	0.406897	0.2989	0.18828	0.320658	0.110999	0.276812	0.218617	0.295898	-2.16258	0.753514	0.79375
COG0739	0.9973	1	1	0.101011	0.253049	0.0446287	0.127855	0.00961437	0.0281576	0.0563825	0.0913968	-6.23415	0.516706	0.525
COG0742	0.8032	1	1	7.44611e-05	5.92698e-05	1.17123e-05	8.54385e-06	1.36495e-06	1.16989e-06	6.27488e-05	7.30962e-05	-15.3601	0.00898654	0
COG0745	1	1	1	0.26469	0.356963	0.155513	0.3134	0.115457	0.294276	0.109178	0.149233	-5.07988	0.885667	0.959375
COG0746	1	1	1	1	3.10288e-07	0.999999	1.11303e-06	0.999996	5.50951e-06	7.7486e-07	3.99351e-06	12.2762	0.999814	1
COG0747	1	1	1	0.977738	0.0357798	0.890758	0.125641	0.700247	0.238095	0.0869797	0.27749	-0.00802904	0.989829	1
COG0750	1	1	1	0.999713	0.000165589	0.995376	0.00238502	0.932592	0.0372232	0.00433713	0.0671206	-0.090337	0.972645	1
COG0753	0.9993	1	1	0.560986	0.204323	0.208982	0.266188	0.0801175	0.173396	0.352004	0.480869	-1.46599	0.505613	0.515625
COG0755	0.9999	1	1	0.46991	0.319376	0.308606	0.297275	0.19513	0.285339	0.161304	0.27478	-1.75948	0.795526	0.8375
COG0760	1	1	1	0.00439257	0.0124468	0.000842419	0.00244337	0.00013448	0.000393526	0.00355015	0.00425809	-10.2561	0.193648	0.109375
COG0765	1	1	1	0.213783	0.303645	0.11701	0.286763	0.0860256	0.250385	0.0967729	0.127758	-2.7653	0.794905	0.840625
COG0769	0.4521	1	1	0.00098983	0.00146407	0.000357211	0.000547083	4.18425e-05	6.83989e-05	0.00063262	0.000947988	-12.2514	0.0207284	0
COG0770	0.1395	1	1	0.482114	0.278037	0.42849	0.281718	0.152272	0.206026	0.0536236	0.329842	-3.66606	0.211115	0.1
COG0771	0.021	1	1	0.000386417	0.000385519	0.000369045	0.000370034	4.49479e-05	5.73393e-05	1.73718e-05	0.000341469	-12.021	0.00658684	0
COG0775	0.0043	1	1	0.00201418	0.00435579	0.00199445	0.00431528	0.000194091	0.000452606	1.97291e-05	0.00182009	-8.77023	0.0670658	0.00625
COG0776	0.0782	1	1	1.9604e-05	3.87578e-05	1.58727e-05	3.09448e-05	1.15633e-06	1.77542e-06	3.73125e-06	1.84476e-05	-15.5344	0.00970883	0
COG0778	1	1	1	0.99976	0.000315661	0.99829	0.00186512	0.988052	0.0122096	0.00147039	0.0117084	2.69208	0.999683	1
COG0780	0.7247	1	1	0.0676887	0.0740753	0.0170123	0.0178628	0.00232533	0.00227172	0.0506764	0.0653633	-5.78588	0.164645	0.05
COG0783	0.812	1	1	0.0875321	0.198207	0.0311465	0.0851818	0.00535091	0.0153416	0.0563856	0.0821812	-4.52188	0.319406	0.325
COG0784	1	1	1	0.950016	0.0437217	0.805782	0.150805	0.529216	0.300431	0.144234	0.4208	-0.0894779	0.997579	1
COG0785	1	1	1	0.999163	0.000886885	0.991228	0.00839998	0.928421	0.0561452	0.00793457	0.0707418	2.97482	0.878902	0.978125
COG0786	0.0004	1	1	0.0313444	0.0464637	0.0313152	0.0464256	0.00278175	0.00493982	2.92771e-05	0.0285627	-4.09058	0.01905	0
COG0787	1	1	1	0.00343054	0.00479176	0.000300851	0.000393674	3.11673e-05	3.83345e-05	0.00312969	0.00339938	-11.7845	0.0598067	0
COG0788	0.6151	1	1	0.0432331	0.118658	0.020141	0.0577097	0.00421832	0.0123622	0.0230921	0.0390148	-4.74534	0.0862193	0.01875
COG0789	0.0004	1	1	0.0299903	0.0818731	0.0299721	0.0818265	0.00528388	0.015106	1.81794e-05	0.0247064	-6.63278	0.192088	0.0375
COG0794	1	1	1	0.998237	0.00255542	0.978705	0.0318666	0.850624	0.199469	0.0195319	0.147614	3.86364	0.748984	0.775
COG0798	1	1	1	0.999718	0.000194579	0.998359	0.00147399	0.989483	0.0143247	0.00135899	0.0102345	5.4013	0.996416	1
COG0800	0.5018	1	1	0.0521767	0.102932	0.0212065	0.0465359	0.0036382	0.0091135	0.0309702	0.0485385	-5.46203	0.348147	0.303125
COG0801	0.0389	1	1	0.00344251	0.00322977	0.00320627	0.00301492	0.000562882	0.000570112	0.00023624	0.00287963	-8.08549	0.0474603	0.003125
COG0803	1	1	1	0.975767	0.0209009	0.893426	0.0798703	0.613107	0.220262	0.0823408	0.36266	-0.0174534	0.951547	0.9875
COG0804	0.8817	1	1	0.330376	0.328065	0.176506	0.277952	0.0857959	0.160788	0.153869	0.24458	-1.07027	0.336833	0.3125
COG0805	1	1	1	0.936585	0.0985128	0.83286	0.235278	0.688531	0.337107	0.103725	0.248054	0.233284	0.955324	0.990625
COG0807	0.9989	1	1	0.683679	0.119312	0.259159	0.121606	0.0514303	0.0381664	0.42452	0.632248	-1.80841	0.360073	0.3875
COG0811	0.1391	1	1	9.44346e-05	0.000173122	7.47353e-05	0.000138288	1.44452e-05	2.78036e-05	1.96993e-05	7.99894e-05	-11.1324	0.0165809	0
COG0814	0.5075	1	1	0.0579614	0.0770983	0.0179561	0.0243753	0.00141584	0.00194003	0.0400053	0.0565455	-4.48179	0.0210152	0
COG0817	0.0062	1	1	0.0127504	0.0132843	0.0125839	0.0131232	0.0015467	0.00189186	0.000166446	0.0112037	-7.72579	0.0511501	0
COG0818	0.0004	1	1	0.00548351	0.00555431	0.00547798	0.00554889	0.000462571	0.000523208	5.52833e-06	0.00502094	-7.04803	0.0193838	0
COG0819	1	1	1	0.761284	0.163018	0.383029	0.236741	0.11185	0.120648	0.378254	0.649434	-0.443624	0.505614	0.48125
COG0822	1	1	1	0.407097	0.320492	0.230659	0.362962	0.15876	0.321502	0.176438	0.248338	-3.26104	0.945254	0.99375
COG0823	1	1	1	0.387613	0.263559	0.164708	0.28066	0.108588	0.290548	0.222905	0.279025	-2.80505	0.810434	0.88125
COG0824	1	1	1	0.330799	0.271747	0.156039	0.276892	0.102965	0.269227	0.17476	0.227834	-2.9032	0.724391	0.746875
COG0826	1	1	1	0.797798	0.163926	0.432025	0.296699	0.143987	0.205723	0.365773	0.653811	-1.99851	0.648388	0.6375
COG0827	1	1	1	0.875592	0.0892304	0.488852	0.257343	0.169734	0.226875	0.38674	0.705858	-0.749956	0.765161	0.8375
COG0829	0.8797	1	1	0.501499	0.33465	0.254402	0.309108	0.105025	0.178739	0.247097	0.396474	-0.807161	0.350145	0.321875
COG0830	0.8797	1	1	0.43868	0.329479	0.237031	0.326133	0.120611	0.213182	0.201649	0.318069	-0.649686	0.381137	0.346875
COG0831	0.8817	1	1	0.498724	0.325587	0.260272	0.337306	0.133836	0.237982	0.238452	0.364888	-0.552945	0.363109	0.328125
COG0832	0.8817	1	1	0.488294	0.346545	0.251496	0.349466	0.148152	0.279987	0.236798	0.340142	-0.259122	0.328308	0.284375
COG0834	1	1	1	0.367796	0.300057	0.15199	0.282735	0.0992262	0.274203	0.215807	0.26857	-3.07825	0.89118	0.959375
COG0835	1	1	1	0.948472	0.0364759	0.810582	0.162563	0.556578	0.289181	0.137891	0.391894	0.627222	0.926698	0.959375
COG0836	1	1	1	0.933156	0.0722117	0.743071	0.199056	0.414473	0.291631	0.190085	0.518683	0.434458	0.822604	0.8875
COG0838	1	1	1	0.986971	0.0269328	0.945387	0.100918	0.831931	0.241978	0.0415839	0.155041	1.60291	0.981984	0.99375
COG0839	1	1	1	0.956731	0.0824044	0.873922	0.202756	0.708051	0.312131	0.0828091	0.24868	0.887396	0.957063	0.99375
COG0840	1	1	1	0.900039	0.0726427	0.689535	0.23866	0.427148	0.321882	0.210504	0.47289	-0.19111	0.975383	0.996875
COG0841	0.0004	1	1	0.00227552	0.00676463	0.00227389	0.00675977	0.0003957	0.00118036	1.6361e-06	0.00187982	-8.42918	0.0826035	0.009375
COG0842	1	1	1	0.999871	6.82187e-05	0.999058	0.000705102	0.994897	0.00510104	0.000813127	0.00497389	3.99959	0.999717	1
COG0843	1	1	1	0.0834313	0.238746	0.049417	0.146139	0.0233965	0.069834	0.0340142	0.0600348	-3.82236	0.414526	0.38125
COG0846	1	1	1	0.993916	0.00610806	0.958845	0.0384682	0.790227	0.156584	0.035071	0.203689	0.818029	0.982719	1
COG0847	1	1	1	0.0800992	0.180217	0.0193028	0.0521206	0.00321432	0.0091136	0.0607964	0.0768849	-6.20509	0.307663	0.2875
COG0848	0.0007	1	1	3.27826e-08	6.17275e-08	3.27826e-08	6.17275e-08	2.98023e-09	8.9407e-09	0	2.98023e-08	-13.7267	0.000168246	0
COG0852	1	1	1	0.987195	0.0356996	0.941202	0.148266	0.8623	0.255653	0.0459926	0.124895	1.81481	0.872487	0.946875
COG0853	0.9798	1	1	0.16686	0.145605	0.0278808	0.029518	0.00354835	0.00405328	0.138979	0.163311	-4.98412	0.172213	0.10625
COG0855	0.651	1	1	0.105462	0.29572	0.099557	0.292988	0.0897031	0.268301	0.00590473	0.0157586	-2.61506	0.461578	0.446875
COG0856	0.8297	1	1	0.98745	0.0142288	0.939169	0.0660127	0.739699	0.218105	0.0482819	0.247751	6.66373	0.700025	0.715625
COG0857	1	1	1	0.972754	0.046561	0.83087	0.186857	0.444097	0.221701	0.141884	0.528658	2.03631	0.707004	0.721875
COG0859	0.5201	1	1	0.00237226	0.00236059	0.00078007	0.000812677	9.59039e-05	0.000110503	0.0015922	0.00227636	-8.87994	0.0551956	0.00625
COG0861	0.9756	1	1	0.0322733	0.0697052	0.00627514	0.0156497	0.00102647	0.00272243	0.0259981	0.0312468	-6.71756	0.140112	0.071875
COG0863	1	1	1	0.996863	0.00211987	0.96717	0.0201758	0.770639	0.132333	0.0296934	0.226224	1.63209	0.991168	1
COG0864	1	1	1	0.999983	1.81293e-05	0.999809	0.000200939	0.998141	0.00194313	0.000174463	0.00184232	7.22375	0.999159	1
COG1001	1	1	1	0.996916	0.00264113	0.978818	0.0161753	0.875644	0.0983324	0.0180978	0.121273	3.22199	0.932605	1
COG1002	1	1	1	0.985721	0.00963206	0.88612	0.0843598	0.558369	0.26623	0.0996003	0.427352	1.46185	0.907688	0.996875
COG1003	1	1	1	0.946201	0.0504281	0.72926	0.232383	0.437098	0.396674	0.216941	0.509103	0.743254	0.954347	1
COG1004	1	1	1	0.856682	0.103255	0.508434	0.271025	0.256802	0.345174	0.348248	0.59988	-1.70792	0.95619	1
COG1005	1	1	1	0.996018	0.00949814	0.973792	0.047434	0.879992	0.217933	0.0222258	0.116026	1.89289	0.990979	1
COG1006	1	1	1	0.997949	0.0029371	0.987563	0.018847	0.944038	0.0933794	0.010386	0.0539111	3.6482	0.943589	0.975
COG1007	1	1	1	0.952451	0.0766941	0.865865	0.182903	0.698591	0.33078	0.0865863	0.25386	0.789263	0.983546	0.99375
COG1008	1	1	1	0.549077	0.321449	0.342519	0.355621	0.220537	0.319079	0.206558	0.328541	-1.30154	0.920459	0.978125
COG1009	1	1	1	0.991334	0.015701	0.968608	0.0506499	0.906891	0.160639	0.0227268	0.084443	1.75274	0.996787	1
COG1010	0.9999	1	1	0.999311	0.000456854	0.993669	0.00445496	0.963206	0.0241954	0.00564164	0.0361053	4.48694	0.858101	0.90625
COG1011	1	1	1	0.985494	0.0195382	0.925998	0.0847596	0.721361	0.199835	0.0594964	0.264134	-0.15149	0.994434	1
COG1012	1	1	1	0.936905	0.0655738	0.775215	0.169934	0.489942	0.268921	0.16169	0.446963	-1.57237	0.989645	1
COG1013	1	1	1	1	3.76973e-08	1	5.72329e-07	0.999997	9.87079e-06	1.78814e-07	3.21865e-06	12.6927	0.999987	1
COG1014	1	1	1	1	0	1	7.9968e-08	1	2.59126e-07	0	1.78814e-07	13.9579	0.999735	1
COG1018	1	1	1	0.173994	0.291969	0.0935927	0.23754	0.0440941	0.12692	0.0804011	0.1299	-2.93045	0.727885	0.784375
COG1019	1	1	1	0.255622	0.26832	0.12535	0.163034	0.045011	0.0597396	0.130273	0.210611	4.34993	0.0220409	0
COG1022	0.9998	1	1	0.144898	0.253926	0.0543325	0.137701	0.0119527	0.0329299	0.0905655	0.132945	-4.29532	0.479048	0.509375
COG1023	1	1	1	0.543262	0.204888	0.180128	0.144497	0.037211	0.0476005	0.363134	0.506051	-2.05706	0.580511	0.55625
COG1024	1	1	1	0.290629	0.363201	0.220266	0.371338	0.17686	0.345192	0.0703629	0.113768	-2.03371	0.984412	1
COG1027	0.9969	1	1	0.455797	0.247963	0.130996	0.144256	0.0238621	0.0377504	0.3248	0.431935	-2.35172	0.490894	0.51875
COG1028	1	1	1	0.886469	0.136066	0.651107	0.288862	0.398094	0.364179	0.235361	0.488375	-3.30428	0.998621	1
COG1029	1	1	1	0.999973	3.88331e-05	0.999799	0.000238615	0.998406	0.00152605	0.000173628	0.00156611	9.66565	0.932175	0.975
COG1030	1	1	1	0.998832	0.00153377	0.992087	0.0106427	0.956357	0.0621072	0.00674522	0.042475	3.85192	0.934691	0.984375
COG1031	1	1	1	0.999703	0.000297898	0.996409	0.00366142	0.962071	0.0397285	0.00329399	0.0376327	7.56761	0.908914	0.98125
COG1032	1	1	1	0.999999	1.61098e-06	0.999994	1.14431e-05	0.999959	7.84363e-05	5.30481e-06	4.01139e-05	9.54874	0.999356	1
COG1033	0.7004	1	1	0.797343	0.164419	0.575783	0.275177	0.290489	0.321468	0.22156	0.506854	-0.325093	0.854924	0.91875
COG1035	1	1	1	0.99994	9.665e-05	0.999488	0.000748671	0.996375	0.00458035	0.00045228	0.00356489	7.32953	0.98483	1
COG1036	1	1	1	0.997214	0.00426556	0.973895	0.0347207	0.835282	0.151885	0.0233185	0.161932	4.10458	0.661283	0.646875
COG1040	0.0004	1	1	0.0019423	0.00371947	0.00194059	0.00371637	0.000218374	0.000463263	1.70467e-06	0.00172392	-10.0395	0.0271343	0
COG1041	1	1	1	0.999958	2.27023e-05	0.999348	0.000395529	0.990094	0.00678503	0.000609398	0.00986397	6.88256	0.97113	1
COG1042	1	1	1	0.999921	6.62269e-05	0.99895	0.0010965	0.985689	0.01888	0.000971437	0.0142319	5.56837	0.996749	1
COG1045	0.9997	1	1	0.159998	0.282581	0.102446	0.281243	0.0715373	0.211102	0.057552	0.0884606	-3.33703	0.733826	0.765625
COG1047	1	1	1	0.99988	0.000159524	0.998977	0.00120311	0.991335	0.0103563	0.000902534	0.0085451	5.47238	0.994201	1
COG1048	1	1	1	0.792127	0.182217	0.524334	0.317706	0.311846	0.345736	0.267793	0.480281	-1.65186	0.97365	1
COG1051	1	1	1	0.953791	0.0434045	0.744723	0.190972	0.348661	0.307497	0.209068	0.60513	-2.60796	0.98219	1
COG1052	1	1	1	0.775473	0.189131	0.436915	0.272991	0.1608	0.233555	0.338558	0.614673	-2.48775	0.829838	0.890625
COG1053	1	1	1	0.998977	0.00111142	0.994872	0.00599755	0.980234	0.0295091	0.00410503	0.0187435	2.89191	0.999147	1
COG1055	1	1	1	0.999879	0.000104737	0.999264	0.000500471	0.995786	0.00253762	0.000614405	0.00409269	5.31339	0.988235	1
COG1056	1	1	1	0.999965	4.10508e-05	0.999375	0.000814074	0.989169	0.0148347	0.00058955	0.0107951	7.27329	0.988176	1
COG1058	1	1	1	0.997063	0.00145203	0.986673	0.00654824	0.939462	0.0393664	0.0103897	0.0576005	2.42324	0.994318	1
COG1059	1	1	1	0.942624	0.0380971	0.587647	0.172901	0.136244	0.113682	0.354977	0.80638	1.62111	0.37236	0.409375
COG1060	1	1	1	0.999313	0.00184931	0.994806	0.0138263	0.977091	0.0568153	0.00450748	0.0222225	4.91267	0.974058	0.99375
COG1061	1	1	1	0.999776	0.000155084	0.997976	0.00132821	0.984451	0.010389	0.00179946	0.0153245	4.04706	0.998308	1
COG1062	0.6165	1	1	0.161686	0.186802	0.0691563	0.12625	0.0176037	0.0428048	0.0925299	0.144082	-3.43429	0.384185	0.39375
COG1063	1	1	1	0.997984	0.00145505	0.990359	0.00627041	0.951353	0.0390549	0.00762534	0.0466312	2.19225	0.999218	1
COG1064	1	1	1	0.959175	0.0430867	0.820232	0.179681	0.569028	0.304034	0.138942	0.390147	0.719531	0.938289	1
COG1067	1	1	1	0.874771	0.071055	0.506916	0.193367	0.14321	0.10578	0.367855	0.731561	-0.305452	0.499756	0.5
COG1070	1	1	1	0.487715	0.281323	0.202742	0.269195	0.0891648	0.215535	0.284973	0.39855	-2.4523	0.795001	0.834375
COG1071	1	1	1	0.478144	0.348543	0.264786	0.377853	0.195622	0.369666	0.213358	0.282522	-1.34994	0.933993	0.98125
COG1073	1	1	1	0.759803	0.179384	0.366851	0.267778	0.146508	0.287722	0.392952	0.613295	-3.4372	0.978762	1
COG1074	0.9978	1	1	2.12163e-05	1.69682e-05	1.96397e-06	1.78896e-06	2.02656e-07	2.18514e-07	1.92523e-05	2.10136e-05	-14.8998	0.0233746	0
COG1075	0.3395	1	1	0.0619346	0.151036	0.0389013	0.102255	0.00712758	0.0202327	0.0230333	0.054807	-4.70492	0.230084	0.121875
COG1077	0.9943	1	1	0.464548	0.265716	0.187453	0.173202	0.0440762	0.0465979	0.277095	0.420472	-4.28756	0.347373	0.378125
COG1078	1	1	1	0.999986	2.42884e-05	0.999826	0.000323083	0.998055	0.00355595	0.000160098	0.00193155	7.65281	0.991038	1
COG1079	1	1	1	0.967832	0.0469837	0.834499	0.1954	0.530561	0.268392	0.133333	0.437271	0.493294	0.880952	0.94375
COG1080	0.0134	1	1	0.00360647	0.00921418	0.00351327	0.00898395	0.000458953	0.00121851	9.32037e-05	0.00314752	-7.74925	0.194608	0.0625
COG1082	1	1	1	0.999901	0.000111039	0.999289	0.000745507	0.99626	0.00393323	0.000611544	0.00364041	5.1275	0.998362	1
COG1083	1	1	1	0.531283	0.217042	0.171006	0.183964	0.034123	0.0639186	0.360277	0.49716	-2.05203	0.408736	0.43125
COG1084	1	1	1	0.999994	8.31544e-06	0.99992	9.86073e-05	0.998835	0.00124195	7.38502e-05	0.00115871	10.8357	0.954226	0.996875
COG1085	1	1	1	0.999171	0.000767714	0.990823	0.00835224	0.934085	0.053257	0.00834721	0.0650855	3.59237	0.973643	1
COG1086	1	1	1	0.471555	0.292443	0.209078	0.310127	0.101557	0.244146	0.262477	0.369998	-2.66289	0.641258	0.603125
COG1087	0.1613	1	1	0.0182494	0.0539314	0.0132504	0.0392254	0.00149542	0.00444909	0.00499899	0.016754	-7.53034	0.116694	0.021875
COG1088	1	1	1	0.971396	0.0209487	0.786532	0.140366	0.400111	0.313785	0.184864	0.571285	-0.938185	0.903365	0.975
COG1089	0.992	1	1	0.85231	0.127218	0.512063	0.261826	0.19577	0.252485	0.340247	0.65654	-0.939492	0.799327	0.88125
COG1090	0.5839	1	1	0.11981	0.236734	0.0739478	0.18025	0.0244226	0.0668741	0.0458624	0.0953877	-2.90741	0.262877	0.2
COG1091	1	1	1	0.990979	0.00930783	0.947895	0.0472665	0.755275	0.189522	0.0430838	0.235704	0.733125	0.947712	0.984375
COG1092	0.9998	1	1	0.445589	0.339626	0.182591	0.222078	0.0356356	0.0515338	0.262999	0.409954	-3.5519	0.300316	0.290625
COG1093	1	1	1	0.999997	4.20435e-06	0.999941	7.5016e-05	0.99883	0.0013914	5.57303e-05	0.00116676	10.047	0.967029	1
COG1094	1	1	1	0.999964	7.82108e-05	0.99949	0.00107454	0.992328	0.0150595	0.00047344	0.00763577	8.19069	0.927255	0.99375
COG1095	1	1	1	0.999984	2.98346e-05	0.999762	0.000403738	0.996113	0.00579117	0.000221252	0.00387013	8.8789	0.947233	1
COG1096	1	1	1	0.999683	0.000717738	0.996982	0.00664362	0.972982	0.0546101	0.00270104	0.0267007	7.2853	0.743118	0.775
COG1097	1	1	1	0.995124	0.0138928	0.95912	0.113924	0.874722	0.256642	0.0360039	0.120402	5.26931	0.374371	0.353125
COG1099	0.8037	1	1	0.993592	0.00506864	0.966672	0.0272394	0.823897	0.13642	0.0269203	0.169696	3.9288	0.719107	0.728125
COG1100	1	1	1	0.999936	8.22444e-05	0.999301	0.00105763	0.99403	0.00977074	0.000634789	0.00590587	6.41128	0.998003	1
COG1102	1	1	1	0.999997	6.41992e-06	0.999948	9.69106e-05	0.99918	0.00148647	4.88758e-05	0.000816464	8.08409	0.991924	1
COG1103	1	1	1	0.999684	0.00077862	0.997562	0.00589824	0.982116	0.0402984	0.00212216	0.0175676	9.36193	0.573568	0.571875
COG1104	1	1	1	0.241175	0.360198	0.156615	0.305985	0.0763702	0.189742	0.0845596	0.164804	-4.39228	0.757307	0.8
COG1105	0.0163	1	1	0.296631	0.242837	0.291235	0.241933	0.0799686	0.130197	0.00539643	0.216663	-1.84983	0.398338	0.3625
COG1106	1	1	1	0.992611	0.00507361	0.928376	0.0528421	0.609657	0.196878	0.0642346	0.382954	1.77428	0.795349	0.875
COG1107	0.9988	1	1	0.999807	0.000458721	0.998142	0.00438516	0.985806	0.0316056	0.00166559	0.0140009	8.60213	0.973224	0.99375
COG1108	1	1	1	0.949774	0.0546997	0.865246	0.119438	0.637475	0.227795	0.0845287	0.312299	0.00788371	0.963456	0.9875
COG1109	1	1	1	0.999953	4.74801e-05	0.999342	0.000697871	0.991567	0.010426	0.000611067	0.00838596	1.74034	0.999044	1
COG1110	0.9999	1	1	0.94889	0.153324	0.912113	0.263609	0.90171	0.294367	0.0367774	0.0471799	6.67074	0.314223	0.2875
COG1111	1	1	1	0.999194	0.00121855	0.986745	0.0228906	0.884087	0.164542	0.0124491	0.115107	4.15388	0.987468	1
COG1112	1	1	1	0.80254	0.133189	0.417252	0.274026	0.167727	0.262319	0.385288	0.634813	-0.219986	0.814796	0.896875
COG1115	0.9255	1	1	0.0338889	0.0605465	0.00446624	0.00796994	0.000447974	0.000750877	0.0294226	0.0334409	-7.30036	0.113176	0.025
COG1116	1	1	1	0.989037	0.0152618	0.939169	0.0716388	0.762289	0.193946	0.0498676	0.226748	0.678338	0.970723	0.990625
COG1117	1	1	1	0.999729	0.000237029	0.99864	0.00127509	0.994719	0.00598555	0.00108874	0.00500965	4.45963	0.997483	1
